SIMBAD_ID,mass_1,mass_68L_1,mass_68U_1,BCK,e_BCK,Teff,eTeff,logg,elogg,Meta,eMeta1,eMeta2,xi,e_xi,f_xi,S,EBV_p50,EBV_p16,EBV_p84,L,eL1,eL2,age,age_68L,age_68U,mass_2,mass_68L_2,mass_68U_2,rad,rad_68L,rad_68U,eTeff1,eTeff2,elogg1,elogg2,rho,erho1,erho2,M,eM1,eM2,R,eR1,eR2,Warning_M,Warning_R,M_ai,R_ai
HD97658,0.73,0.68,0.84,1.85,0.09,5036,129,4.55,0.15,-0.23,0.02,0.1,0.58,0.15,1,B21,0.0130880616200735,0.00337943605996588,0.0309359384755549,0.373351368099905,0.366035322801726,0.387290076858964,NA,NA,NA,0.727489,0.689406,0.773745,0.783301,0.753437,0.8112,129,129,0.15,0.15,NA,NA,NA,0.820925875414834,0.0363744605364714,0.0363744605364714,0.764523990720524,0.16275127218859,0.16275127218859,NA,NA,0.814585045187802,0.810013030500193
K2-100,1.29,1.2,1.34,1.19,0.08,6365,113,4.44,0.1,0.38,0.05,0.14,2.15,0.06,0,B21,0.0622538867203761,0.0416981900707599,0.0831643653762778,1.96438873441606,1.86548903582304,2.07071956748403,0.687971,0.25168,1.507608,1.247879,1.206076,1.285947,1.213521,1.176192,1.251278,113,113,0.1,0.1,NA,NA,NA,1.35856868236246,0.0457365854122652,0.0457365854122652,1.12482348636351,0.159526884151624,0.159526884151624,1,1,1.15234132512575,1.21617761324386
K2-107,1.21,1.12,1.35,1.39,0.06,5970,118,4.06,0.09,0.09,0.04,0.1,1.09,0.09,0,UVES,0.119366555963368,0.101848451525085,0.138399305935539,3.58886602017717,3.42997547979391,3.76556968102164,4.010179,3.389794,5.583632,1.266624,1.171237,1.327859,1.748701,1.677835,1.822192,118,118,0.09,0.09,NA,NA,NA,1.15869911436992,0.0448860915813662,0.0448860915813662,1.73176639993088,0.221181605673543,0.221181605673543,NA,NA,1.19252089256023,1.73695569008873
K2-115,0.9,0.76,1.02,1.58,0.08,5608,150,4.52,0.12,-0.14,0,0.16,1.14,0.15,1,Ar,0.0173564358743338,0.00516904436813122,0.0353030441179909,0.698417181319845,0.677654908146269,0.728083464653353,7.250354,2.510919,13.927869,0.867111,0.799775,0.924877,0.891815,0.854291,0.934877,150,150,0.12,0.12,NA,NA,NA,0.976541851095268,0.0473304287744048,0.0473304287744048,0.861840198949597,0.146618743978491,0.146618743978491,NA,NA,0.912549176978297,0.906705079186466
K2-139,0.85,0.76,0.96,1.86,0.09,5114,150,4.49,0.12,0.19,0,0.12,1.09,0.15,1,Ar,0.0697352248230033,0.0524630803509381,0.0854257390865537,0.553769860838042,0.534889955939935,0.572321926840384,NA,NA,NA,0.857929,0.800911,0.920607,0.934355,0.891667,0.980904,150,150,0.12,0.12,NA,NA,NA,0.900844887675765,0.043547924130798,0.043547924130798,0.886277761480333,0.150373253589006,0.150373253589006,NA,NA,0.848957854806558,0.884656379459725
K2-140,1.03,0.95,1.13,1.55,0.02,5678,39,4.45,0.08,0.2,0.03,0.12,0.71,0.1,0,Ar,0.00360109393679322,0.000934414440441272,0.0085222523918434,0.945043337845589,0.931089505345417,0.960285292998263,3.018145,1.206901,5.376519,1.033031,0.983956,1.075144,1.003243,0.988524,1.018461,39,39,0.08,0.08,NA,NA,NA,1.08164759452066,0.023541380039965,0.023541380039965,1.00024563211527,0.113589956915348,0.113589956915348,NA,NA,0.939465403874483,0.991262457457254
K2-141,0.72,0.64,0.76,2.26,0.09,4472,150,4.63,0.11,0.07,0,0.15,1.09,0.15,1,Ar,0.106746697565027,0.0874607461152314,0.125449283295908,0.217210520313764,0.210209437260886,0.22423164861541,NA,NA,NA,0.714107,0.682008,0.753555,0.723377,0.701949,0.743046,150,150,0.11,0.11,NA,NA,NA,0.725380389237158,0.0390432858837652,0.0390432858837652,0.6691322546346,0.104382377018622,0.104382377018622,1,1,0.753997315560444,0.813669235922581
K2-172,0.82,0.73,0.94,1.73,0.09,5342,150,4.48,0.12,-0.13,0,0.12,1.1,0.15,1,UVES,0.0287418989643011,0.0114875671029548,0.0475450839191918,0.626550535349461,0.604043123218951,0.653659641728659,NA,NA,NA,0.815027,0.756982,0.877612,0.910939,0.866074,0.959108,150,150,0.12,0.12,NA,NA,NA,0.914203307035156,0.0449790182386677,0.0449790182386677,0.883821988512311,0.149643891882964,0.149643891882964,NA,NA,0.875563295437691,0.882395904057846
K2-19,0.89,0.78,0.96,1.72,0.08,5285,82,4.53,0.15,0.09,0.03,0.09,0.62,0.35,0,B21,0.0118674570132486,0.00336425588935577,0.0263811968780063,0.535858261227114,0.523862759681943,0.552309197983986,7.161757,2.84261,12.493866,0.878258,0.833916,0.91851,0.873317,0.849998,0.900287,82,82,0.15,0.15,NA,NA,NA,0.92168644127187,0.0327384762615249,0.0327384762615249,0.844325484915885,0.178804543715918,0.178804543715918,NA,NA,0.86380347267379,0.86599150112497
K2-232,1.02,0.9,1.13,1.44,0.07,5860,130,4.29,0.1,-0.04,0.05,0.11,0.92,0.11,0,Ar,0.0281105611269041,0.0114973837413177,0.0494190431603159,1.73068637834827,1.66663445947724,1.81920705281094,7.146644,4.815137,9.582287,1.028564,0.970377,1.089151,1.259835,1.201677,1.320936,130,130,0.1,0.1,NA,NA,NA,1.09225435073223,0.0490908415651938,0.0490908415651938,1.22801250440462,0.174421111599155,0.174421111599155,NA,NA,1.03327258530952,1.26053665099483
K2-233,0.74,0.68,0.81,2.04,0.01,4818,27,4.6,0.06,-0.05,0.03,0.12,0.5,0.31,0,Ar,0.00307259259041495,0.00077308168696377,0.0079458482928607,0.264410859936424,0.262480366976995,0.267103353255859,13.167693,6.441042,21.070191,0.728978,0.685279,0.770223,0.73563,0.727098,0.744306,27,27,0.06,0.06,NA,NA,NA,0.729611034255765,0.0211345118404005,0.0211345118404005,0.714367843115942,0.0622974355701646,0.0622974355701646,NA,NA,0.784208366771173,0.775549885724735
K2-237,1.33,1.22,1.4,1.14,0.06,6570,140,4.4,0.09,0.23,0.06,0.14,1.79,0.08,0,Ar,0.117443842024595,0.0924237294100419,0.142257886913297,2.42879155971647,2.27468425784347,2.59386568326737,0.735588,0.261043,1.571978,1.27432,1.227017,1.318974,1.263712,1.219331,1.312331,140,140,0.09,0.09,NA,NA,NA,1.39711140578573,0.0540673374188975,0.0540673374188975,1.19218680609943,0.153377720286263,0.153377720286263,NA,NA,1.25247684191015,1.26055428635066
K2-24,1.09,0.99,1.2,1.49,0.08,5678,13,4.33,0.14,0.41,0.02,0.08,0.99,0.06,0,B21,0.0924004662878116,0.0870592734730037,0.0978076494549514,1.20568166251036,1.18743974057387,1.22381706050099,3.615199,2.899851,4.62044,1.114441,1.086977,1.134413,1.130592,1.120458,1.140621,13,13,0.14,0.14,NA,NA,NA,1.12754899768162,0.0156246766648869,0.0156246766648869,1.21001639892772,0.238683637736739,0.238683637736739,1,1,0.959098458362468,1.0879978326843
K2-261,1.09,1.03,1.14,1.64,0.04,5516,79,4.05,0.06,0.32,0.02,0.1,0.95,0.05,0,Ar,0.0283166283232512,0.0133454845881084,0.0442983814402805,2.44037547204533,2.36210693987319,2.52577208671808,7.751201,6.96092,8.547404,1.137253,1.09924,1.169423,1.688808,1.631103,1.747354,79,79,0.06,0.06,NA,NA,NA,1.05188940073992,0.0319365590328352,0.0319365590328352,1.71636475786236,0.14902506980556,0.14902506980556,NA,NA,1.03366828225788,1.55308491586149
K2-280,1.07,1,1.15,1.53,0.04,5708,68,4.27,0.07,0.26,0.02,0.1,0.92,0.02,0,Ar,0.0540037459571121,0.0381711454235987,0.0691345968787039,1.41949307705789,1.36803674718557,1.47008079756435,5.861428,4.17506,7.676383,1.087477,1.041575,1.129101,1.211993,1.176765,1.248462,68,68,0.07,0.07,NA,NA,NA,1.10534822989927,0.0288060478771231,0.0288060478771231,1.29187983867142,0.12919539707531,0.12919539707531,NA,NA,0.985151241867411,1.16235571725736
K2-29,0.88,0.77,0.96,1.6,0.1,5236,30,4.43,0.16,0.13,0.02,0.1,0.91,0.06,0,B21,0.166243182718672,0.156964629020674,0.175371505471224,0.489624867381669,0.479257647205651,0.500256269447028,5.092255,2.092486,8.665141,0.885028,0.84602,0.919932,0.848885,0.83647,0.861672,30,30,0.16,0.16,NA,NA,NA,0.913443708519366,0.0193979852249121,0.0193979852249121,0.966776598153326,0.219292793891125,0.219292793891125,NA,NA,0.858170050371998,0.858783150449308
K2-30,0.93,0.81,1.06,1.57,0.09,5466,129,4.4,0.17,0.16,0.02,0.11,0.68,0.15,1,B21,0.256000253606002,0.235597117100202,0.275261438390525,0.825380765653579,0.789258676445385,0.861165354732555,8.063219,3.476891,13.238813,0.950955,0.892486,1.007697,1.007818,0.965357,1.056857,129,129,0.17,0.17,NA,NA,NA,0.999820510540508,0.047717462181792,0.047717462181792,1.03972267436792,0.252374701575195,0.252374701575195,NA,NA,0.902081578276346,0.943208334053011
K2-32,0.76,0.72,0.9,1.69,0.1,5086,134,4.38,0.16,-0.07,0.02,0.09,0.57,0.15,1,B21,0.174804488345453,0.157600587356839,0.195099880428219,0.474150034840596,0.458461444340026,0.493889084366007,NA,NA,NA,0.777358,0.735694,0.829647,0.865733,0.827687,0.901974,134,134,0.16,0.16,NA,NA,NA,0.85731387730051,0.0388696733870427,0.0388696733870427,0.989624696058442,0.226742320093835,0.226742320093835,NA,NA,0.833730452596326,0.835464710645169
K2-34,1.11,1.02,1.24,1.35,0.07,5967,40,4.17,0.14,0.01,0.02,0.11,1.04,0.04,0,B21,0.00152428297310796,0.000374726125143716,0.00420548819725849,2.43669364853667,2.38795757843015,2.4872707998776,5.521194,4.534261,6.838546,1.129898,1.06812,1.185294,1.454752,1.430619,1.479332,40,40,0.14,0.14,NA,NA,NA,1.14033908557628,0.022319969676573,0.022319969676573,1.47431580705218,0.290086091338661,0.290086091338661,NA,NA,1.10725613620871,1.4488419092693
K2-58,0.81,0.75,0.91,2,0.09,4884,150,4.52,0.11,0.28,0,0.11,1.09,0.15,1,UVES,0.07651732917724,0.060027228653657,0.0909287327530983,0.436718920744414,0.423006350299142,0.450306012284739,NA,NA,NA,0.828297,0.781713,0.886857,0.892448,0.856281,0.927437,150,150,0.11,0.11,NA,NA,NA,0.85555155604094,0.0413571733489817,0.0413571733489817,0.83919514090341,0.130795618729342,0.130795618729342,NA,NA,0.802110807076724,0.841219674727025
KELT-10,1.05,0.94,1.19,1.47,0.08,5768,92,4.32,0.16,0.15,0.03,0.1,0.79,0.12,0,B21,0.0108597701972572,0.00304902766178363,0.0232818161886146,1.43748308655624,1.41002480013905,1.47918418183985,6.071735,3.937785,8.253124,1.061854,1.012038,1.112321,1.193465,1.154493,1.233486,92,92,0.16,0.16,NA,NA,NA,1.10202563323633,0.0362993300321883,0.0362993300321883,1.19795454881521,0.272570925318743,0.272570925318743,NA,NA,0.996435592696879,1.16268077055096
KELT-15,1.35,1.22,1.43,1.1,0.08,6341,45,4.18,0.12,0.27,0.02,0.12,1.54,0.03,0,B21,0.0370311292597429,0.026737147616788,0.0471790636164607,3.01942303371135,2.93967607021636,3.10095833849804,1.644981,1.091637,2.233445,1.342833,1.295712,1.384637,1.433087,1.405617,1.46109,45,45,0.12,0.12,NA,NA,NA,1.32650672083606,0.0244156773847789,0.0244156773847789,1.57216088910532,0.266094091664539,0.266094091664539,NA,NA,1.21520003025823,1.4347277268003
KELT-18,1.45,1.33,1.56,1,0.06,6726,120,4.03,0.08,-0.11,0.05,0.1,1.76,0.07,0,TNG,0.0163982016871637,0.00431797887799779,0.0363350911440523,7.1087104194919,6.87534675131498,7.4890837526913,1.895502,1.665846,2.139056,1.455594,1.405051,1.501117,1.956755,1.875633,2.042058,120,120,0.08,0.08,NA,NA,NA,1.37683536152372,0.0459740233031321,0.0459740233031321,1.91430011017675,0.219194239834558,0.219194239834558,NA,NA,1.46774842655706,1.91187938384128
KELT-4A,1.29,1.12,1.35,1.19,0.06,6316,104,4.05,0.09,-0.18,0.05,0.12,1.6,0.06,0,HARPS,0.0215990506340717,0.007562045769987,0.0406535261145888,4.17372502655154,4.02549785132818,4.3810316158977,3.433281,2.925897,4.667205,1.236894,1.147577,1.296411,1.693872,1.631721,1.757716,104,104,0.09,0.09,NA,NA,NA,1.21947994070468,0.0419806052391567,0.0419806052391567,1.76115950536847,0.224539542415199,0.224539542415199,NA,NA,1.27443585338144,1.67258624940488
KELT-6,1.06,0.96,1.18,1.31,0.07,6038,83,4.03,0.14,-0.36,0.04,0.1,1.27,0.07,0,B21,0.0036039970950065,0.000872957928332288,0.0103798671193333,3.8126849889029,3.76028777699956,3.88247718279866,6.413084,5.786372,6.966715,1.053498,1.015207,1.097511,1.768036,1.718801,1.818832,83,83,0.14,0.14,NA,NA,NA,1.08455798044421,0.0341270909526705,0.0341270909526705,1.71069048489678,0.337556619371032,0.337556619371032,NA,NA,1.21288743393429,1.73366102215431
KELT-8,1.09,0.99,1.19,1.42,0.07,5708,37,4.17,0.14,0.28,0.01,0.1,0.95,0.03,0,B21,0.0182967194622179,0.00947706551601409,0.0272875997458982,1.64427374654844,1.61073548948134,1.6790115842249,6.073015,5.095924,7.625108,1.113719,1.066461,1.15052,1.306758,1.285524,1.328464,37,37,0.14,0.14,NA,NA,NA,1.1095565261596,0.0203121568920384,0.0203121568920384,1.48326970432286,0.292367021164461,0.292367021164461,NA,NA,1.01040245596041,1.26645473741798
Kepler5,1.35,1.14,1.44,1.18,0.07,6374,134,4.12,0.1,-0.02,0.06,0.17,1.9,0.1,0,LBT,0.169937486692953,0.146044591801279,0.19573000995545,4.69499278395357,4.4107738986385,5.01386614747788,2.671792,2.122963,3.484053,1.344364,1.248445,1.417349,1.762788,1.671867,1.856556,134,134,0.1,0.1,NA,NA,NA,1.27449014002693,0.053937752400008,0.053937752400008,1.64826259489502,0.233851038500332,0.233851038500332,NA,NA,1.3145853860223,1.74602456533775
Qatar-8,0.95,0.87,1.05,1.56,0.05,5640,93,4.17,0.08,-0.04,0.04,0.1,0.75,0.04,0,TNG,0.00717634916547453,0.00200645722365301,0.0165295053906552,1.708386089292,1.68080584966761,1.74533755765807,10.854009,9.014364,12.518803,0.965845,0.920913,1.013539,1.35467,1.309753,1.401003,93,93,0.08,0.08,NA,NA,NA,1.01605442799177,0.0370113449004343,0.0370113449004343,1.40960533988882,0.160704845903395,0.160704845903395,NA,NA,0.990010009341653,1.25319954510581
TrES-4,1.47,1.32,1.53,1.18,0.08,6279,68,4.04,0.12,0.28,0.03,0.11,1.55,0.03,0,B21,0.00970274833548375,0.00268386058797656,0.0204867676919751,5.07803742883327,4.95972023414711,5.23194039918822,2.178127,1.931762,2.438748,1.484119,1.442719,1.517654,1.895218,1.84768,1.944225,68,68,0.12,0.12,NA,NA,NA,1.30708147760099,0.0300491781453147,0.0300491781453147,1.89061190884134,0.318220185786626,0.318220185786626,NA,NA,1.31963969287606,1.87259561718891
WASP-1,1.31,1.18,1.38,1.24,0.07,6202,60,4.21,0.12,0.21,0.03,0.11,1.19,0.08,0,B21,0.0349288296331857,0.022612517092201,0.0467072780542538,2.88806672104703,2.79335678839059,2.9840771317398,2.625271,2.019476,3.223619,1.293993,1.250478,1.334489,1.463985,1.427399,1.501551,60,60,0.12,0.12,NA,NA,NA,1.26530955134164,0.0279100430304435,0.0279100430304435,1.47368376749896,0.248896523478075,0.248896523478075,NA,NA,1.18705124540299,1.51911300844656
WASP-100,1.42,1.26,1.51,0.99,0.08,6705,80,4.11,0.13,-0.05,0.03,0.12,1.9,0.04,0,B21,0.0118159547939217,0.00355962261161947,0.0239361701070855,5.54910232688477,5.41694487635949,5.73819181678811,1.881002,1.580798,2.174152,1.408327,1.358675,1.457829,1.737495,1.689965,1.786492,80,80,0.13,0.13,NA,NA,NA,1.38274709934913,0.0340615707759471,0.0340615707759471,1.72871633864988,0.316238004178032,0.316238004178032,NA,NA,1.42085055596077,1.80189031240065
WASP-101,1.26,1.13,1.36,1.22,0.07,6202,81,4.27,0.13,0.22,0.04,0.15,1.28,0.04,0,B21,0.00439227650736316,0.00107657245508137,0.011555229710432,2.60656578704815,2.57818444313056,2.65227413765152,2.433233,1.508535,3.379819,1.272556,1.214168,1.324369,1.391075,1.354518,1.429033,81,81,0.13,0.13,NA,NA,NA,1.26753038985262,0.0364781031884389,0.0364781031884389,1.36077362245724,0.250034024947019,0.250034024947019,NA,NA,1.16892860238478,1.34890885579115
WASP-103,1.4,1.25,1.49,1.2,0.08,6263,71,4.13,0.18,0.29,0.03,0.13,1.68,0.02,0,B21,0.102186384298063,0.0866048439971911,0.117609976309422,3.83999631687365,3.33097094348244,4.39542058189353,2.24573,1.794264,2.701698,1.386295,1.329001,1.438928,1.624362,1.509451,1.748223,71,71,0.18,0.18,NA,NA,NA,1.30386268974742,0.0320488161188196,0.0320488161188196,1.67205803788096,0.431407683393051,0.431407683393051,NA,NA,1.24300916026693,1.62149052531216
WASP-104,0.99,0.86,1.08,1.7,0.08,5362,102,4.49,0.15,0.47,0.02,0.13,0.62,0.28,0,B21,0.0126343786229158,0.00337041342408426,0.0296297253635552,0.636415530027594,0.624208252989897,0.658769059718957,3.80903,1.230267,8.05522,0.985811,0.940341,1.018644,0.939308,0.919846,0.96472,102,102,0.15,0.15,NA,NA,NA,1.03105913617953,0.0401352423824961,0.0401352423824961,0.946565337990763,0.201566105674203,0.201566105674203,1,1,0.878281438645006,0.88523684307126
WASP-106,1.29,1.18,1.35,1.21,0.07,6259,3,4.22,0.11,0.16,0.01,0.07,1.25,0.09,0,B21,0.00356387110066915,0.00115348311553755,0.00686659596815235,2.74499382534981,2.69983517944223,2.79052639283865,2.445103,2.077085,2.810261,1.270264,1.241534,1.29912,1.404114,1.391933,1.416044,3,3,0.11,0.11,NA,NA,NA,1.2741288062041,0.0138690806968277,0.0138690806968277,1.45348484319644,0.224626610057307,0.224626610057307,NA,NA,1.1799555660343,1.40903496171427
WASP-107,0.68,0.61,0.73,2.14,0.08,4411,150,4.59,0.14,-0.09,0,0.13,0.66,0.15,0,B21,0.152446333448205,0.135658585000887,0.167248783388454,0.178215889037132,0.173573935121919,0.182577551367913,NA,NA,NA,0.667913,0.638823,0.699118,0.666517,0.648604,0.68378,150,150,0.14,0.14,NA,NA,NA,0.688744601473433,0.0382969870570271,0.0382969870570271,0.686449287302641,0.136142609167996,0.136142609167996,1,1,0.749643302775609,0.81542790325324
WASP-117,1.02,0.93,1.11,1.37,0.08,5950,80,4.26,0.13,-0.14,0.03,0.09,0.78,0.29,0,B21,0.00538862840211713,0.00133254732333974,0.0132416521261045,1.84925431801724,1.82795916593075,1.8858424507047,7.271336,5.712804,8.859917,1.012164,0.967293,1.057471,1.270973,1.236756,1.306305,80,80,0.13,0.13,NA,NA,NA,1.1017304706085,0.0322617630754661,0.0322617630754661,1.27482595997392,0.233646326557477,0.233646326557477,NA,NA,1.05325879150328,1.26658980227515
WASP-12,1.35,1.2,1.41,1.19,0.08,6197,62,4.09,0.12,0.17,0.02,0.11,1.44,0.03,0,B21,0.0386484899046701,0.0245486751742106,0.0523664060014997,3.57712195307887,3.44870674823675,3.70405663180657,2.862209,2.427736,3.292326,1.334987,1.290287,1.376848,1.632664,1.589426,1.677291,62,62,0.12,0.12,NA,NA,NA,1.25497237531118,0.0277292724920946,0.0277292724920946,1.72573111430094,0.292045030716503,0.292045030716503,NA,NA,1.21212731687091,1.57324370863742
WASP-120,1.45,1.31,1.55,1.05,0.08,6577,132,4.13,0.12,0.17,0.02,0.15,1.97,0.11,0,B21,0.0208987456506157,0.00644362953811545,0.0440843158918283,4.98823438231002,4.8066557551641,5.30515390702288,1.672176,1.181035,2.141166,1.455342,1.393662,1.513188,1.705346,1.627281,1.787614,132,132,0.12,0.12,NA,NA,NA,1.38631524486601,0.0504539604856905,0.0504539604856905,1.70675271217507,0.290820113481291,0.290820113481291,NA,NA,1.36801976189202,1.69331129093205
WASP-123,1.04,0.94,1.15,1.51,0.09,5642,50,4.25,0.15,0.24,0.02,0.11,0.79,0.08,0,B21,0.0153405285972993,0.00598776917301762,0.0266781616923869,1.36774423216655,1.3360121892472,1.40474645164682,7.227321,5.55693,9.057819,1.057386,1.009676,1.102071,1.218367,1.192358,1.244808,50,50,0.15,0.15,NA,NA,NA,1.07805878435892,0.0245552486249504,0.0245552486249504,1.31368283056017,0.278143345149103,0.278143345149103,NA,NA,0.964901944339808,1.11918587761345
WASP-124,1.12,1.02,1.22,1.36,0.04,6016,70,4.38,0.07,0.08,0.02,0.11,0.87,0.13,0,UVES,0.00432592998439555,0.00117101118318438,0.0117690956666431,1.60252496848466,1.57388845223329,1.63754605872886,3.357185,1.805984,5.059896,1.107108,1.056169,1.157398,1.161382,1.133587,1.19044,70,70,0.07,0.07,NA,NA,NA,1.17247792690134,0.0299668708117412,0.0299668708117412,1.12582765486326,0.113077594576507,0.113077594576507,NA,NA,1.05464653938533,1.15361164004972
WASP-126,1.02,0.91,1.15,1.52,0.11,5667,78,4.28,0.16,0.18,0.02,0.11,0.7,0.13,0,B21,0.0146272408784513,0.00522941391618362,0.0270648528247,1.3875948122686,1.35863452171613,1.42739823351913,7.455693,5.365468,9.677253,1.043187,0.99199,1.094653,1.214292,1.179011,1.250612,78,78,0.16,0.16,NA,NA,NA,1.07363239488815,0.0320693564740713,0.0320693564740713,1.253713986626,0.284000001470412,0.284000001470412,NA,NA,0.973466388849839,1.1208995763217
WASP-127,0.89,0.84,0.97,1.51,0.03,5708,50,4.12,0.06,-0.29,0.02,0.1,0.87,0.06,0,HARPS,0.00300595768294757,0.000720897989987418,0.00823123768350588,1.8929204891045,1.87511305957179,1.91703370472958,12.338594,11.162389,13.412658,0.890781,0.85548,0.931312,1.398872,1.373528,1.424726,50,50,0.06,0.06,NA,NA,NA,0.985312231378429,0.0240213132908732,0.0240213132908732,1.46993191568024,0.127617655255431,0.127617655255431,NA,NA,1.02248728503343,1.35433307255776
WASP-129,1.11,1.01,1.22,1.36,0.1,5887,29,4.31,0.14,0.2,0.01,0.09,0.76,0.16,0,B21,0.0169201940515921,0.00932302507410785,0.0243427498680638,1.47275861482361,1.44130965528108,1.50477586401199,3.505294,2.350558,4.817283,1.11672,1.075249,1.156834,1.16236,1.145628,1.179427,29,29,0.14,0.14,NA,NA,NA,1.15410351460645,0.0181305931319453,0.0181305931319453,1.23869338694904,0.243881677314792,0.243881677314792,NA,NA,1.0254955744766,1.17806247271673
WASP-13,1.26,1.12,1.33,1.34,0.08,6025,76,4.15,0.13,0.18,0.03,0.1,1.28,0.05,0,B21,0.0162280571335067,0.00532123300194424,0.0304273528010445,2.90294355590841,2.82538239721859,3.00746163965131,3.759462,3.163104,4.460304,1.262439,1.210794,1.302608,1.55813,1.51187,1.605365,76,76,0.13,0.13,NA,NA,NA,1.19773111743041,0.0317445271633251,0.0317445271633251,1.56079333503714,0.285085163817633,0.285085163817633,NA,NA,1.16891841137515,1.63745132768507
WASP-130,1.05,0.94,1.14,1.52,0.11,5633,18,4.41,0.14,0.32,0.01,0.09,0.96,0.1,0,B21,0.0025838107741107,0.000710586250732981,0.00653220885092283,0.944274912883926,0.935227065003065,0.955232267801972,2.091948,0.908389,3.634046,1.072148,1.035834,1.102569,1.017727,1.009266,1.025956,18,18,0.14,0.14,NA,NA,NA,1.09237110513587,0.0162047082737667,0.0162047082737667,1.06821781466924,0.210659682861043,0.210659682861043,NA,NA,0.930750236527876,0.994363592276844
WASP-131,1.2,1.12,1.32,1.27,0.1,6115,59,4.08,0.13,-0.03,0.03,0.06,1.23,0.02,0,B21,0.0129096342668572,0.00456874132031951,0.0247568249578926,3.22998003538436,3.14456016586103,3.33074844252795,4.112223,3.701603,5.24233,1.212064,1.147063,1.244161,1.597164,1.560554,1.632878,59,59,0.13,0.13,NA,NA,NA,1.18291054674533,0.0250398507117139,0.0250398507117139,1.68319747735887,0.308384063003263,0.308384063003263,NA,NA,1.18969865477741,1.5541976072804
WASP-132,0.73,0.7,0.82,2.14,0.09,4572,150,4.51,0.14,0.25,0,0.1,0.48,0.15,0,B21,0.117155985418479,0.102365384060949,0.133164488529204,0.322340289742974,0.313428854388719,0.331921430483727,NA,NA,NA,0.775641,0.744688,0.822768,0.827649,0.801224,0.84843,150,150,0.14,0.14,NA,NA,NA,0.776019120738438,0.0393051536412745,0.0393051536412745,0.815197270679474,0.161126844612711,0.161126844612711,1,1,0.771440899066471,0.843722605102616
WASP-133,1.1,1.04,1.22,1.54,0.04,5700,72,4.16,0.07,0.28,0.02,0.1,0.93,0.08,0,UVES,0.0424176280859187,0.0277421955363275,0.0568718659284807,2.09596309650333,2.01793585639047,2.17678147708484,6.042062,5.098218,7.795856,1.157938,1.095826,1.206896,1.477714,1.433234,1.522572,72,72,0.07,0.07,NA,NA,NA,1.10671980654277,0.0299613492303553,0.0299613492303553,1.5023685021491,0.150490627281335,0.150490627281335,NA,NA,1.03303201542068,1.42486241087628
WASP-139,0.79,0.74,0.91,1.85,0.1,5013,106,4.46,0.15,0.11,0,0.09,0.6,0.15,1,B21,0.0345380942063588,0.0189856872912968,0.0492914544156568,0.476238671505098,0.462233508429914,0.491045085798274,NA,NA,NA,0.806433,0.765522,0.856336,0.900372,0.865428,0.933312,106,106,0.15,0.15,NA,NA,NA,0.864622480716172,0.0336737101261332,0.0336737101261332,0.902682736779863,0.191755552389625,0.191755552389625,NA,NA,0.82590980324535,0.843501012770415
WASP-140,0.87,0.77,0.94,1.75,0.05,5302,90,4.56,0.09,-0.01,0.04,0.1,0.88,0.08,0,Ar,0.0286317679301576,0.0158164335440121,0.0433875333990753,0.523500790709442,0.509513378985838,0.540654832373562,8.313293,3.364062,14.474371,0.847972,0.799476,0.891878,0.857005,0.831357,0.8862,90,90,0.09,0.09,NA,NA,NA,0.90578324527871,0.0359892154576796,0.0359892154576796,0.801444597637843,0.101845881071095,0.101845881071095,NA,NA,0.863249942541965,0.866585368663095
WASP-141,1.25,1.17,1.33,1.32,0.05,6122,102,4.33,0.07,0.35,0.04,0.11,1.21,0.06,0,UVES,0.030178926575004,0.0142446039031312,0.0480953967139411,2.11001454082713,2.03048171206868,2.20265515747892,1.714252,0.711076,2.87605,1.262135,1.220165,1.298386,1.28885,1.250271,1.334606,102,102,0.07,0.07,NA,NA,NA,1.26829835668178,0.0403584652484285,0.0403584652484285,1.26470876624795,0.127533746347322,0.127533746347322,NA,NA,1.11726816583531,1.28593417798888
WASP-142,1.27,1.1,1.33,1.4,0.06,5930,123,4.13,0.09,0.14,0.05,0.12,0.82,0.09,0,UVES,0.0301529224938794,0.0129199281143389,0.0495119529474475,3.17862095268454,3.04310514285193,3.34046984862188,4.209952,3.493614,6.006766,1.253253,1.152484,1.313288,1.671188,1.598741,1.745389,123,123,0.09,0.09,NA,NA,NA,1.15599658894987,0.0477391730464681,0.0477391730464681,1.57768683383996,0.202100048578421,0.202100048578421,NA,NA,1.15852777579995,1.62939753445311
WASP-147,1.09,1.01,1.2,1.49,0.04,5780,71,4.18,0.08,0.16,0.02,0.1,0.89,0.06,0,UVES,0.00542343534522876,0.00137211059918818,0.0134428011994933,2.18433209071413,2.13363785685783,2.23745474479113,6.245285,5.026143,7.841888,1.131755,1.073036,1.190597,1.465325,1.427607,1.504325,71,71,0.08,0.08,NA,NA,NA,1.10833838917904,0.0297567283979402,0.0297567283979402,1.45312697983975,0.165103254760511,0.165103254760511,NA,NA,1.06040121764449,1.42236900379626
