ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	e1_Fe/H	e2_Fe/H	Ref	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a	eOrbit_a	R/a	detached	well_detached	source	mode	database	rho	erho1	erho2
KIC7296438	1,159	0,0403608721412211	0,0550726792520575	1,393	0,02	0,0233452350598575	5749	56	56	0,268	0,0721110255092798	0,0721110255092798	NA	4,213	0,0058309518948453	0,0076157731058639	NA	2,202	0,188867863577406	0,188867863577406	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,1023626398323127	0,005669765856383201	0,0070812975485457785
KIC7376493	0,997	0,0591692487699481	0,0549181208709839	1,494	0,0368917334913934	0,0360555127546399	5803	73	73	-0,123	0,101	0,101	NA	4,087	0,010770329614269	0,010770329614269	NA	2,293	0,202475320082968	0,202475320082968	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,07137641920267662	0,006775090775043608	0,0064933042183874705
KIC7383120	1,105	0,0813019064967114	0,0754519714785505	1,393	0,0541294744108974	0,0523259018078045	6048	58	58	-0,112	0,1	0,1	NA	4,194	0,0182482875908947	0,0182482875908947	NA	2,549	0,220573734765004	0,220573734765004	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,09759337102217905	0,013453423308981013	0,01285923636372385
KIC7386523	1,195	0,0586941223633168	0,0633245607959503	2,053	0,082975900115636	0,0781024967590665	5796	67	67	-0,06	0,102	0,102	NA	3,889	0,0231948270094864	0,0241867732448957	NA	5,513	0,495608239488584	0,495608239488584	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,032969506603368996	0,004313106661849936	0,004148603645328131
KIC7429287	0,937	0,053	0,05131276644267	1,498	0,0368917334913934	0,0360555127546399	5802	60	60	-0,381	0,1	0,1	NA	4,058	0,0111803398874989	0,0111803398874989	NA	2,599	0,234262776568488	0,234262776568488	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,06654501717617428	0,006191897102766962	0,006030631445638922
KIC7448374	1,307	0,0474236228055175	0,0438292140016222	2,315	0,0389486841883009	0,0389486841883009	5676	59	59	0,107	0,1	0,1	NA	3,824	0,0094339811320566	0,0094339811320566	NA	5,717	0,502026740918901	0,502026740918901	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,02514976852455715	0,0015633616099026157	0,0015240247515759403
KIC7449136	1,21	0,08	0,08	1,56	0,04	0,04	6099	75	75	0,12	0,0721110255092798	0,0721110255092798	NA	NA	NA	NA	NA	NA	NA	NA	NA	MS	F	NA	NA	NA	NA	NA	huber13	A	NA	0,07608919088735007	0,007717877029848843	0,007717877029848843
KIC7465072	1,15	0,22	0,11	1,66	0,1	0,08	6192	55	55	0,06	0,15	0,15	NA	4,061	0,034	0,033	NA	4,49	0,388140707520046	0,388140707520046	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,06001847646796785	0,015795024609309212	0,01040454990256712
KIC7510397	1,3683	0,0209	0,0209	1,8574	0,018	0,018	6171	77	77	-0,21	0,1	0,1	NA	4,0359	0,0044	0,0066	NA	4,924	0,178	0,14	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	NA	0,05097724889047501	0,001674151784693048	0,001674151784693048
KIC7529180	1,352	0,0672681202353686	0,0679411510058521	1,455	0,0325576411921994	0,0325576411921994	6682	58	58	-0,024	0,1	0,1	NA	4,243	0,0098488578017961	0,0098488578017961	NA	3,766	0,297722752359854	0,297722752359854	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,1047849962863625	0,00875556032820139	0,008786720522284469
KIC7530690	1,35	0,07	0,09	1,34	0,04	0,04	6836	62	62	-0,04	0,15	0,15	NA	4,311	0,013	0,014	NA	3,41	0,283974195472475	0,283974195472475	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,13394631311077496	0,013860834130298922	0,01495410132947073
KIC7534011	1,177	0,0434165866921848	0,0487544869729956	1,899	0,043081318457076	0,043081318457076	5491	60	60	0,292	0,099	0,099	NA	3,95	0,0114017542509914	0,0114017542509914	NA	5,232	0,474982312750135	0,474982312750135	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,0410310810322481	0,003176322215665122	0,003269087939308684
KIC7584900	1,269	0,0932308961664533	0,0904709898254684	3,632	0,115550854605234	0,114634200830293	4955	71	71	0,284	0,101	0,101	NA	3,42	0,0063245553203367	0,0072801098892805	NA	10,71	1,21772618469253	1,21772618469253	NA	PMS	K	NA	NA	NA	NA	NA	serenelli17	A	NA	0,006323179247700822	0,0007615980621546631	0,0007494583758097287
KIC7591963	1,2	0,0520096144957834	0,056859475903318	1,833	0,0478852795752515	0,0478852795752515	5966	61	61	0,011	0,1	0,1	NA	3,99	0,0152315462117278	0,0152315462117278	NA	4,338	0,384319148615083	0,384319148615083	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,046516308470546906	0,0041659086070384675	0,004260067574412849
KIC7611858	1,128	0,103469802357983	0,0678011799307357	1,54	0,0626258732474047	0,0588727441181401	5926	58	58	0,021	0,099	0,099	NA	4,119	0,0269258240356725	0,0288617393793236	NA	2,849	0,251522846436934	0,251522846436934	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,07373239276007618	0,011254217725376683	0,009547148722476608
KIC7622208	1,39	0,11	0,19	1,92	0,07	0,1	6606	99	99	0,0	0,15	0,15	NA	4,008	0,013	0,014	NA	6,48	0,616787232798933	0,616787232798933	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,046883767636136914	0,006329396568871706	0,00973314193302803
KIC7628676	1,426	0,110440028975005	0,119104995697074	3,117	0,0960468635614927	0,105759160359753	5182	69	69	-0,07	0,1	0,1	NA	3,603	0,0104403065089106	0,0114017542509914	NA	7,8	0,944434209902323	0,944434209902323	NA	PMS	K	NA	NA	NA	NA	NA	serenelli17	A	NA	0,011241402792905072	0,001355675913512731	0,0014801691547807036
KIC7668623	1,389	0,0771038261048049	0,0708378429936993	2,291	0,0552177507691141	0,046690470119715	6277	48	48	-0,004	0,1	0,1	NA	3,859	0,0125299640861417	0,010816653826392	NA	8,698	0,736795260527855	0,736795260527855	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,027576450728564576	0,0025137815224899403	0,002195576852443803
KIC7670943	1,239	0,04	0,051	1,417	0,015	0,021	6463	110	110	-0,071	0,0721110255092798	0,0721110255092798	NA	4,228	0,008	0,008	NA	3,039	0,167	0,173	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	NA	0,10396164584839121	0,004707964861944334	0,006298936411893806
KIC7680114	1,096	0,0509901951359278	0,0439089968002003	1,409	0,0228035085019828	0,0212602916254693	5800	56	56	0,058	0,1	0,1	NA	4,179	0,0080622577482985	0,0072111025509279	NA	2,222	0,200872572946127	0,200872572946127	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,09353819078172808	0,006289928496350787	0,005654320137590981
KIC7700968	0,866	0,0876641317757725	0,0765571681816928	1,148	0,0557853027239254	0,0509607692249636	5982	75	75	-0,517	0,204	0,204	NA	4,255	0,0296141857899217	0,0305941170815567	NA	1,73	0,201858942294638	0,201858942294638	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,13664810661737126	0,024252323186843557	0,021842379952894297
KIC7739672	1,228	0,120154067763018	0,0732461603089199	1,733	0,0554616984954482	0,0501198563445667	6069	55	55	0,085	0,099	0,099	NA	4,054	0,0228473193175917	0,0228473193175917	NA	4,124	0,348405035166823	0,348405035166823	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,05632666904077435	0,007721398824267681	0,005930499377113995
KIC7747078	1,1	0,06	0,06	1,93	0,04	0,04	5840	84	84	-0,26	0,09	0,09	NA	3,907	0,01	0,01	NA	4,465	0,382422650898996	0,382422650898996	NA	MS	G	NA	NA	NA	NA	NA	C14bruntt	A	NA	0,03652852607812504	0,0030213048886365986	0,0030213048886365986
KIC7771282	1,321	0,054817880294663	0,0524976189936268	1,656	0,0240416305603426	0,0240416305603426	6407	74	74	-0,033	0,1	0,1	NA	4,12	0,0072111025509279	0,0072111025509279	NA	4,198	0,356885410974872	0,356885410974872	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,06944375735977115	0,004177574773087501	0,00409438852538327
KIC7799349	1,372	0,0859069263796581	0,080049984384758	2,823	0,071805292284065	0,0698569967862919	5038	71	71	0,195	0,1	0,1	NA	3,673	0,0072801098892805	0,0072801098892805	NA	4,84	0,467917817087872	0,467917817087872	NA	PMS	K	NA	NA	NA	NA	NA	serenelli17	A	NA	0,014559044304260452	0,0014371026281055112	0,0013746793348634048
KIC7799430	1,038	0,0792464510246358	0,073348483283569	2,693	0,0794292137692424	0,0764852927038918	5120	66	66	-0,159	0,101	0,101	NA	3,593	0,0092195444572928	0,0092195444572928	NA	4,657	0,459168031387782	0,459168031387782	NA	PMS	K	NA	NA	NA	NA	NA	serenelli17	A	NA	0,012688190309294642	0,0014828387072476927	0,0014045039154925035
KIC7800289	1,486	0,0765767588763066	0,0759275970909129	2,858	0,0512249938994628	0,0518555686498567	6422	53	53	-0,362	0,101	0,101	NA	3,697	0,0092195444572928	0,0084852813742385	NA	12,69	1,03555484700381	1,03555484700381	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,015196498332545766	0,0011317858160126847	0,0011345153351012896
KIC7833440	1,09	0,0579827560572969	0,0571401785086466	1,654	0,0348855270850248	0,0348855270850248	6327	59	59	-0,467	0,103	0,103	NA	4,038	0,0120830459735946	0,0120830459735946	NA	3,976	0,3465628096346	0,3465628096346	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,05750841167577888	0,004753908841560847	0,004725424664200158
KIC7870112	1,151	0,10255242561734	0,085146931829632	1,605	0,0760065786626395	0,0734982993000518	5656	79	79	0,351	0,099	0,099	NA	4,088	0,0294278779391243	0,0294278779391243	NA	2,854	0,249733138261562	0,249733138261562	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,06646019391383597	0,01114511353102831	0,01036987417833486
KIC7871531	0,789	0,0480832611206852	0,0440454310910905	0,857	0,0170293863659264	0,015556349186104	5378	57	57	-0,474	0,139	0,139	NA	4,469	0,0086023252670426	0,0078102496759066	NA	0,7271	0,0719136479515017	0,0719136479515017	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,2992581095633411	0,02551184668636018	0,023338006154223854
KIC7880676	1,436	0,125207827231368	0,137277092043793	2,054	0,0773886296557834	0,0748865809073962	6269	56	56	0,048	0,099	0,099	NA	3,96	0,0187882942280559	0,0196977156035922	NA	6,669	0,584602537774424	0,584602537774424	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,03956074967042354	0,005647425462076718	0,0057468062120393255
KIC7910848	1,274	0,0700071424927486	0,103831594420966	1,637	0,0564623768539724	0,0546260011349907	6074	56	56	0,11	0,1	0,1	NA	4,111	0,0230867927612304	0,0240416305603426	NA	3,745	0,314117072361303	0,314117072361303	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,06933216796285767	0,008122957566804017	0,00895005123881069
KIC7914731	1,427	0,0796052762070455	0,0840951841665146	2,793	0,141661568535718	0,119369175250565	5633	67	67	-0,047	0,103	0,103	NA	3,701	0,0253179778023443	0,0253179778023443	NA	9,674	0,900165862671944	0,900165862671944	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,015635888208563358	0,002534019265571548	0,0022063939581894996
KIC7938112	1,37	0,13	0,17	1,84	0,07	0,09	6520	70	70	-0,22	0,15	0,15	NA	4,043	0,018	0,02	NA	7,203	0,779587287365598	0,779587287365598	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,05250231929441653	0,007792654015222633	0,010089479134450527
KIC7940546	1,3987	0,0304	0,0114	1,9414	0,027	0,009	6235	77	77	-0,2	0,1	0,1	NA	4,0073	0,0011	0,0033	NA	6,189	0,023	0,257	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	NA	0,04563424710297127	0,002146824075187633	0,0007356145749675947
KIC7970740	0,728	0,0304	0,0095	0,7628	0,006	0,006	5309	77	77	-0,54	0,1	0,1	NA	4,5386	0,0055	0,0044	NA	0,429	0,025	0,022	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	NA	0,3915711773454093	0,018781470006992627	0,010558776605806225
KIC7976303	1,133	0,0484664832642105	0,0447772263544762	1,979	0,0358468966578698	0,034132096331752	6304	46	46	-0,577	0,102	0,102	NA	3,899	0,0076157731058639	0,0076157731058639	NA	5,37	0,457695667316105	0,457695667316105	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,03489827157343647	0,0024134920425687703	0,0022721643452297954
KIC8006161	0,9788	0,0304	0,0304	0,9247	0,012	0,009	5488	77	77	0,34	0,1	0,1	NA	4,4935	0,0066	0,0066	NA	0,688	0,047	0,049	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	NA	0,29553081977986323	0,014718182094886853	0,012598033137655156
KIC8012842	1,107	0,0694046107978425	0,0670074622710038	1,305	0,0490407993409569	0,0462385120867876	5849	58	58	0,152	0,1	0,1	NA	4,251	0,0237697286480094	0,0237697286480094	NA	1,931	0,163391808131305	0,163391808131305	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,11891249090924798	0,015339499875179737	0,014545618544785926
KIC8016496	1,5	0,10555093557141	0,133809566175218	2,081	0,109128364782031	0,100344406919369	6446	73	73	0,088	0,1	0,1	NA	3,972	0,0281602556806574	0,0291547594742265	NA	6,152	0,590682772861468	0,590682772861468	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,0397362069754123	0,006848182998882324	0,00675325038459386
KIC8018599	1,687	0,0580517010948	0,0594138031100518	3,415	0,0574282160614449	0,0574282160614449	6013	62	62	0,064	0,1	0,1	NA	3,598	0,0072111025509279	0,0072111025509279	NA	15,11	1,30464053950302	1,30464053950302	NA	PMS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,010112402544202863	0,0006175417754860711	0,0006221791756725629
KIC8019508	1,477	0,0578013840664737	0,0635137780328017	2,61	0,0403112887414927	0,041182520563948	6211	55	55	0,052	0,1	0,1	NA	3,772	0,0094339811320566	0,0094339811320566	NA	9,85	0,868727966273648	0,868727966273648	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,01983217582124653	0,001202819371081331	0,0012683107464247804
KIC8026226	1,503	0,0580517010948	0,0551543289325507	2,836	0,0424264068711929	0,0403608721412211	6319	54	54	-0,272	0,103	0,103	NA	3,709	0,0064031242374328	0,0064031242374328	NA	11,41	0,911453845344609	0,911453845344609	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,0157308319560912	0,0009314465177202647	0,0008856135741930772
KIC8027956	1,178	0,0534134814442946	0,0558032257132148	1,728	0,0493963561409139	0,0475394572960188	5967	70	70	0,042	0,1	0,1	NA	4,033	0,0167630546142402	0,0167630546142402	NA	3,431	0,298165152476544	0,298165152476544	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,05450363489491792	0,005287218684866048	0,005186687887930778
KIC8045442	1,477	0,0559464029227975	0,0648845127900333	2,996	0,0684470598345904	0,0693541635375988	5853	76	76	-0,138	0,1	0,1	NA	3,65	0,013	0,013	NA	9,93	0,891637467428875	0,891637467428875	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,013111925075935088	0,0010267811031745057	0,001077469320350782
KIC8077137	1,117	0,04	0,049	1,632	0,018	0,009	6072	75	75	-0,032	0,0721110255092798	0,0721110255092798	NA	4,056	0,013	0,01	NA	3,183	0,293	0,202	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	NA	0,06134852148191766	0,0029911428805404483	0,002876235375636114
KIC8106950	1,054	0,0651920240520265	0,0626817357768593	1,676	0,0904433524367601	0,0828733974204026	6098	63	63	-0,385	0,101	0,101	NA	4,011	0,0310644491340181	0,0330605505096331	NA	3,457	0,313045756900715	0,313045756900715	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,05344781539078126	0,009262756353488687	0,00854193966747726
KIC8114155	1,063	0,0596405902049938	0,058821764679411	1,538	0,0540832691319598	0,0512640224719052	5761	60	60	0,019	0,1	0,1	NA	4,089	0,0215870331449229	0,022561028345357	NA	2,673	0,237112104909079	0,237112104909079	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,06975504911244378	0,008334739732399525	0,007971936915890595
KIC8150065	1,22	0,0444184646290256	0,0559464029227975	1,408	0,0174928556845359	0,0219317121994613	6265	58	58	-0,033	0,1	0,1	NA	4,227	0,0072111025509279	0,0080622577482985	NA	2,811	0,236825362985485	0,236825362985485	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,10434298506656095	0,005436624850742745	0,006831538137946472
KIC8172589	1,14	0,15	0,17	2,15	0,13	0,14	5600	58	58	-0,2	0,2	0,15	NA	3,827	0,024	0,024	NA	4,954	0,462932411792715	0,462932411792715	NA	PMS	G	NA	NA	NA	NA	NA	C14sdss	A	NA	0,027384250713737512	0,006136595635611121	0,006729998146979678
KIC8174170	1,25	0,13	0,2	2,18	0,12	0,16	5983	64	64	-0,04	0,15	0,15	NA	3,859	0,016	0,016	NA	2,899	0,668392808888767	0,668392808888767	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	NA	0,028803941677879773	0,00562130391785923	0,007839794154474361
KIC8174981	1,227	0,0558032257132148	0,055	1,984	0,0416773319683494	0,0425440947723653	6065	53	53	-0,099	0,1	0,1	NA	3,932	0,0125299640861417	0,0125299640861417	NA	5,635	0,472254111606762	0,472254111606762	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,037508608244573395	0,0029150527294151867	0,002940950178309818
KIC8176564	1,174	0,0452216762183801	0,068154236845555	1,526	0,0240831891575846	0,0316227766016838	6109	51	51	-0,126	0,0721110255092798	0,0721110255092798	NA	4,14	0,0078102496759066	0,010295630140987	NA	2,746	0,232140294724242	0,232140294724242	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,0788707347634539	0,004813929281630689	0,006708654658674122
KIC8179536	1,289	0,0442040722106007	0,0426380112106557	1,366	0,0164012194668567	0,0156204993518133	6418	50	50	0,031	0,1	0,1	NA	4,276	0,0067082039324993	0,0058309518948453	NA	2,624	0,222979865212947	0,222979865212947	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,12072916863772123	0,006004366767533117	0,005753419169582846
KIC8179643	1,148	0,0666033032213869	0,0673572564761956	1,83	0,0631347764706584	0,061400325732035	6280	61	61	-0,402	0,102	0,102	NA	3,971	0,0171172427686237	0,0171172427686237	NA	NA	NA	NA	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,044719816164127256	0,00530606318115273	0,005210246777906661
KIC8179973	1,229	0,0636317530797321	0,061057350089895	3,466	0,0662193325245732	0,0662193325245732	4949	60	60	0,174	0,0721110255092798	0,0721110255092798	NA	3,447	0,0067082039324993	0,0076157731058639	NA	7,016	0,695886219349467	0,695886219349467	NA	PMS	K	NA	NA	NA	NA	NA	serenelli17	A	NA	0,007046567207971466	0,0005442679487641108	0,0005344858026723181
KIC8216936	1,378	0,0856329375882902	0,111503363177978	1,896	0,0896939239859646	0,0845990543682375	6437	50	50	-0,106	0,1	0,1	NA	4,017	0,021095023109729	0,0240831891575846	NA	9,234	0,780591872572674	0,780591872572674	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,0482664779680401	0,0074779162123995045	0,007549628947134731
KIC8219268	1,34	0,17	0,17	6,53	0,35	0,35	4605	97	97	0,29	0,16	0,16	NA	NA	NA	NA	NA	17,6	2,22763288531089	2,22763288531089	NA	PMS	K	NA	NA	NA	NA	NA	huber13	A	NA	0,0011488852274256932	0,0002353122161598288	0,0002353122161598288
KIC8228742	1,39	0,047169905660283	0,12459534501738	1,877	0,0259422435421457	0,0541294744108974	6130	51	51	-0,019	0,1	0,1	NA	4,033	0,0078102496759066	0,0161554944214035	NA	4,252	0,384700415050111	0,384700415050111	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,050180313830322586	0,0026886568616266483	0,006251348350296486
KIC8241455	1,383	0,0608769250208977	0,0616198020120156	2,429	0,0490917508345343	0,0482597140480546	6262	66	66	-0,094	0,099	0,099	NA	3,806	0,0120830459735946	0,0120830459735946	NA	9,402	0,792686091351386	0,792686091351386	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,023038331675846496	0,0017261587333812036	0,0017144374269501468
KIC8249189	1,271	0,0700927956355002	0,0888144132446981	1,64	0,080529497701153	0,0769220384545288	6432	65	65	-0,187	0,1	0,1	NA	4,111	0,0270739727413618	0,0290688837074973	NA	6,48	0,770738566464307	0,770738566464307	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,06879001388471459	0,010820283818236732	0,01080736341618078
KIC8289241	1,214	0,0573846669416143	0,0668505796534331	1,364	0,043081318457076	0,042154477816716	6306	52	52	-0,004	0,1	0,1	NA	4,251	0,0192353840616713	0,0192353840616713	NA	2,682	0,220423644931912	0,220423644931912	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,11420548605224419	0,01209317851773689	0,012315355616506544
KIC8292840	1,148	0,051	0,049	1,345	0,015	0,018	6239	94	94	-0,164	0,0721110255092798	0,0721110255092798	NA	4,24	0,008	0,008	NA	2,636	0,148	0,142	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	NA	0,11263838779602778	0,006264330929190495	0,006600407949849736
KIC8298626	1,206	0,056302753041037	0,0631347764706584	1,378	0,0277308492477241	0,0295465734053883	6211	84	84	0,038	0,099	0,099	NA	4,24	0,0117046999107196	0,0126491106406735	NA	3,33	0,295233576406985	0,295233576406985	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,1100299829816313	0,0083971776203545	0,009125376779261299
KIC8321567	1,073	0,0584123274660409	0,0576281181368956	1,586	0,0340587727318528	0,0340587727318528	5744	58	58	0,032	0,101	0,101	NA	4,067	0,0114017542509914	0,0114017542509914	NA	2,503	0,230610553671934	0,230610553671934	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,06420983644999212	0,005415737780631869	0,005385568232499997
KIC8349582	1,068	0,021	0,019	1,417	0,012	0,009	5699	74	74	0,268	0,0721110255092798	0,0721110255092798	NA	4,163	0,003	0,004	NA	1,891	0,09	0,094	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	NA	0,08961342838263262	0,0028789274251506207	0,002336078401417007
KIC8360349	1,727	0,114725759966975	0,114725759966975	2,656	0,066407830863536	0,0689420046125727	6258	49	49	0,153	0,099	0,099	NA	3,826	0,0111803398874989	0,0122065556157337	NA	9,716	0,765419363611993	0,765419363611993	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,02200490592310217	0,002204816928184254	0,0022523570114268174
KIC8367710	1,455	0,0644437739428721	0,122772146678308	2,041	0,0339705755029261	0,0559464029227975	6352	66	66	0,014	0,1	0,1	NA	3,98	0,0080622577482985	0,0117046999107196	NA	6,585	0,565773538492933	0,565773538492933	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,040855014584609176	0,0027268832253952327	0,004813666869266905
KIC8377423	1,21	0,19	0,14	1,99	0,12	0,11	6059	57	57	0,24	0,15	0,15	NA	3,928	0,032	0,031	NA	6,765	0,601312885270374	0,601312885270374	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,036655363597588204	0,008780718100804639	0,007411853135800037
KIC8379927	1,1194	0,0399	0,0399	1,1197	0,015	0,015	6067	120	120	-0,1	0,15	0,15	NA	4,3879	0,0066	0,0077	NA	1,624	0,104	0,101	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	NA	0,1903669968201158	0,010226241979315237	0,010226241979315237
KIC8391021	1,26	0,1	0,11	1,54	0,05	0,05	6250	51	51	-0,22	0,2	0,15	NA	4,163	0,01	0,011	NA	2,947	0,251913091070874	0,251913091070874	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,08236065148731915	0,010348012574899553	0,010772834017104707
KIC8394589	1,121	0,0574282160614449	0,0566127194188726	1,192	0,0240416305603426	0,0240416305603426	6251	54	54	-0,27	0,139	0,139	NA	4,335	0,0092195444572928	0,0092195444572928	NA	1,847	0,164029888632896	0,164029888632896	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,15801133308512955	0,012527428513322905	0,01245346112293332
KIC8408931	1,493	0,0746525284233562	0,0738782782690555	2,866	0,0532541078227774	0,0532541078227774	6252	120	120	-0,124	0,101	0,101	NA	3,697	0,0125299640861417	0,0116619037896906	NA	11,63	1,02525741165987	1,02525741165987	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,015140584460863901	0,001133782491492394	0,0011285548458361005
KIC8414062	1,3	0,0721248916810278	0,0802807573457052	1,726	0,105304320899002	0,102459748194108	6578	61	61	-0,251	0,1	0,1	NA	4,076	0,0421070065428546	0,0411096095821889	NA	3,12	0,281430926714807	0,281430926714807	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,06035765646377708	0,01154374893552082	0,01137686787657977
KIC8416311	1,565	0,091438503924769	0,150479234447813	2,275	0,0760591874792257	0,0877268487978452	6446	60	60	0,131	0,1	0,1	NA	3,915	0,0152970585407784	0,0152970585407784	NA	8,627	0,726635065752401	0,726635065752401	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	NA	0,03173083710775276	0,0036831544462807065	0,004773155940384455
KIC8420801	1,35	0,1	0,19	1,74	0,06	0,08	6506	73	73	0,07	0,15	0,15	NA	4,08	0,017	0,02	NA	4,674	0,40855015265179	0,40855015265179	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,06117830134431585	0,007783965636480494	0,012055839957740054
KIC8424992	0,929	0,0474236228055175	0,0474236228055175	1,052	0,0192353840616713	0,0192353840616713	5807	57	57	-0,127	0,101	0,101	NA	4,362	0,0076157731058639	0,0076157731058639	NA	1,148	0,0997577347485686	0,0997577347485686	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,190493378906441	0,014274090167176373	0,014274090167176373
KIC8435400	1,5	0,13	0,21	2,34	0,12	0,13	6322	59	59	0,14	0,15	0,1	NA	3,863	0,016	0,016	NA	9,416	0,822782257353369	0,822782257353369	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,027948279481120327	0,004935048135031359	0,006083344633661939
KIC8478994	0,81	0,019	0,011	0,772	0,003	0,006	5417	75	75	-0,248	0,0721110255092798	0,0721110255092798	NA	4,57	0,003	0,002	NA	0,467	0,023	0,025	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	NA	0,42028559834206364	0,011009001522901267	0,011340407211251438
KIC8491374	1,38	0,14	0,19	1,95	0,09	0,1	6520	65	65	0,0	0,15	0,1	NA	3,988	0,023	0,023	NA	5,685	0,476353911087547	0,476353911087547	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	NA	0,04443105678790585	0,007626568973891951	0,00917312936224866
KIC8493735	1,374	0,0671192967781993	0,0654599113962126	2,585	0,0708378429936994	0,0689492567037528	5965	109	109	-0,08	0,1	0,1	NA	3,749	0,01552417469626	0,01552417469626	NA	7,573	0,667866433249052	0,667866433249052	NA	PMS	G	NA	NA	NA	NA	NA	serenelli17	A	NA	0,018989629048704472	0,0018159494319064196	0,001768453862477634
