ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	e1_Fe/H	e2_Fe/H	Ref	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a	eOrbit_a	R/a	detached	well_detached	source	mode	database	rho	erho1	erho2
47_Tuc-V69_A	0,876	0,005	0,005	1,316	0,005	0,005	5945	150	150	-0,71	0,1	0,1	NA	4,143	0,003	0,003	NA	1,941	0,217	0,217	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,09175882191053168	0,001169689175677649	0,001169689175677649
47_Tuc-V69_B	0,859	0,006	0,006	1,163	0,006	0,006	5959	150	150	-0,71	0,1	0,1	NA	4,242	0,003	0,003	NA	1,531	0,171	0,171	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,1303663211928678	0,002213666625713926	0,002213666625713926
AD_Boo_A	1,414	0,009	0,009	1,614	0,014	0,014	6575	120	120	0,1	0,15	0,15	NA	4,173	0,008	0,008	NA	4,375	0,356	0,356	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,08028792038871105	0,002150866160227792	0,002150866160227792
AD_Boo_B	1,209	0,006	0,006	1,218	0,01	0,01	6145	120	120	0,1	0,15	0,15	NA	4,351	0,007	0,007	NA	1,901	0,164	0,164	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,15973343337712526	0,004013388800066067	0,004013388800066067
AG_Ari_A	2,164	0,07	0,07	2,232	0,023	0,023	10300	250	250	NA	NA	NA	NA	4,075	0,023	0,023	NA	50,35	5,497	5,497	NA	MS	B	NA	NA	NA	NA	NA	eker14	EB	NA	0,04646073503859044	0,002078844105238302	0,002078844105238302
AG_Ari_B	2,148	0,07	0,07	2,074	0,022	0,022	9800	230	230	NA	NA	NA	NA	4,137	0,023	0,023	NA	35,645	3,801	3,801	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,05748035101388563	0,0026181545928333307	0,0026181545928333307
AI_Hya_A	1,974	0,04	0,04	2,764	0,02	0,02	7100	60	60	NA	NA	NA	NA	3,85	0,004	0,004	NA	17,418	0,654	0,654	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,022317442418795092	0,0006627300883118665	0,0006627300883118665
AI_Hya_B	2,14	0,04	0,04	3,912	0,03	0,03	6700	60	60	NA	NA	NA	NA	3,58	0,004	0,004	NA	27,669	1,105	1,105	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,008533528154796471	0,0002529522196060604	0,0002529522196060604
AI_Phe_A	1,234	0,004	0,004	2,932	0,048	0,048	5010	120	120	-0,14	0,1	0,1	NA	3,595	0,014	0,014	NA	4,864	0,519	0,519	NA	PMS	K	NA	NA	NA	NA	NA	torres10	EB	NA	0,01168785062413653	0,0005752770226823098	0,0005752770226823098
AI_Phe_B	1,19	0,006	0,006	1,762	0,007	0,007	6310	147	147	-0,14	0,1	0,1	NA	NA	NA	NA	NA	4,365	0,421	0,421	NA	MS	F	NA	NA	NA	NA	NA	malkov07	EB	NA	0,051932668616570185	0,0006720560977481702	0,0006720560977481702
alf_Cen_A	1,105	0,007	0,007	1,224	0,003	0,003	5824	26	26	0,24	0,04	0,04	NA	4,306	0,004	0,004	NA	1,549	0,029	0,029	NA	MS	G	NA	NA	NA	NA	NA	torres10	EB	NA	0,14385647532084012	0,0013961933306809553	0,0013961933306809553
alf_Cen_B	0,934	0,006	0,006	0,863	0,005	0,005	5223	62	62	0,24	0,04	0,04	NA	4,536	0,006	0,006	NA	0,498	0,025	0,025	NA	MS	G	NA	NA	NA	NA	NA	torres10	EB	NA	0,34691723776718636	0,006428505148356816	0,006428505148356816
alf_CrB_A	2,581	0,045	0,045	3,059	0,302	0,302	9700	200	200	NA	NA	NA	NA	3,89	0,0860851675189244	0,0860851675189244	NA	74,302	20,322	20,322	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,021525882448320845	0,006386470097445911	0,006386470097445911
alf_CrB_B	0,922	0,025	0,025	0,906	0,04	0,04	5800	300	300	NA	NA	NA	NA	4,5	0,0401156250680685	0,0401156250680685	NA	0,834	0,243	0,243	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,2959768329123111	0,040015270586243074	0,040015270586243074
AN_Cam_A	1,4	0,14	0,14	2,3	0,23	0,23	5495	393	393	NA	NA	NA	NA	NA	NA	NA	NA	4,305	1,748	1,748	NA	PMS	G	NA	NA	NA	NA	NA	malkov07	EB	NA	0,02746982662061151	0,008686721905105844	0,008686721905105844
AN_Cam_B	1,4	0,14	0,14	1,7	0,17	0,17	6026	431	431	NA	NA	NA	NA	NA	NA	NA	NA	3,404	1,382	1,382	NA	MS	F	NA	NA	NA	NA	NA	malkov07	EB	NA	0,06802877681518017	0,021512588117122488	0,021512588117122488
AR_Aur_A	2,48	0,098	0,098	1,781	0,036	0,036	10940	306	306	NA	NA	NA	NA	NA	NA	NA	NA	40,738	4,971	4,971	NA	MS	B	NA	NA	NA	NA	NA	malkov07	EB	NA	0,10480242049381694	0,007585512715588827	0,007585512715588827
AR_Cas_B	1,869	0,06	0,06	1,604	0,03	0,03	8150	200	200	NA	NA	NA	NA	4,3	0,02	0,02	NA	10,186	1,19	1,19	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,10812038916925194	0,006989367698205203	0,006989367698205203
AS_Cam_B	2,51	0,05	0,05	2,0	0,15	0,15	10023	352	352	NA	NA	NA	NA	NA	NA	NA	NA	36,308	8,361	8,361	NA	MS	B	NA	NA	NA	NA	NA	malkov07	EB	NA	0,07490229509262324	0,016918937826514872	0,016918937826514872
AY_Cam_A	1,947	0,041	0,041	2,784	0,02	0,02	7250	100	100	NA	NA	NA	NA	3,832	0,015	0,015	NA	19,231	1,14	1,14	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,021541187919086907	0,0006490720519461916	0,0006490720519461916
AY_Cam_B	1,707	0,036	0,036	2,034	0,015	0,015	7395	100	100	NA	NA	NA	NA	4,057	0,016	0,016	NA	11,117	0,659	0,659	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,04842750181252323	0,0014802024249828756	0,0014802024249828756
bet_Aur_A	2,369	0,027	0,027	2,762	0,017	0,017	9350	200	200	NA	NA	NA	NA	3,932	0,005	0,005	NA	52,36	4,92	4,92	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,026841416351768607	0,0005824329442113847	0,0005824329442113847
bet_Aur_B	2,295	0,027	0,027	2,568	0,017	0,017	9200	200	200	NA	NA	NA	NA	3,979	0,005	0,005	NA	42,462	4,097	4,097	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,03235258764293225	0,0007467916909443623	0,0007467916909443623
BG_Ind_A	1,428	0,008	0,008	2,29	0,017	0,017	6353	270	270	-0,2	0,1	0,1	NA	3,86505724276038	0,0068917938020421	0,0068917938020421	NA	7,907	1,621	1,621	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,02838789244480446	0,0006519154916152006	0,0006519154916152006
BG_Ind_B	1,293	0,008	0,008	1,68	0,038	0,039	6653	233	233	-0,2	0,1	0,1	NA	4,09097996142867	0,0198295561346882	0,020341925232502	NA	5,117	0,881	0,881	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,0651001621649953	0,0044358358185666615	0,0045516181085409205
BH_Vir_A	1,166	0,008	0,008	1,247	0,024	0,024	6100	100	100	NA	NA	NA	NA	4,313	0,017	0,017	NA	1,932	0,153	0,153	NA	MS	F	NA	NA	NA	NA	NA	torres10	EB	NA	0,1435524406504529	0,008346826948437112	0,008346826948437112
BH_Vir_B	1,05	0,015	0,015	1,118	0,04	0,04	5500	200	200	NA	NA	NA	NA	4,35430569196913	0,0316897899866806	0,0316897899866806	NA	1,028	0,199	0,199	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,17938052019590348	0,01942350801338325	0,01942350801338325
BK_Peg_A	1,43	0,02	0,02	1,97	0,07	0,07	6053	28	28	-0,12	0,07	0,07	NA	NA	NA	NA	NA	4,677	0,335	0,335	NA	MS	F	NA	NA	NA	NA	NA	malkov07	EB	NA	0,04465280541997304	0,004800737750778811	0,004800737750778811
BK_Peg_B	1,28	0,01	0,01	1,57	0,11	0,11	6123	28	28	-0,12	0,07	0,07	NA	NA	NA	NA	NA	3,09	0,458	0,458	NA	MS	F	NA	NA	NA	NA	NA	malkov07	EB	NA	0,07896277513007183	0,016608731829663777	0,016608731829663777
BP_Vul_A	1,737	0,015	0,015	1,853	0,014	0,014	7709	150	150	NA	NA	NA	NA	4,142	0,007	0,007	NA	10,889	0,941	0,941	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,06517558698242498	0,0015808517998813934	0,0015808517998813934
BP_Vul_B	1,408	0,009	0,009	1,489	0,014	0,014	6823	150	150	NA	NA	NA	NA	4,24	0,008	0,008	NA	4,315	0,427	0,427	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,10181926372564548	0,002944821253927379	0,002944821253927379
BS_Dra_A	1,363	0,054	0,054	1,508	0,043	0,043	6699	479	479	NA	NA	NA	NA	NA	NA	NA	NA	4,256	0,089	0,089	NA	MS	F	NA	NA	NA	NA	NA	malkov07	EB	NA	0,09488623660935651	0,008945191116908049	0,008945191116908049
BS_Dra_B	1,361	0,054	0,054	1,434	0,044	0,044	6668	15	15	NA	NA	NA	NA	NA	NA	NA	NA	3,784	0,088	0,088	NA	MS	F	NA	NA	NA	NA	NA	malkov07	EB	NA	0,11018489494044635	0,011044617619379454	0,011044617619379454
BW_Aqr_A	1,479	0,02	0,02	2,057	0,04	0,04	6350	100	100	-0,07	0,11	0,11	NA	3,981	0,019	0,019	NA	6,18	0,488	0,488	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,04056735472664725	0,0024293419243208757	0,0024293419243208757
BW_Aqr_B	1,377	0,02	0,02	1,788	0,04	0,04	6450	100	100	-0,07	0,11	0,11	NA	4,075	0,022	0,022	NA	4,966	0,417	0,417	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,057509923192446785	0,003949076119215184	0,003949076119215184
CD_Tau_A	1,441	0,016	0,016	1,798	0,017	0,017	6200	50	50	0,08	0,15	0,15	NA	4,087	0,01	0,01	NA	4,285	0,171	0,171	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,05918427191914277	0,0018027904291465066	0,0018027904291465066
CD_Tau_B	1,366	0,016	0,016	1,584	0,02	0,02	6200	50	50	0,08	0,15	0,15	NA	4,174	0,012	0,012	NA	3,327	0,141	0,141	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,08205339563704174	0,0032532879602973127	0,0032532879602973127
CF_Tau_A	1,282	0,009	0,009	2,797	0,011	0,011	5200	150	150	NA	NA	NA	NA	3,653	0,005	0,005	NA	5,14	0,667	0,667	NA	PMS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,013986917612935435	0,00019202643844583276	0,00019202643844583276
CF_Tau_B	1,252	0,011	0,011	2,048	0,016	0,016	6000	150	150	NA	NA	NA	NA	3,913	0,008	0,008	NA	4,875	0,545	0,545	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,034795722822493345	0,0008709427056417162	0,0008709427056417162
CG_Cyg_A	0,948	0,012	0,012	0,896	0,013	0,013	5260	185	185	NA	NA	NA	NA	4,512	0,014	0,014	NA	0,552	0,092	0,092	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,31462678975568936	0,014262042467640148	0,014262042467640148
CG_Cyg_B	0,821	0,013	0,013	0,846	0,014	0,014	4720	66	66	NA	NA	NA	NA	4,505	0,016	0,016	NA	0,319	0,022	0,022	NA	PMS	K	NA	NA	NA	NA	NA	eker14	EB	NA	0,3237005659403506	0,016867847783234146	0,016867847783234146
chi02_Hya_B	2,638	0,05	0,05	2,165	0,043	0,043	10990	256	256	NA	NA	NA	NA	NA	NA	NA	NA	61,66	5,949	30,509	NA	MS	B	NA	NA	NA	NA	NA	malkov07	EB	NA	0,06206010125671223	0,0038803859478106716	0,0038803859478106716
CM_Lac_A	1,971	0,06	0,06	1,509	0,03	0,03	9000	300	300	NA	NA	NA	NA	4,37	0,02	0,02	NA	13,428	2,168	2,168	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,1369399912086559	0,009169729801777014	0,009169729801777014
CM_Lac_B	1,503	0,1	0,1	1,549	0,03	0,03	4586	160	160	NA	NA	NA	NA	4,23	0,03	0,03	NA	0,953	0,161	0,161	NA	PMS	K	NA	NA	NA	NA	NA	eker14	EB	NA	0,0965419614149233	0,008527755567969123	0,008527755567969123
CN_Lyn_A	1,038	0,02	0,02	1,799	0,21	0,21	6500	250	250	NA	NA	NA	NA	3,94	0,1	0,1	NA	5,188	2,006	2,006	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,04256133621286281	0,014927291149282691	0,014927291149282691
CN_Lyn_B	1,038	0,02	0,02	1,839	0,24	0,24	6455	260	260	NA	NA	NA	NA	3,93	0,11	0,11	NA	5,272	2,331	2,331	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,0398440573465216	0,015618510211967576	0,015618510211967576
CO_And_A	1,289	0,007	0,007	1,727	0,021	0,021	6140	130	130	0,01	0,15	0,15	NA	4,074	0,011	0,011	NA	3,802	0,367	0,367	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,05974303692164172	0,002203409456563111	0,002203409456563111
CO_And_B	1,264	0,007	0,007	1,694	0,017	0,017	6170	130	130	0,01	0,15	0,15	NA	4,082	0,009	0,009	NA	3,733	0,351	0,351	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,06207521703455536	0,0019002073591008431	0,0019002073591008431
CV_Boo_A	1,045	0,013	0,013	1,269	0,023	0,023	5760	150	150	NA	NA	NA	NA	4,249	0,016	0,016	NA	1,592	0,198	0,198	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,12207952051524029	0,006809409519175832	0,006809409519175832
CV_Boo_B	0,995	0,012	0,012	1,18	0,023	0,023	5670	150	150	NA	NA	NA	NA	4,285	0,017	0,017	NA	1,291	0,164	0,164	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,1445734182685753	0,008631804267012095	0,008631804267012095
CW_CMa_A	2,092	0,015	0,015	1,885	0,038	0,038	10186	480	480	NA	NA	NA	NA	NA	NA	NA	NA	34,356	6,949	6,949	NA	MS	B	NA	NA	NA	NA	NA	malkov07	EB	NA	0,07456568420926497	0,004541125932903697	0,004541125932903697
CW_CMa_B	1,977	0,016	0,016	1,789	0,072	0,072	9772	508	508	NA	NA	NA	NA	NA	NA	NA	NA	26,062	5,271	5,271	NA	MS	A	NA	NA	NA	NA	NA	malkov07	EB	NA	0,08243032996502857	0,009974793504020323	0,009974793504020323
CW_Eri_A	1,583	0,02	0,02	2,093	0,05	0,05	6840	86	86	NA	NA	NA	NA	3,98794245818498	0,0214630721781817	0,0214630721781817	NA	8,61	0,637	0,637	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,04121778224748565	0,002999524593541022	0,002999524593541022
CW_Eri_B	1,327	0,01	0,01	1,569	0,07	0,07	6561	100	100	NA	NA	NA	NA	4,16162503569056	0,0388895332421045	0,0388895332421045	NA	4,093	0,499	0,499	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,08201881357406023	0,010995047546292954	0,010995047546292954
DM_Vir_A	1,454	0,008	0,008	1,764	0,017	0,017	6500	100	100	NA	NA	NA	NA	4,108	0,009	0,009	NA	4,989	0,345	0,345	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,06323828082482005	0,0018611309353191042	0,0018611309353191042
DM_Vir_B	1,448	0,008	0,008	1,764	0,017	0,017	6500	300	300	NA	NA	NA	NA	4,106	0,008	0,008	NA	4,989	0,332	0,332	NA	MS	F	NA	NA	NA	NA	NA	torres10	EB	NA	0,0629773250580051	0,001853719850708748	0,001853719850708748
DV_Psc_A	0,677	0,019	0,02	0,685	0,03	0,03	4450	8	8	NA	NA	NA	NA	4,58920752570029	0,0399453414433454	0,0401457294805825	NA	0,165	0,016	0,016	NA	PMS	K	NA	NA	NA	NA	NA	eker14	EB	NA	0,5028382947337676	0,06755675276035279	0,06771580297667888
EE_Peg_A	2,151	0,024	0,024	2,09	0,025	0,025	8700	200	200	NA	NA	NA	NA	4,131	0,01	0,01	NA	22,491	2,227	2,227	NA	MS	A	NA	NA	NA	NA	NA	torres10	EB	NA	0,0562487586859889	0,002113814062110417	0,002113814062110417
EE_Peg_B	1,332	0,01	0,01	1,321	0,01	0,01	6450	300	300	NA	NA	NA	NA	4,33	0,01	0,01	NA	2,71	0,624	0,624	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,13794538089266944	0,003299490485282401	0,003299490485282401
EF_Aqr_A	1,244	0,008	0,008	1,338	0,012	0,012	6150	65	65	0,0	0,1	0,1	NA	4,28	0,007	0,007	NA	2,301	0,108	0,108	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,12398336828555324	0,003429837436811261	0,003429837436811261
EF_Aqr_B	0,946	0,006	0,006	0,956	0,012	0,012	5185	110	110	0,0	0,1	0,1	NA	4,453	0,011	0,011	NA	0,593	0,057	0,057	NA	MS	K	NA	NA	NA	NA	NA	eker14	EB	NA	0,2584811339611389	0,009870695791727377	0,009870695791727377
EG_Ser_A	2,2	0,05	0,05	1,689	0,01	0,01	9900	200	200	NA	NA	NA	NA	4,3	0,1	0,1	NA	24,604	2,188	2,188	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,1090046746021964	0,0031442080311296985	0,0031442080311296985
EG_Ser_B	1,99	0,03	0,03	1,549	0,01	0,01	9100	200	200	NA	NA	NA	NA	4,36	0,08	0,08	NA	14,757	1,424	1,424	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,12782335543293238	0,003137173185973343	0,003137173185973343
EI_Cep_A	1,772	0,007	0,007	2,898	0,048	0,048	6750	100	100	NA	NA	NA	NA	3,763	0,014	0,014	NA	15,668	1,159	1,159	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,017381208322736607	0,0008663875466562387	0,0008663875466562387
EI_Cep_B	1,68	0,006	0,006	2,33	0,044	0,044	6950	100	100	NA	NA	NA	NA	3,929	0,016	0,016	NA	11,376	0,842	0,842	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,03170683622324049	0,0017998329248051195	0,0017998329248051195
EK_Cep_A	2,024	0,02	0,02	1,579	0,015	0,015	9000	200	200	0,07	0,05	0,05	NA	4,35	0,015	0,015	NA	14,689	1,454	1,454	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,12273700141554365	0,0037021808777612706	0,0037021808777612706
EK_Cep_B	1,122	0,01	0,01	1,315	0,015	0,015	5700	190	190	0,07	0,05	0,05	NA	4,251	0,015	0,015	NA	1,641	0,256	0,256	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,11779503597428394	0,0041654834263625895	0,0041654834263625895
ER_Vul_A	1,093	0,07	0,07	1,161	0,06	0,06	6000	52	52	NA	NA	NA	NA	4,33895572247256	0,0528069620912188	0,0528069620912188	NA	1,567	0,191	0,191	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,1667381173068748	0,027969612289519618	0,027969612289519618
ER_Vul_B	1,055	0,06	0,06	1,181	0,14	0,14	5883	52	52	NA	NA	NA	NA	4,30875266440668	0,105886637734529	0,105886637734529	NA	1,5	0,473	0,473	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,15290234902507008	0,055067714618836895	0,055067714618836895
EW_Ori_A	1,173	0,011	0,011	1,169	0,005	0,005	6070	95	95	0,05	0,09	0,09	NA	4,372	0,005	0,005	NA	1,667	0,111	0,111	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,1752935229521272	0,00278594002369598	0,00278594002369598
EW_Ori_B	1,123	0,009	0,009	1,098	0,005	0,005	5900	95	95	0,05	0,09	0,09	NA	4,408	0,005	0,005	NA	1,312	0,091	0,091	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,20252755820232812	0,0032077233111469095	0,0032077233111469095
EY_Cep_A	1,524	0,008	0,008	1,463	0,01	0,01	7090	150	150	NA	NA	NA	NA	4,29	0,006	0,006	NA	4,853	0,456	0,456	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,11618856269637563	0,0024593686985178633	0,0024593686985178633
EY_Cep_B	1,5	0,014	0,014	1,468	0,01	0,01	6970	150	150	NA	NA	NA	NA	4,28	0,006	0,006	NA	4,571	0,441	0,441	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,1131942804250544	0,0025430698503200663	0,0025430698503200663
FL_Lyr_A	1,218	0,016	0,016	1,282	0,03	0,03	6150	100	100	NA	NA	NA	NA	4,31	0,02	0,02	NA	2,109	0,182	0,182	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,13800493073369632	0,009856486015559118	0,009856486015559118
FL_Lyr_B	0,958	0,012	0,012	0,962	0,028	0,028	5300	100	100	NA	NA	NA	NA	4,453	0,025	0,025	NA	0,656	0,065	0,065	NA	MS	G	NA	NA	NA	NA	NA	torres10	EB	NA	0,2568926528943172	0,022661006704130057	0,022661006704130057
FM_Leo_A	1,318	0,007	0,007	1,649	0,043	0,043	6316	240	240	NA	NA	NA	NA	4,124	0,023	0,023	NA	3,882	0,742	0,742	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,07017215823536821	0,005502150530435502	0,005502150530435502
FM_Leo_B	1,287	0,007	0,007	1,512	0,049	0,049	6190	211	211	NA	NA	NA	NA	4,189	0,028	0,028	NA	3,013	0,535	0,535	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,08888624587851324	0,008655230939384277	0,008655230939384277
FS_Mon_A	1,632	0,012	0,012	2,061	0,012	0,012	6715	100	100	NA	NA	NA	NA	4,026	0,005	0,005	NA	7,762	0,498	0,498	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,04450384862991096	0,000843427809659985	0,000843427809659985
FS_Mon_B	1,462	0,01	0,01	1,637	0,012	0,012	6550	100	100	NA	NA	NA	NA	4,179	0,006	0,006	NA	4,426	0,295	0,295	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,07956328850996697	0,001832390428014551	0,001832390428014551
FT_Ori_A	2,168	0,022	0,022	1,871	0,013	0,013	9600	400	400	NA	NA	NA	NA	4,237	0,006	0,006	NA	26,669	5,32	5,32	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,07902223451168194	0,0018319966317594412	0,0018319966317594412
FT_Ori_B	1,773	0,02	0,02	1,626	0,013	0,013	8600	300	300	NA	NA	NA	NA	4,272	0,007	0,007	NA	12,972	2,129	2,129	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,09845969871937071	0,0026097156064313638	0,0026097156064313638
GG_Lup_B	2,509	0,024	0,024	1,725	0,019	0,019	10990	624	624	NA	NA	NA	NA	NA	NA	NA	NA	38,905	10,073	10,073	NA	MS	B	NA	NA	NA	NA	NA	malkov07	EB	NA	0,11669298622834158	0,00401425818007376	0,00401425818007376
GG_Ori_A	2,342	0,016	0,016	1,852	0,025	0,025	9950	200	200	NA	NA	NA	NA	4,272	0,012	0,012	NA	30,2	2,761	2,761	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,08801877792133828	0,0036148409193824524	0,0036148409193824524
GG_Ori_B	2,337	0,017	0,017	1,83	0,025	0,025	9950	200	200	NA	NA	NA	NA	4,282	0,012	0,012	NA	29,444	2,766	2,766	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,0910367686198305	0,0037893295782492663	0,0037893295782492663
GX_Gem_A	1,488	0,011	0,011	2,334	0,012	0,012	6194	100	100	-0,12	0,1	0,1	NA	3,887	0,004	0,004	NA	7,194	0,497	0,497	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,02793905848452218	0,00047787512361487696	0,00047787512361487696
GX_Gem_B	1,467	0,01	0,01	2,244	0,012	0,012	6166	100	100	-0,12	0,1	0,1	NA	3,904	0,005	0,005	NA	6,531	0,467	0,467	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,030993665870838606	0,0005402483964678855	0,0005402483964678855
GZ_CMa_A	2,201	0,025	0,025	2,49	0,03	0,03	8810	350	350	NA	NA	NA	NA	3,99	0,01	0,01	NA	33,497	6,406	6,406	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,03403559850718124	0,0012895160143928301	0,0012895160143928301
GZ_CMa_B	2,001	0,025	0,025	2,13	0,04	0,04	8531	340	340	NA	NA	NA	NA	4,08	0,015	0,015	NA	21,577	4,245	4,245	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,049433307462047923	0,0028526347827613876	0,0028526347827613876
HP_Aur_A	0,959	0,011	0,011	1,052	0,012	0,012	5790	80	80	NA	NA	NA	NA	4,375	0,009	0,009	NA	1,117	0,072	0,072	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,19664494119620765	0,007097253989110046	0,007097253989110046
HP_Aur_B	0,807	0,01	0,01	0,823	0,009	0,009	5270	90	90	NA	NA	NA	NA	4,514	0,011	0,011	NA	0,469	0,036	0,036	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,3456092995140412	0,012120186084078855	0,012120186084078855
HP_Dra_A	1,056	0,005	0,005	1,34	0,012	0,012	6000	150	150	NA	NA	NA	NA	4,218	0,01	0,01	NA	2,089	0,239	0,239	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,10477578269998396	0,0028582539757766984	0,0028582539757766984
HP_Dra_B	1,024	0,007	0,007	1,028	0,01	0,01	5895	150	150	NA	NA	NA	NA	4,433	0,011	0,011	NA	1,146	0,134	0,134	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,22502563885952898	0,006744655039192358	0,006744655039192358
HS_Aur_A	0,898	0,019	0,019	1,005	0,023	0,023	5350	70	70	-0,01	0,01	0,01	NA	4,39	0,02	0,02	NA	0,743	0,055	0,055	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,21119787399458056	0,015173080763235964	0,015173080763235964
HS_Aur_B	0,877	0,017	0,017	0,874	0,03	0,03	5200	72	72	-0,01	0,01	0,01	NA	4,5	0,03	0,03	NA	0,501	0,048	0,048	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,3136004564685124	0,03286012816831303	0,03286012816831303
HS_Hya_A	1,255	0,008	0,008	1,278	0,007	0,007	6500	50	50	NA	NA	NA	NA	4,326	0,006	0,006	NA	2,618	0,086	0,086	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,1435365670518216	0,0025298393482150123	0,0025298393482150123
HS_Hya_B	1,219	0,007	0,007	1,22	0,007	0,007	6400	50	50	NA	NA	NA	NA	4,354	0,006	0,006	NA	2,244	0,079	0,079	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,16026386208731713	0,00290810077693519	0,00290810077693519
HW_CMa_A	1,779	0,012	0,012	1,668	0,021	0,021	7700	150	150	0,28	0,1	0,1	NA	4,247	0,011	0,011	NA	8,79	0,782	0,782	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,09151645732236795	0,003511247486839595	0,003511247486839595
