Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
2454	KIC5900322	1.6643	0.3043	0.3043	39.9573	3.4025	3.4025	4060.1235	35.74	35.74	2.766487206	0.03613544225	0.02974110474	0.0031	0.058	0.058	1.4284	0.0128	0.0128	0.0000261	0.0000082	0.0000082	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2455	KIC5900525	1.3156	0.0549	0.0549	10.9043	0.2035	0.2035	4780.389	47.3114	47.3114	1.747411808	0.02330739617	0.02330739617	-0.3539	0.058	0.058	2.4825	0.0043	0.0043	0.001015	0.000071	0.000071	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2456	KIC5904332	1.4456	0.0569	0.0569	25.3356	0.4462	0.4462	4104.4556	35.2905	35.2905	2.215108581	0.02143683914	0.02143683914	0.2283	0.058	0.058	1.7704	0.0037	0.0037	0.0000889	0.0000059	0.0000059	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2457	KIC5905600	1.0858	0.23	0.23	12.1542	1.1834	1.1834	4458.663	40.6131	40.6131	1.830139387	0.01656779186	0.01778790056	-0.1719	0.058	0.058	2.3012	0.016	0.016	0.00060	0.00022	0.00022	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2458	KIC5905655	1.4037	0.0545	0.0545	18.7125	0.3271	0.3271	4375.5244	39.765	39.765	2.062957834	0.02178986155	0.02178986155	-0.1423	0.058	0.058	2.0293	0.0038	0.0038	0.000214	0.000014	0.000014	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2459	KIC5905736	1.5405	0.0592	0.0592	7.5819	0.1312	0.1312	4763.2197	47.8117	47.8117	1.396548038	0.02230726071	0.01533624174	0.1673	0.058	0.058	2.8679	0.004	0.004	0.00353	0.00023	0.00023	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2460	KIC5905907	1.0303	0.0389	0.0389	5.3283	0.091	0.091	4935.7446	49.3798	49.3798	1.24723655	0.005161394522	0.005161394522	-0.5265	0.058	0.058	2.9996	0.004	0.004	0.00681	0.00043	0.00043	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2461	KIC5905992	1.8412	0.5635	0.5635	31.7647	4.7293	4.7293	4143.965	36.3858	36.3858	2.325720858	0.0240021041	0.0203094727	0.0482	0.058	0.058	1.6761	0.0136	0.0136	0.000057	0.000031	0.000031	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2462	KIC5906289	1.9077	0.0745	0.0745	25.7848	0.4519	0.4519	4371.2935	39.1186	39.1186	2.340444115	0.02181387809	0.02181387809	-0.0159	0.058	0.058	1.8787	0.0038	0.0038	0.0001113	0.0000073	0.0000073	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2463	KIC5937398	1.0259	0.0395	0.0395	5.437	0.0942	0.0942	4692.6724	49.2601	49.2601	1.110926242	0.02354811288	0.02354811288	-0.0406	0.058	0.058	2.9802	0.0041	0.0041	0.00638	0.00041	0.00041	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2464	KIC5938404	0.9872	0.0413	0.0413	8.0635	0.1506	0.1506	4710.331	51.2405	51.2405	1.528145078	0.01531744023	0.01943641576	-0.4805	0.058	0.058	2.6211	0.0045	0.0045	0.00188	0.00013	0.00013	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2465	KIC5938430	1.1403	0.044	0.044	8.2066	0.1424	0.1424	4582.26	45.8934	45.8934	1.428134794	0.02268702517	0.02268702517	-0.1179	0.058	0.058	2.6685	0.004	0.004	0.00206	0.00013	0.00013	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2466	KIC5939482	1.3657	0.0569	0.0569	9.4407	0.1761	0.1761	4834.308	53.8698	53.8698	1.594282029	0.02796551385	0.01945427051	-0.3706	0.058	0.058	2.6251	0.0046	0.0046	0.00162	0.00011	0.00011	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2467	KIC5939577	0.8637	0.2514	0.2514	31.104	4.3912	4.3912	4119.07	37.5879	37.5879	2.399673721	0.1228482399	0.1228482399	-0.4531	0.058	0.058	1.3608	0.0136	0.0136	0.000029	0.000015	0.000015	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2468	KIC5939766	1.8107	0.0755	0.0755	8.8747	0.1656	0.1656	4809.8735	45.3494	45.3494	1.579783597	0.02285760431	0.02285760431	0.0015	0.058	0.058	2.8013	0.0042	0.0042	0.00259	0.00018	0.00018	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2469	KIC5940060	1.0066	0.0388	0.0388	8.1114	0.1407	0.1407	4634.9614	43.4418	43.4418	1.517459827	0.004089650346	0.003957726141	-0.3152	0.058	0.058	2.6245	0.0039	0.0039	0.00189	0.00012	0.00012	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2470	KIC5940068	1.0999	0.0424	0.0424	6.4671	0.1121	0.1121	4634.8384	42.974	42.974	1.230448921	0.008430422296	0.008174954953	0.0255	0.058	0.058	2.8597	0.0039	0.0039	0.00407	0.00026	0.00026	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2471	KIC5940228	1.5024	0.0629	0.0629	13.9457	0.2607	0.2607	4653.6665	43.5099	43.5099	1.914871818	0.02271856779	0.02271856779	-0.2304	0.058	0.058	2.3232	0.0042	0.0042	0.000554	0.000039	0.000039	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2472	KIC5940587	1.381	0.0529	0.0529	6.6791	0.1154	0.1154	4915.6997	53.2906	53.2906	1.371067862	0.02402480113	0.02402480113	-0.22	0.058	0.058	2.9305	0.0042	0.0042	0.00463	0.00030	0.00030	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2473	KIC5942277	0.7879	0.2363	0.2363	30.3446	4.3865	4.3865	4254.9604	39.9683	39.9683	2.434568904	0.1261370003	0.1261370003	-0.6675	0.058	0.058	1.3425	0.0153	0.0153	0.000028	0.000015	0.000015	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2474	KIC5943448	1.0323	0.0398	0.0398	9.7896	0.1698	0.1698	4614.872	42.5883	42.5883	1.593286067	0.02215788173	0.02215788173	-0.1589	0.058	0.058	2.4707	0.0038	0.0038	0.001100	0.000071	0.000071	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2475	KIC5943695	1.0981	0.2164	0.2164	21.2995	1.927	1.927	4538.935	42.9789	42.9789	2.238046103	0.08033192729	0.08033192729	-0.5108	0.058	0.058	1.802	0.0151	0.0151	0.000114	0.000038	0.000038	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2476	KIC5944521	1.3289	0.0556	0.0556	13.1907	0.2465	0.2465	4687.6865	44.408	44.408	1.979639412	0.02812764513	0.02366727422	-0.3395	0.058	0.058	2.318	0.0042	0.0042	0.000579	0.000041	0.000041	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2477	KIC5949648	1.5256	0.0638	0.0638	11.1678	0.2086	0.2086	4710.338	50.2119	50.2119	1.737987326	0.0300115748	0.03072613611	-0.1658	0.058	0.058	2.5267	0.0045	0.0045	0.001095	0.000077	0.000077	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2478	KIC5950668	1.2901	0.0503	0.0503	19.6407	0.344	0.344	4263.04	37.7605	37.7605	2.09725731	0.01631641938	0.01596926152	0.043	0.058	0.058	1.9479	0.0037	0.0037	0.000170	0.000011	0.000011	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2479	KIC5952695	0.8068	0.193	0.193	28.3188	3.2533	3.2533	3961.4282	34.0918	34.0918	2.250420002	0.1000341222	0.1000341222	0.1456	0.058	0.058	1.413	0.0128	0.0128	0.000036	0.000015	0.000015	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2480	KIC5952890	1.1282	0.0435	0.0435	8.8241	0.153	0.153	4628.1304	48.8801	48.8801	1.507855872	0.02427733129	0.02427733129	-0.1917	0.058	0.058	2.6008	0.0042	0.0042	0.00164	0.00011	0.00011	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2481	KIC5953450	0.955	0.0364	0.0364	4.7181	0.0813	0.0813	5088.5913	58.2445	58.2445	1.128722284	0.02486295547	0.02486295547	-0.6474	0.058	0.058	3.0723	0.0044	0.0044	0.00909	0.00058	0.00058	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2482	KIC5954336	1.0999	0.3083	0.3083	13.7671	1.7927	1.7927	4295.312	37.1117	37.1117	1.763427994	0.1123175384	0.1123175384	0.3037	0.058	0.058	2.1957	0.0198	0.0198	0.00042	0.00020	0.00020	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2483	KIC5954815	1.2397	0.0477	0.0477	5.18	0.0897	0.0897	4757.2793	44.3884	44.3884	1.089905111	0.01200488812	0.01023946339	0.1916	0.058	0.058	3.1045	0.0039	0.0039	0.00892	0.00058	0.00058	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2484	KIC5956977	1.4279	0.0549	0.0549	9.0813	0.1571	0.1571	4790.3276	46.7235	46.7235	1.592176757	0.0222145515	0.0222145515	-0.4143	0.058	0.058	2.6782	0.004	0.004	0.00191	0.00012	0.00012	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2485	KIC5960552	1.0936	0.0421	0.0421	8.5073	0.1474	0.1474	4701.169	47.9534	47.9534	1.502973059	0.03300856301	0.03996491306	-0.3537	0.058	0.058	2.6191	0.0041	0.0041	0.00178	0.00011	0.00011	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2486	KIC5960630	1.024	0.0429	0.0429	10.3996	0.1944	0.1944	4645.3936	47.0308	47.0308	1.692582562	0.02803037249	0.02547414355	-0.2859	0.058	0.058	2.4137	0.0044	0.0044	0.000910	0.000064	0.000064	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2487	KIC5960710	1.7838	0.3811	0.3811	23.1087	2.2968	2.2968	4229.4517	36.8614	36.8614	2.187520721	0.08742291519	0.08742291519	0.1896	0.058	0.058	1.9474	0.015	0.015	0.000145	0.000053	0.000053	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2488	KIC5961703	1.2209	0.2259	0.2259	48.912	4.2874	4.2874	3772.4739	32.2581	32.2581	2.640481437	0.07751709288	0.07751709288	0.1851	0.058	0.058	1.1212	0.0114	0.0114	0.0000104	0.0000034	0.0000034	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2489	KIC5962031	1.0819	0.0416	0.0416	17.3054	0.2981	0.2981	4352.7266	40.0249	40.0249	2.124830149	0.01922233641	0.01759332485	-0.3597	0.058	0.058	1.9825	0.0038	0.0038	0.000209	0.000013	0.000013	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2490	KIC5962323	0.9946	0.0416	0.0416	6.3501	0.1186	0.1186	4703.6025	46.4947	46.4947	1.324693914	0.0176843397	0.01418859813	-0.3668	0.058	0.058	2.8319	0.0043	0.0043	0.00388	0.00027	0.00027	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2491	KIC5962451	1.3648	0.0524	0.0524	7.0851	0.1226	0.1226	4800.6284	45.0455	45.0455	1.380211242	0.0217147241	0.0217147241	-0.0008	0.058	0.058	2.8742	0.0039	0.0039	0.00384	0.00025	0.00025	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2492	KIC5963732	0.8146	0.0328	0.0328	17.6678	0.3225	0.3225	4549.5415	42.6616	42.6616	2.224014811	0.02048314273	0.01996458215	-0.407	0.058	0.058	1.8358	0.0039	0.0039	0.000148	0.000010	0.000010	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2493	KIC5963894	1.2872	0.0539	0.0539	11.9392	0.2233	0.2233	4608.5566	42.3337	42.3337	1.762678564	0.02250230476	0.02250230476	-0.0823	0.058	0.058	2.3927	0.0042	0.0042	0.000756	0.000053	0.000053	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2494	KIC5964042	1.1382	0.0437	0.0437	8.7057	0.1506	0.1506	4815.2793	49.3224	49.3224	1.613736141	0.01056934733	0.01595971447	-0.4401	0.058	0.058	2.6164	0.0041	0.0041	0.00173	0.00011	0.00011	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2495	KIC5966873	1.2932	0.0543	0.0543	17.1028	0.3203	0.3203	4521.593	42.4288	42.4288	2.109578547	0.008098731597	0.007423837297	-0.4534	0.058	0.058	2.0731	0.0042	0.0042	0.000259	0.000018	0.000018	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2496	KIC5967194	1.2558	0.0483	0.0483	5.0616	0.0876	0.0876	4736.702	43.3821	43.3821	1.065206128	0.02205109676	0.02205109676	0.2485	0.058	0.058	3.1301	0.0038	0.0038	0.00968	0.00063	0.00063	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2497	KIC5976532	2.892	0.5069	0.5069	60.3803	4.9276	4.9276	4157.173	37.2432	37.2432	2.88834801	0.04391805054	0.03835809274	-0.1596	0.058	0.058	1.3097	0.0124	0.0124	0.0000131	0.0000040	0.0000040	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2498	KIC5979965	0.9542	0.2818	0.2818	36.8289	5.2353	5.2353	4060.6348	36.5881	36.5881	2.783188691	0.03512991608	0.02897681469	-0.2657	0.058	0.058	1.258	0.0153	0.0153	0.0000191	0.0000099	0.0000099	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2499	KIC5980287	1.2047	0.0481	0.0481	30.3888	0.5453	0.5453	4129.58	39.9811	39.9811	2.668758542	0.0769140742	0.06248104575	-0.15	0.058	0.058	1.527	0.0039	0.0039	0.0000429	0.0000029	0.0000029	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2500	KIC5981444	0.7694	0.2308	0.2308	42.235	6.1061	6.1061	3888.441	34.4478	34.4478	2.568201724	0.1291145757	0.1291145757	-0.1966	0.058	0.058	1.051	0.0153	0.0153	0.0000102	0.0000054	0.0000054	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2501	KIC5983031	1.5313	0.4617	0.4617	19.2785	2.8505	2.8505	4398.1255	38.5956	38.5956	2.226084116	0.03612669487	0.0327720732	0.2453	0.058	0.058	2.0416	0.0114	0.0114	0.00021	0.00011	0.00011	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2502	KIC5983251	1.0955	0.0441	0.0441	28.5827	0.5151	0.5151	3924.157	33.5935	33.5935	2.241795431	0.02165250426	0.02165250426	0.2463	0.058	0.058	1.5394	0.0037	0.0037	0.0000469	0.0000032	0.0000032	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2503	KIC5984141	1.7453	0.378	0.378	13.7676	1.3611	1.3611	4614.1523	42.4518	42.4518	1.864511081	0.02236735241	0.02052812715	-0.0886	0.058	0.058	2.4013	0.017	0.017	0.00067	0.00025	0.00025	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2504	KIC5984619	1.4176	0.2486	0.2486	43.5392	3.5542	3.5542	3886.4424	33.0678	33.0678	2.591064607	0.07238241365	0.07238241365	0.2396	0.058	0.058	1.2842	0.0123	0.0123	0.0000172	0.0000052	0.0000052	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2505	KIC5985218	3.0362	0.4826	0.4826	31.1421	2.2971	2.2971	4400.2993	39.6816	39.6816	2.515873844	0.06620342712	0.06620342712	-0.0838	0.058	0.058	1.9179	0.0115	0.0115	0.000101	0.000027	0.000027	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2506	KIC5987871	1.498	0.6219	0.6219	6.008	1.1606	1.1606	5062.444	50.1471	50.1471	1.330413773	0.1684413177	0.1684413177	-0.2492	0.058	0.058	3.0579	0.0287	0.0287	0.0069	0.0049	0.0049	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2507	KIC5990694	1.2597	0.215	0.215	30.7743	2.478	2.478	4172.898	37.4388	37.4388	2.413299764	0.07210294487	0.07210294487	-0.1946	0.058	0.058	1.5356	0.011	0.011	0.000043	0.000013	0.000013	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2508	KIC6019408	1.0546	0.0438	0.0438	4.9204	0.0916	0.0916	4989.533	64.4498	64.4498	1.103803721	0.009233032292	0.0133366022	-0.2711	0.058	0.058	3.0789	0.005	0.005	0.00885	0.00062	0.00062	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2509	KIC6020718	0.9228	0.037	0.037	16.4228	0.2982	0.2982	4341.979	39.7769	39.7769	1.936513742	0.02261950427	0.02261950427	-0.3369	0.058	0.058	1.958	0.0038	0.0038	0.000208	0.000014	0.000014	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2510	KIC6023638	1.1209	0.0432	0.0432	8.0844	0.1402	0.1402	4631.755	46.3977	46.3977	1.368100852	0.02232876514	0.0169326469	-0.0223	0.058	0.058	2.6741	0.004	0.004	0.00212	0.00014	0.00014	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2511	KIC6025031	1.1029	0.0426	0.0426	8.1067	0.1407	0.1407	4568.216	47.0883	47.0883	1.45909079	0.01901358746	0.01539195176	0.1665	0.058	0.058	2.6646	0.0041	0.0041	0.00207	0.00013	0.00013	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2512	KIC6025641	1.5099	0.0581	0.0581	6.5004	0.1126	0.1126	4722.935	47.1441	47.1441	1.240299582	0.01922983042	0.01648271179	0.3076	0.058	0.058	2.9929	0.004	0.004	0.00550	0.00036	0.00036	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2513	KIC6025983	1.2758	0.0505	0.0505	27.2026	0.4829	0.4829	4326.6255	39.8519	39.8519	2.369215857	0.02227151189	0.02227151189	-0.3971	0.058	0.058	1.6505	0.0039	0.0039	0.0000634	0.0000042	0.0000042	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2514	KIC6026188	1.0357	0.04	0.04	8.2047	0.1423	0.1423	4609.788	42.2831	42.2831	1.437750563	0.022190229	0.022190229	-0.0945	0.058	0.058	2.6269	0.0038	0.0038	0.00188	0.00012	0.00012	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2515	KIC6026983	1.287	0.0496	0.0496	7.2111	0.125	0.125	4672.3813	45.5553	45.5553	1.348304863	0.02337010665	0.02337010665	0.209	0.058	0.058	2.8334	0.004	0.004	0.00343	0.00022	0.00022	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2516	KIC6027057	0.8452	0.3005	0.3005	14.6352	2.4964	2.4964	4435.4395	46.7901	46.7901	2.122870923	0.03763667326	0.03141844029	-0.1453	0.058	0.058	2.0221	0.0192	0.0192	0.00027	0.00017	0.00017	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2517	KIC6032371	0.8964	0.0358	0.0358	15.1821	0.2752	0.2752	4451.598	48.5107	48.5107	1.911157609	0.02451232659	0.02451232659	-0.4521	0.058	0.058	2.0155	0.0042	0.0042	0.000256	0.000017	0.000017	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2518	KIC6033295	1.3131	0.055	0.055	12.1669	0.2276	0.2276	4595.31	45.5554	45.5554	1.774516966	0.02335701415	0.02335701415	-0.1075	0.058	0.058	2.3848	0.0043	0.0043	0.000729	0.000051	0.000051	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2519	KIC6033640	0.8674	0.2408	0.2408	51.5205	6.905	6.905	3913.4285	34.7102	34.7102	2.748188027	0.1163288791	0.1163288791	-0.1978	0.058	0.058	0.9366	0.0139	0.0139	0.0000063	0.0000031	0.0000031	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2520	KIC6033938	1.1106	0.0427	0.0427	4.8053	0.0831	0.0831	4789.2246	44.977	44.977	1.049605613	0.006198672355	0.005811255333	0.0485	0.058	0.058	3.1219	0.0039	0.0039	0.01001	0.00065	0.00065	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2521	KIC6034141	1.5348	0.4675	0.4675	14.8663	2.1379	2.1379	4727.7583	49.0283	49.0283	1.995635195	0.1272175755	0.1272175755	-0.7761	0.058	0.058	2.2755	0.0192	0.0192	0.00047	0.00025	0.00025	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2522	KIC6034166	1.4135	0.0538	0.0538	6.7268	0.1153	0.1153	4643.914	41.5739	41.5739	1.277838333	0.02153147748	0.02153147748	0.2967	0.058	0.058	2.9345	0.0037	0.0037	0.00464	0.00030	0.00030	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2523	KIC6036653	0.6931	0.1183	0.1183	30.8052	2.4805	2.4805	4148.3564	41.5394	41.5394	2.643353962	0.06762712437	0.05795200293	-0.4654	0.058	0.058	1.2742	0.0111	0.0111	0.0000237	0.0000070	0.0000070	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2524	KIC6037102	1.1731	0.0452	0.0452	8.9934	0.1559	0.1559	4658.427	43.1208	43.1208	1.53529412	0.02152479939	0.02152479939	-0.1419	0.058	0.058	2.6013	0.0039	0.0039	0.00161	0.00010	0.00010	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2525	KIC6037363	1.2944	0.0542	0.0542	9.0204	0.1687	0.1687	4621.004	46.9256	46.9256	1.441538039	0.01586966088	0.01147015093	-0.1883	0.058	0.058	2.6414	0.0044	0.0044	0.00176	0.00012	0.00012	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2526	KIC6037794	0.6263	0.0292	0.0292	14.6663	0.3126	0.3126	4434.7896	40.5098	40.5098	2.224791956	0.01811717147	0.0168230878	-0.2138	0.058	0.058	1.8852	0.0041	0.0041	0.000199	0.000016	0.000016	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2527	KIC6037983	1.4191	0.2422	0.2422	34.5656	2.7833	2.7833	4150.677	36.7138	36.7138	2.658393026	0.02880038066	0.02822818767	-0.0281	0.058	0.058	1.4857	0.011	0.011	0.000034	0.000010	0.000010	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2528	KIC6038057	1.3636	0.2562	0.2562	42.2415	3.7308	3.7308	4004.3245	35.3739	35.3739	2.615950052	0.07781547618	0.07781547618	-0.0883	0.058	0.058	1.2936	0.0123	0.0123	0.0000181	0.0000059	0.0000059	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2529	KIC6038302	1.232	0.0475	0.0475	8.2739	0.1435	0.1435	4612.7153	42.6662	42.6662	1.445604203	0.02179255465	0.02179255465	0.1532	0.058	0.058	2.695	0.0039	0.0039	0.00218	0.00014	0.00014	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2530	KIC6038647	1.6009	0.0672	0.0672	11.8346	0.2217	0.2217	4485.9175	39.9095	39.9095	1.639087871	0.01186433502	0.0104685309	0.1084	0.058	0.058	2.497	0.0041	0.0041	0.000966	0.000068	0.000068	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2531	KIC6038732	1.0753	0.265	0.265	45.2917	5.2795	5.2795	3858.9858	33.9162	33.9162	3.163459552	0.05395147648	0.03219204121	-0.0449	0.058	0.058	1.1327	0.0153	0.0153	0.0000116	0.0000050	0.0000050	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2532	KIC6039118	1.0691	0.1825	0.1825	27.9598	2.2517	2.2517	4019.6	35.3195	35.3195	2.502153893	0.04782978876	0.03840048754	0.1211	0.058	0.058	1.548	0.011	0.011	0.000049	0.000014	0.000014	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2533	KIC6041223	1.1899	0.0459	0.0459	8.7356	0.1516	0.1516	4601.266	41.8605	41.8605	1.488550717	0.02115070529	0.02115070529	0.0415	0.058	0.058	2.6327	0.0038	0.0038	0.00178	0.00012	0.00012	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2534	KIC6041575	0.9401	0.0364	0.0364	14.1272	0.2456	0.2456	4475.79	48.5319	48.5319	2.050379756	0.05568869581	0.0570422405	-0.4575	0.058	0.058	2.1017	0.0042	0.0042	0.000333	0.000022	0.000022	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2535	KIC6042429	2.1653	0.0907	0.0907	17.9057	0.335	0.335	4588.367	39.9108	39.9108	2.10720997	0.02205401666	0.02205401666	0.5205	0.058	0.058	2.2632	0.0041	0.0041	0.000377	0.000026	0.000026	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2536	KIC6043187	1.1999	0.0463	0.0463	8.0903	0.1402	0.1402	4654.4033	42.6645	42.6645	1.442479769	0.02194990161	0.02194990161	0.0224	0.058	0.058	2.703	0.0038	0.0038	0.00227	0.00015	0.00015	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2537	KIC6044054	0.9966	0.0378	0.0378	6.8786	0.1177	0.1177	4747.3916	49.6968	49.6968	1.359645793	0.01024547926	0.01347090791	-0.4894	0.058	0.058	2.7633	0.0041	0.0041	0.00306	0.00020	0.00020	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2538	KIC6044646	1.1005	0.0461	0.0461	12.8118	0.2396	0.2396	4639.3535	44.4033	44.4033	1.835690571	0.02345824209	0.02345824209	-0.3965	0.058	0.058	2.2599	0.0042	0.0042	0.000523	0.000037	0.000037	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2539	KIC6044784	0.9933	0.0415	0.0415	10.5952	0.1978	0.1978	4766.382	46.6594	46.6594	1.741781696	0.01999108344	0.03400058285	-0.3337	0.058	0.058	2.3835	0.0043	0.0043	0.000835	0.000058	0.000058	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2540	KIC6045509	1.2139	0.047	0.047	7.9448	0.138	0.138	4504.6846	46.3482	46.3482	1.369215857	0.02412747122	0.02412747122	0.4037	0.058	0.058	2.7238	0.0041	0.0041	0.00242	0.00016	0.00016	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2541	KIC6047264	1.6564	0.3468	0.3468	14.8554	1.4428	1.4428	4561.7637	44.2347	44.2347	1.934498451	0.08584890921	0.08584890921	-0.1899	0.058	0.058	2.3104	0.0151	0.0151	0.00051	0.00018	0.00018	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
2542	KIC6047277	1.2355	0.0522	0.0522	16.9846	0.3194	0.3194	4248.2515	37.3039	37.3039	1.92788341	0.02256075231	0.02256075231	0.1024	0.058	0.058	2.0593	0.0041	0.0041	0.000252	0.000018	0.000018	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
