Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
7100	KIC12153274	1.216	0.0506	0.0506	6.6381	0.1237	0.1237	4926.0703	60.9472	60.9472	1.367728546	0.008939166008	0.007449305007	-0.4082	0.058	0.058	2.8806	0.0049	0.0049	0.00416	0.00029	0.00029	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7101	KIC12153362	0.6728	0.0259	0.0259	11.3476	0.1966	0.1966	4710.0444	52.6273	52.6273	1.875871191	0.02768526176	0.0297081932	-0.374	0.058	0.058	2.1479	0.0043	0.0043	0.000460	0.000030	0.000030	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7102	KIC12154360	1.0237	0.0428	0.0428	8.4654	0.1582	0.1582	4661.9146	48.8803	48.8803	1.508395033	0.02370838363	0.0214183693	-0.3735	0.058	0.058	2.5946	0.0044	0.0044	0.00169	0.00012	0.00012	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7103	KIC12154686	1.0876	0.0453	0.0453	7.4907	0.1397	0.1397	4873.4355	53.8938	53.8938	1.45484486	0.0243814446	0.0243814446	-0.5251	0.058	0.058	2.7272	0.0046	0.0046	0.00259	0.00018	0.00018	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7104	KIC12155459	1.0554	0.044	0.044	4.103	0.0765	0.0765	4871.4834	46.1569	46.1569	0.9314578707	0.02288436966	0.02288436966	-0.0409	0.058	0.058	3.237	0.0042	0.0042	0.0153	0.0011	0.0011	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7105	KIC12156445	1.065	0.0411	0.0411	7.4064	0.1285	0.1285	4609.2803	42.4839	42.4839	1.348304863	0.02142259776	0.02142259776	-0.0863	0.058	0.058	2.7279	0.0038	0.0038	0.00262	0.00017	0.00017	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7106	KIC12156874	1.188	0.0497	0.0497	7.3061	0.1366	0.1366	4670.0645	51.6911	51.6911	1.402948829	0.01305115881	0.01785948047	0.0903	0.058	0.058	2.7872	0.0046	0.0046	0.00305	0.00021	0.00021	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7107	KIC12157223	1.4068	0.0592	0.0592	13.2797	0.2491	0.2491	4412.078	38.5924	38.5924	1.837588438	0.005681177816	0.005302432628	0.2889	0.058	0.058	2.3378	0.0041	0.0041	0.000601	0.000042	0.000042	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7108	KIC12157631	1.0377	0.0436	0.0436	10.8645	0.2036	0.2036	4457.169	47.1391	47.1391	1.554731377	0.02796822563	0.0256678088	0.019	0.058	0.058	2.3809	0.0045	0.0045	0.000809	0.000057	0.000057	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7109	KIC12157980	0.9796	0.2075	0.2075	5.0683	0.4934	0.4934	4825.6953	48.8975	48.8975	1.100370545	0.08616954006	0.08616954006	-0.454	0.058	0.058	3.0211	0.0161	0.0161	0.0075	0.0027	0.0027	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7110	KIC12158574	0.8857	0.2118	0.2118	29.7938	3.4225	3.4225	4098.974	36.2453	36.2453	2.354108439	0.09992616398	0.09992616398	-0.071	0.058	0.058	1.4093	0.0128	0.0128	0.000033	0.000014	0.000014	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7111	KIC12159192	1.5684	0.0655	0.0655	6.4857	0.1212	0.1212	4718.3926	51.1906	51.1906	1.274157849	0.02541084735	0.02541084735	0.3995	0.058	0.058	3.0113	0.0045	0.0045	0.00575	0.00040	0.00040	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7112	KIC12159679	1.5754	0.0615	0.0615	25.4391	0.4459	0.4459	4356.924	48.0554	48.0554	2.371990911	0.06048772402	0.03448537924	-0.2074	0.058	0.058	1.8049	0.0043	0.0043	0.0000957	0.0000063	0.0000063	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7113	KIC12159715	1.0309	0.0431	0.0431	7.5256	0.1407	0.1407	4640.5723	48.4183	48.4183	1.391464412	0.01075597377	0.009345354259	-0.189	0.058	0.058	2.6999	0.0044	0.0044	0.00242	0.00017	0.00017	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7114	KIC12159919	1.4416	0.0599	0.0599	5.2337	0.0975	0.0975	4989.361	53.2064	53.2064	1.135132651	0.006045124657	0.006363289112	-0.0613	0.058	0.058	3.161	0.0045	0.0045	0.01006	0.00070	0.00070	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7115	KIC12165692	1.1889	0.0496	0.0496	6.3429	0.1184	0.1184	4794.0024	51.9088	51.9088	1.285782274	0.01731780171	0.01124532579	-0.1021	0.058	0.058	2.9104	0.0045	0.0045	0.00466	0.00033	0.00033	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7116	KIC12166162	1.5126	0.0579	0.0579	6.6702	0.1152	0.1152	4951.73	57.1484	57.1484	1.382017043	0.02522872509	0.02522872509	-0.1748	0.058	0.058	2.9712	0.0044	0.0044	0.00510	0.00033	0.00033	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7117	KIC12166441	1.1842	0.0457	0.0457	9.2962	0.1612	0.1612	4649.4453	50.0589	50.0589	1.561101384	0.02386233417	0.02386233417	-0.1671	0.058	0.058	2.5765	0.0042	0.0042	0.001474	0.000095	0.000095	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7118	KIC12166946	1.1278	0.2409	0.2409	18.0338	1.7922	1.7922	4426.035	40.1528	40.1528	2.049218023	0.08918547396	0.08918547396	-0.0926	0.058	0.058	1.9639	0.0151	0.0151	0.000192	0.000071	0.000071	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7119	KIC12167366	1.0683	0.0449	0.0449	11.7109	0.2196	0.2196	4421.9785	46.2839	46.2839	1.719165494	0.01782613853	0.02578571666	-0.1126	0.058	0.058	2.3272	0.0044	0.0044	0.000665	0.000047	0.000047	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7120	KIC12167910	1.4519	0.0564	0.0564	16.9476	0.295	0.295	4402.5205	42.82	42.82	1.987666265	0.02278705615	0.02278705615	0.064	0.058	0.058	2.1336	0.004	0.004	0.000298	0.000019	0.000019	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7121	KIC12168263	1.4124	0.059	0.059	9.5365	0.1781	0.1781	4760.783	51.5639	51.5639	1.567496891	0.02997972195	0.02127972421	-0.1175	0.058	0.058	2.631	0.0045	0.0045	0.00163	0.00011	0.00011	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7122	KIC12168406	1.146	0.0445	0.0445	9.4867	0.165	0.165	4435.509	38.7261	38.7261	1.496929648	0.02074655168	0.02074655168	0.3314	0.058	0.058	2.5445	0.0037	0.0037	0.001342	0.000087	0.000087	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7123	KIC12169845	1.8242	0.0704	0.0704	14.2079	0.2465	0.2465	4608.608	41.8785	41.8785	1.913813852	0.0217147241	0.0217147241	0.0376	0.058	0.058	2.393	0.0038	0.0038	0.000636	0.000041	0.000041	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7124	KIC12169924	1.6553	0.0638	0.0638	11.2986	0.1959	0.1959	4650.5664	45.7567	45.7567	1.845841907	0.03208279259	0.02050078059	-0.1585	0.058	0.058	2.5523	0.004	0.004	0.001148	0.000074	0.000074	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7125	KIC12170173	1.3334	0.0511	0.0511	6.3299	0.1094	0.1094	4861.4575	54.3533	54.3533	1.263636069	0.01230698259	0.01775045566	-0.042	0.058	0.058	2.962	0.0043	0.0043	0.00526	0.00034	0.00034	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7126	KIC12201962	1.1461	0.0478	0.0478	8.4761	0.1582	0.1582	4818.52	54.3126	54.3126	1.542825427	0.02488793593	0.02488793593	-0.3342	0.058	0.058	2.6426	0.0046	0.0046	0.00188	0.00013	0.00013	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7127	KIC12203243	1.204	0.0502	0.0502	4.5277	0.0845	0.0845	4808.134	51.5699	51.5699	0.9722028384	0.005556006165	0.005556006165	0.0762	0.058	0.058	3.2087	0.0045	0.0045	0.01297	0.00091	0.00091	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7128	KIC12204642	2.2426	0.5364	0.5364	42.7651	4.9125	4.9125	4121.3955	36.7686	36.7686	2.681241237	0.09952581877	0.09952581877	-0.1585	0.058	0.058	1.4997	0.0128	0.0128	0.000029	0.000012	0.000012	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7129	KIC12205702	1.0286	0.0398	0.0398	10.0233	0.174	0.174	4555.89	46.9347	46.9347	1.664547962	0.01918079115	0.02096723738	-0.2595	0.058	0.058	2.4483	0.0041	0.0041	0.001021	0.000066	0.000066	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7130	KIC12206050	1.0945	0.0421	0.0421	9.3707	0.1622	0.1622	4769.9697	51.4418	51.4418	1.617943435	0.02376111048	0.02847146278	-0.4015	0.058	0.058	2.5349	0.0042	0.0042	0.001330	0.000086	0.000086	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7131	KIC12206268	1.1602	0.3252	0.3252	13.9542	1.817	1.817	4472.527	40.5415	40.5415	1.889189612	0.01193917458	0.01345259108	-0.0704	0.058	0.058	2.2073	0.0198	0.0198	0.00043	0.00021	0.00021	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7132	KIC12206812	1.1881	0.0496	0.0496	5.3506	0.0999	0.0999	4724.4663	46.5745	46.5745	1.108903128	0.02365806516	0.02365806516	0.2225	0.058	0.058	3.0578	0.0043	0.0043	0.00776	0.00054	0.00054	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7133	KIC12207049	2.0602	0.0841	0.0841	6.835	0.1253	0.1253	4970.2837	47.496	47.496	1.374565061	0.02163222831	0.0205322845	0.0352	0.058	0.058	3.0842	0.0041	0.0041	0.00645	0.00044	0.00044	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7134	KIC12207440	0.6934	0.1944	0.1944	20.0346	2.609	2.609	4103.185	36.2334	36.2334	2.012837225	0.1138441846	0.1138441846	0.113	0.058	0.058	1.6518	0.0198	0.0198	0.000086	0.000041	0.000041	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7135	KIC12207740	0.9959	0.0382	0.0382	9.2725	0.1602	0.1602	4893.082	58.057	58.057	1.592953572	0.01640939069	0.01108742614	-1.1964	0.058	0.058	2.5026	0.0045	0.0045	0.001249	0.000081	0.000081	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7136	KIC12207840	0.9745	0.0406	0.0406	6.5009	0.1212	0.1212	4863.7744	49.3389	49.3389	1.328379603	0.02446729476	0.02446729476	-0.5807	0.058	0.058	2.8026	0.0044	0.0044	0.00355	0.00025	0.00025	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7137	KIC12208273	1.0353	0.0433	0.0433	12.3839	0.2315	0.2315	4657.4424	44.5428	44.5428	1.767007364	0.01173367444	0.01217925702	-0.5143	0.058	0.058	2.2629	0.0042	0.0042	0.000545	0.000038	0.000038	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7138	KIC12208809	1.8841	0.0852	0.0852	12.0145	0.2397	0.2397	4804.9146	45.9855	45.9855	1.805364907	0.01094574383	0.01142164574	-0.2399	0.058	0.058	2.5551	0.0047	0.0047	0.001086	0.000081	0.000081	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7139	KIC12214454	2.3116	0.553	0.553	55.9035	6.4223	6.4223	3928.9805	34.4327	34.4327	2.468495025	0.05375151017	0.02318403049	-0.042	0.058	0.058	1.2795	0.0128	0.0128	0.0000132	0.0000056	0.0000056	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7140	KIC12215568	1.0876	0.0419	0.0419	7.2911	0.1263	0.1263	4721.0063	52.8025	52.8025	1.376576957	0.0237219675	0.0237219675	-0.3328	0.058	0.058	2.7507	0.0043	0.0043	0.00281	0.00018	0.00018	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7141	KIC12215647	1.4945	0.0576	0.0576	10.17	0.1763	0.1763	4650.363	42.2899	42.2899	1.639486489	0.02191394175	0.02191394175	0.0976	0.058	0.058	2.5996	0.0038	0.0038	0.001421	0.000092	0.000092	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7142	KIC12215872	1.6718	0.3278	0.3278	19.6094	1.7692	1.7692	4478.4907	40.2832	40.2832	2.1430148	0.08123493906	0.08123493906	0.0201	0.058	0.058	2.0657	0.0148	0.0148	0.000222	0.000074	0.000074	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7143	KIC12215898	1.0043	0.0387	0.0387	9.506	0.1649	0.1649	4624.118	47.1682	47.1682	1.57054294	0.02334916569	0.02334916569	-0.4828	0.058	0.058	2.4845	0.0041	0.0041	0.001169	0.000076	0.000076	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7144	KIC12216750	1.1044	0.0425	0.0425	6.282	0.1088	0.1088	4720.0195	44.1626	44.1626	1.24674471	0.02214532769	0.02214532769	-0.0199	0.058	0.058	2.8867	0.0039	0.0039	0.00445	0.00029	0.00029	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7145	KIC12217017	1.3458	0.0515	0.0515	6.1511	0.1062	0.1062	4942.224	53.3383	53.3383	1.273464273	0.01295710761	0.009023699944	-0.2024	0.058	0.058	2.9909	0.0042	0.0042	0.00578	0.00037	0.00037	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7146	KIC12217355	1.0126	0.0426	0.0426	9.8322	0.1843	0.1843	4451.6787	45.7998	45.7998	1.533136288	0.01208847811	0.02061403635	0.066	0.058	0.058	2.4585	0.0044	0.0044	0.001065	0.000075	0.000075	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7147	KIC12218181	1.0686	0.0449	0.0449	10.0698	0.1887	0.1887	4481.463	44.7575	44.7575	1.686189234	0.03944878816	0.01467029764	0.0579	0.058	0.058	2.4612	0.0043	0.0043	0.001047	0.000073	0.000073	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7148	KIC12218433	1.0096	0.3075	0.3075	18.7667	2.6991	2.6991	4401.19	39.4209	39.4209	2.245265839	0.01827048986	0.01752979432	-0.0131	0.058	0.058	1.8783	0.0191	0.0191	0.000153	0.000081	0.000081	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7149	KIC12218869	1.1839	0.0457	0.0457	8.2573	0.1432	0.1432	4609.6274	49.9904	49.9904	1.449940989	0.0181855035	0.01726081688	0.0693	0.058	0.058	2.6794	0.0042	0.0042	0.00210	0.00014	0.00014	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7150	KIC12219032	1.0484	0.0404	0.0404	11.7062	0.2029	0.2029	4671.61	49.0898	49.0898	1.838093138	0.01853695959	0.02200475816	-0.5476	0.058	0.058	2.3188	0.0041	0.0041	0.000654	0.000042	0.000042	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7151	KIC12219204	1.4455	0.3225	0.3225	4.7401	0.4906	0.4906	5116.3916	57.0723	57.0723	1.394451681	0.0528858603	0.03554910477	-0.1746	0.058	0.058	3.2482	0.0161	0.0161	0.0136	0.0052	0.0052	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7152	KIC12219282	1.2333	0.295	0.295	35.7652	4.1087	4.1087	3959.418	34.2796	34.2796	2.451786436	0.1012842255	0.1012842255	0.107	0.058	0.058	1.3944	0.0128	0.0128	0.000027	0.000011	0.000011	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7153	KIC12219439	1.4846	0.062	0.062	9.387	0.1753	0.1753	4741.3994	43.9683	43.9683	1.58410497	0.01120248924	0.0113156457	0.0592	0.058	0.058	2.6663	0.0042	0.0042	0.00179	0.00013	0.00013	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7154	KIC12251438	1.0096	0.041	0.041	6.8102	0.1246	0.1246	5163.117	82.6356	82.6356	1.555819683	0.0235504516	0.02475816707	-1.2413	0.058	0.058	2.7776	0.0057	0.0057	0.00320	0.00022	0.00022	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7155	KIC12252278	1.236	0.211	0.211	40.3275	3.2476	3.2476	4058.9434	36.8208	36.8208	2.599883072	0.07201868293	0.07201868293	-0.4292	0.058	0.058	1.2912	0.011	0.011	0.0000188	0.0000056	0.0000056	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7156	KIC12252410	1.216	0.0469	0.0469	9.0921	0.1577	0.1577	4615.8936	41.8021	41.8021	1.5289167	0.02184321359	0.02184321359	0.0658	0.058	0.058	2.6074	0.0038	0.0038	0.00162	0.00010	0.00010	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7157	KIC12253210	1.1485	0.0444	0.0444	8.2799	0.1438	0.1438	4526.0747	40.0796	40.0796	1.413299764	0.02179856473	0.02179856473	0.192	0.058	0.058	2.6639	0.0038	0.0038	0.00202	0.00013	0.00013	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7158	KIC12253294	1.4339	0.0553	0.0553	10.8076	0.1874	0.1874	4629.538	42.5422	42.5422	1.683947131	0.02157985003	0.02157985003	-0.035	0.058	0.058	2.5283	0.0038	0.0038	0.001136	0.000074	0.000074	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7159	KIC12253381	1.0107	0.042	0.042	12.2911	0.229	0.229	4966.9976	64.8548	64.8548	1.918030337	0.02779904292	0.02779904292	-1.5961	0.058	0.058	2.2585	0.005	0.005	0.000544	0.000038	0.000038	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7160	KIC12254159	2.128	0.0885	0.0885	9.4931	0.1769	0.1769	4925.9946	48.1597	48.1597	1.679427897	0.0236227124	0.0236227124	-0.2479	0.058	0.058	2.813	0.0043	0.0043	0.00249	0.00017	0.00017	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7161	KIC12254670	1.2482	0.0481	0.0481	11.9117	0.2064	0.2064	4683.8345	45.0192	45.0192	1.788875116	0.02259743646	0.02259743646	-0.2053	0.058	0.058	2.381	0.0039	0.0039	0.000739	0.000048	0.000048	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7162	KIC12254817	1.4977	0.0576	0.0576	11.6793	0.2022	0.2022	4761.924	45.7071	45.7071	1.79504537	0.01503809043	0.01462036569	-0.3045	0.058	0.058	2.4791	0.0039	0.0039	0.000940	0.000061	0.000061	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7163	KIC12256516	1.2272	0.0513	0.0513	7.5714	0.1414	0.1414	4732.3643	45.8578	45.8578	1.413299764	0.0234753774	0.0234753774	-0.0654	0.058	0.058	2.7703	0.0043	0.0043	0.00283	0.00020	0.00020	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7164	KIC12256693	1.6621	0.3259	0.3259	20.2374	1.8259	1.8259	4394.0654	39.2826	39.2826	2.139879086	0.07867653658	0.07867653658	0.0426	0.058	0.058	2.0348	0.0148	0.0148	0.000201	0.000067	0.000067	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7165	KIC12257306	1.329	0.0554	0.0554	6.1162	0.1141	0.1141	4864.697	51.1753	51.1753	1.230704314	0.01072332054	0.009446734762	-0.0338	0.058	0.058	2.9904	0.0044	0.0044	0.00581	0.00041	0.00041	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7166	KIC12257460	1.6299	0.0634	0.0634	20.906	0.3655	0.3655	4356.515	38.9282	38.9282	2.246498581	0.0260970607	0.02191168304	-0.0273	0.058	0.058	1.9968	0.0037	0.0037	0.000178	0.000012	0.000012	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7167	KIC12258572	1.2506	0.0486	0.0486	18.2942	0.3199	0.3199	4359.2295	44.3987	44.3987	2.133219457	0.04857451159	0.03227648467	-0.2559	0.058	0.058	1.9977	0.004	0.004	0.000204	0.000013	0.000013	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7168	KIC12264089	1.1351	0.0437	0.0437	9.7035	0.1681	0.1681	4685.9785	43.8917	43.8917	1.58500928	0.01321176661	0.01219547687	-0.1904	0.058	0.058	2.5203	0.0039	0.0039	0.001242	0.000080	0.000080	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7169	KIC12264780	1.0609	0.0443	0.0443	5.1226	0.0956	0.0956	4783.0283	55.5938	55.5938	1.0923697	0.0259804298	0.0259804298	-0.0153	0.058	0.058	3.0465	0.0047	0.0047	0.00789	0.00055	0.00055	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7170	KIC12265709	1.1285	0.0471	0.0471	10.6847	0.1994	0.1994	4796.15	54.0562	54.0562	1.842734019	0.02788417601	0.02170848602	-0.437	0.058	0.058	2.4326	0.0046	0.0046	0.000925	0.000065	0.000065	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7171	KIC12266056	1.1712	0.0451	0.0451	9.7411	0.1688	0.1688	4672.253	50.2615	50.2615	1.55448916	0.009327942847	0.009085658617	-0.1487	0.058	0.058	2.5307	0.0042	0.0042	0.001267	0.000082	0.000082	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7172	KIC12266492	1.3306	0.2609	0.2609	16.4807	1.4869	1.4869	4506.8726	47.3939	47.3939	2.004321374	0.08169896194	0.08169896194	-0.3008	0.058	0.058	2.1193	0.0149	0.0149	0.000297	0.000099	0.000099	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7173	KIC12267816	1.3043	0.0499	0.0499	7.1687	0.1238	0.1238	4929.6787	52.258	52.258	1.375480715	0.01408621529	0.009146893048	-0.2784	0.058	0.058	2.8443	0.0042	0.0042	0.00354	0.00023	0.00023	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7174	KIC12268191	1.3058	0.0548	0.0548	12.4284	0.2328	0.2328	4521.3447	40.6414	40.6414	1.764922985	0.0223863135	0.0223863135	0.0831	0.058	0.058	2.3635	0.0041	0.0041	0.000680	0.000048	0.000048	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7175	KIC12268739	1.6412	0.3219	0.3219	18.2292	1.6448	1.6448	4315.0073	38.1389	38.1389	2.017033339	0.07934226112	0.07934226112	0.0919	0.058	0.058	2.1233	0.0148	0.0148	0.000271	0.000091	0.000091	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7176	KIC12268754	0.9191	0.2571	0.2571	12.8407	1.7271	1.7271	4425.4854	40.7925	40.7925	1.9048237	0.01562638263	0.01486939523	-0.3204	0.058	0.058	2.1775	0.0148	0.0148	0.00043	0.00021	0.00021	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7177	KIC12300740	1.3633	0.0524	0.0524	12.0052	0.2077	0.2077	4806.778	49.0037	49.0037	1.840733235	0.02318743987	0.02318743987	-0.6952	0.058	0.058	2.4131	0.0041	0.0041	0.000788	0.000051	0.000051	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7178	KIC12300975	0.9247	0.2212	0.2212	35.8473	4.1181	4.1181	3967.0437	35.4191	35.4191	2.457881897	0.1013858198	0.1013858198	-0.2866	0.058	0.058	1.2677	0.0128	0.0128	0.0000201	0.0000084	0.0000084	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7179	KIC12301444	2.3379	0.4324	0.4324	53.8229	4.7165	4.7165	4091.614	37.6964	37.6964	2.86332286	0.07734011322	0.07734011322	-0.5935	0.058	0.058	1.3171	0.0115	0.0115	0.0000150	0.0000048	0.0000048	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7180	KIC12301602	0.8213	0.0357	0.0357	19.6231	0.3915	0.3915	4396.376	46.7544	46.7544	2.112605002	0.02546788628	0.02546788628	-0.3853	0.058	0.058	1.7455	0.0042	0.0042	0.0001087	0.0000080	0.0000080	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7181	KIC12302890	1.1162	0.1905	0.1905	35.7639	2.8798	2.8798	4177.654	39.1696	39.1696	2.545307116	0.07176376054	0.07176376054	-0.6868	0.058	0.058	1.351	0.011	0.011	0.0000244	0.0000072	0.0000072	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7182	KIC12303050	0.9883	0.0412	0.0412	6.0997	0.1138	0.1138	4809.0557	51.8889	51.8889	1.252853031	0.02426226156	0.02426226156	-0.5047	0.058	0.058	2.8641	0.0045	0.0045	0.00435	0.00030	0.00030	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7183	KIC12304634	1.1781	0.0493	0.0493	7.4376	0.139	0.139	4666.4966	48.1124	48.1124	1.372912003	0.02392300112	0.02392300112	0.0287	0.058	0.058	2.7681	0.0044	0.0044	0.00286	0.00020	0.00020	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7184	KIC12305778	1.0946	0.0422	0.0422	10.0139	0.1736	0.1736	4651.1445	48.255	48.255	1.655426588	0.0323584436	0.01910780497	-0.4633	0.058	0.058	2.4766	0.0041	0.0041	0.001090	0.000071	0.000071	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7185	KIC12306695	1.2642	0.053	0.053	11.3845	0.2131	0.2131	4572.266	41.2476	41.2476	1.752662943	0.008673608423	0.008980638809	0.0537	0.058	0.058	2.4269	0.0041	0.0041	0.000857	0.000060	0.000060	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7186	KIC12306763	1.3409	0.0525	0.0525	23.3097	0.4093	0.4093	4262.154	38.3319	38.3319	2.247973266	0.02159204204	0.01864767267	-0.1524	0.058	0.058	1.8112	0.0038	0.0038	0.0001059	0.0000069	0.0000069	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7187	KIC12314910	1.3177	0.0504	0.0504	13.8067	0.2372	0.2372	4517.597	41.7614	41.7614	1.854306042	0.02186657531	0.02186657531	-0.2458	0.058	0.058	2.2737	0.0038	0.0038	0.000501	0.000032	0.000032	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
7188	KIC12314927	1.4372	0.0549	0.0549	18.317	0.3145	0.3145	4542.238	41.7649	41.7649	2.109578547	0.02193406474	0.02193406474	-0.245	0.058	0.058	2.0588	0.0038	0.0038	0.000234	0.000015	0.000015	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
