Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
1537	KIC4753829	0.6182	0.1479	0.1479	36.6561	4.2114	4.2114	3828.01	33.3097	33.3097	260	60	60	0.0157	0.058	0.058	1.0778	0.0128	0.0128	0.0000126	0.0000053	0.0000053	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1538	KIC4754348	1.1712	0.0452	0.0452	8.9242	0.1548	0.1548	4630.306	43.0189	43.0189	33.0	1.7	1.7	-0.1398	0.058	0.058	2.6073	0.0039	0.0039	0.00165	0.00011	0.00011	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1539	KIC4755372	1.2271	0.0471	0.0471	5.3535	0.0926	0.0926	4823.779	54.1812	54.1812	14.38	0.5	0.42	-0.1826	0.058	0.058	3.0714	0.0043	0.0043	0.00800	0.00052	0.00052	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1540	KIC4755560	1.2034	0.0464	0.0464	9.1502	0.1587	0.1587	4634.732	42.2724	42.2724	31.87	1.54	1.36	0.0076	0.058	0.058	2.5973	0.0038	0.0038	0.00157	0.00010	0.00010	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1541	KIC4756219	1.0621	0.041	0.041	8.4358	0.1463	0.1463	4608.1772	42.1651	42.1651	28.9	1.5	1.5	-0.1	0.058	0.058	2.6137	0.0038	0.0038	0.00177	0.00011	0.00011	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1542	KIC4756746	1.4656	0.0556	0.0556	5.7441	0.0983	0.0983	4769.978	43.3372	43.3372	15.39	0.77	0.77	0.2715	0.058	0.058	3.0874	0.0038	0.0038	0.00773	0.00049	0.00049	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1543	KIC4756934	1.1766	0.0458	0.0458	20.7569	0.3634	0.3634	4437.406	40.863	40.863	157.8	9.9	9.4	-0.3733	0.058	0.058	1.8564	0.0038	0.0038	0.0001316	0.0000086	0.0000086	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1544	KIC4757071	1.7676	0.0681	0.0681	9.8788	0.1712	0.1712	4660.799	50.2128	50.2128	40.25	1.86	2.07	0.1413	0.058	0.058	2.6978	0.0042	0.0042	0.00183	0.00012	0.00012	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1545	KIC4757543	0.8944	0.246	0.246	28.6656	3.8244	3.8244	3979.2297	34.6034	34.6034	362.7	22.2	21.6	0.1151	0.058	0.058	1.4474	0.0128	0.0128	0.000038	0.000018	0.000018	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1546	KIC4757638	1.1114	0.0429	0.0429	8.3592	0.145	0.145	4591.773	41.7146	41.7146	28.0	1.4	1.4	-0.0101	0.058	0.058	2.6414	0.0038	0.0038	0.00190	0.00012	0.00012	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1547	KIC4758200	1.4386	0.0601	0.0601	11.3331	0.2116	0.2116	4744.789	44.5434	44.5434	46.53	1.48	1.62	-0.2157	0.058	0.058	2.4879	0.0042	0.0042	0.000988	0.000069	0.000069	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1548	KIC4758222	1.3229	0.051	0.051	13.4253	0.2328	0.2328	4630.311	42.8654	42.8654	74.6	3.8	3.8	-0.1809	0.058	0.058	2.3004	0.0039	0.0039	0.000547	0.000035	0.000035	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1549	KIC4762423	1.2939	0.0499	0.0499	8.8362	0.1532	0.1532	4653.009	46.6686	46.6686	32.56	1.52	1.43	0.0381	0.058	0.058	2.6592	0.004	0.004	0.00188	0.00012	0.00012	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1550	KIC4762600	1.662	0.348	0.348	16.6124	1.6134	1.6134	4559.9907	51.6075	51.6075	108	21	21	-0.2305	0.058	0.058	2.2119	0.0152	0.0152	0.00036	0.00013	0.00013	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1551	KIC4763296	2.0832	0.08	0.08	7.9255	0.1371	0.1371	4782.314	45.2713	45.2713	25.91	0.91	0.92	0.2853	0.058	0.058	2.9605	0.0039	0.0039	0.00418	0.00027	0.00027	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1552	KIC4763631	1.2008	0.0462	0.0462	5.3401	0.0925	0.0925	4719.6504	52.7407	52.7407	11.66	0.39	0.26	0.1565	0.058	0.058	3.0642	0.0043	0.0043	0.00789	0.00051	0.00051	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1553	KIC4764230	1.3203	0.3843	0.3843	53.0159	7.4847	7.4847	4067.665	42.3473	42.3473	690	200	200	-0.4447	0.058	0.058	1.087	0.0137	0.0137	0.0000089	0.0000046	0.0000046	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1554	KIC4764405	1.3147	0.0525	0.0525	34.6843	0.6223	0.6223	4137.921	40.9431	40.9431	383.0	53.8	47.9	-0.0966	0.058	0.058	1.4491	0.004	0.004	0.0000315	0.0000021	0.0000021	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1555	KIC4764559	1.3624	0.0571	0.0571	8.8923	0.1665	0.1665	4551.2065	40.0653	40.0653	30.6	1.6	1.6	0.2954	0.058	0.058	2.6761	0.0041	0.0041	0.00194	0.00014	0.00014	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1556	KIC4769799	1.0857	0.2233	0.2233	4.3583	0.409	0.409	4827.972	46.3363	46.3363	12.54	0.47	0.45	-0.3034	0.058	0.058	3.1969	0.0162	0.0162	0.0131	0.0046	0.0046	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1557	KIC4771402	1.3916	0.3841	0.3841	33.1481	4.4302	4.4302	4380.4805	45.1297	45.1297	365	99	99	-0.4685	0.058	0.058	1.5138	0.0134	0.0134	0.000038	0.000019	0.000019	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1558	KIC4771707	1.288	0.0561	0.0561	27.2446	0.5443	0.5443	4295.006	38.6453	38.6453	228	12	12	-0.1199	0.058	0.058	1.6535	0.0038	0.0038	0.0000637	0.0000047	0.0000047	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1559	KIC4771719	0.9957	0.4134	0.4134	5.9672	1.1527	1.1527	5158.288	61.8457	61.8457	22.7	8.8	8.8	-0.061	0.058	0.058	2.8864	0.0287	0.0287	0.0047	0.0033	0.0033	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1560	KIC4771876	1.0818	0.0451	0.0451	4.365	0.0814	0.0814	4813.753	48.7211	48.7211	9.22	0.51	0.51	-0.1186	0.058	0.058	3.194	0.0044	0.0044	0.01301	0.00091	0.00091	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1561	KIC4772014	0.9996	0.3014	0.3014	22.0366	3.2584	3.2584	4359.7617	39.6658	39.6658	158	47	47	-0.2176	0.058	0.058	1.7297	0.0114	0.0114	0.000093	0.000050	0.000050	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1562	KIC4773134	1.9237	0.4158	0.4158	34.2518	3.5719	3.5719	4061.9485	40.0256	40.0256	297.2	77.9	43.6	0.0263	0.058	0.058	1.6286	0.0111	0.0111	0.000048	0.000018	0.000018	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1563	KIC4773539	1.4018	0.054	0.054	10.6234	0.184	0.184	4704.8066	44.2356	44.2356	46.72	1.62	1.48	-0.1712	0.058	0.058	2.5334	0.0039	0.0039	0.001169	0.000076	0.000076	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1564	KIC4773569	1.2337	0.3543	0.3543	53.5689	7.2982	7.2982	4004.8572	40.0312	40.0312	670	180	180	-0.3615	0.058	0.058	1.0499	0.0174	0.0174	0.0000080	0.0000040	0.0000040	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1565	KIC4774041	1.4718	0.3478	0.3478	21.7418	2.3956	2.3956	4239.721	37.1318	37.1318	135.1	6.0	3.0	0.1069	0.058	0.058	1.9157	0.0164	0.0164	0.000143	0.000058	0.000058	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1566	KIC4774298	0.9878	0.0374	0.0374	4.3567	0.0744	0.0744	4894.413	47.8222	47.8222	11.65	0.2	0.2	-0.4138	0.058	0.058	3.1561	0.0039	0.0039	0.01195	0.00076	0.00076	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1567	KIC4774326	1.545	0.2709	0.2709	46.773	3.8176	3.8176	4037.579	35.8614	35.8614	684.8	52.9	45.5	-0.1611	0.058	0.058	1.2597	0.0123	0.0123	0.0000151	0.0000045	0.0000045	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1568	KIC4814689	1.176	0.0453	0.0453	6.7935	0.1177	0.1177	4681.496	42.8171	42.8171	20.0	1.0	1.0	0.0635	0.058	0.058	2.846	0.0038	0.0038	0.00375	0.00024	0.00024	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1569	KIC4814709	1.0271	0.0431	0.0431	12.8116	0.24	0.24	4488.5503	48.3925	48.3925	67.94	4.04	3.06	-0.3074	0.058	0.058	2.2292	0.0045	0.0045	0.000488	0.000034	0.000034	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1570	KIC4814724	1.07	0.0444	0.0444	14.9744	0.2769	0.2769	4305.43	38.3604	38.3604	77.33	3.35	3.34	-0.0579	0.058	0.058	2.1079	0.004	0.004	0.000319	0.000022	0.000022	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1571	KIC4814830	0.9793	0.1672	0.1672	27.8799	2.245	2.245	4141.2017	42.3384	42.3384	206	34	34	-0.1171	0.058	0.058	1.5117	0.0111	0.0111	0.000045	0.000013	0.000013	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1572	KIC4815573	1.3338	0.0544	0.0544	5.4329	0.0996	0.0996	5002.5312	56.4575	56.4575	14.3	0.4	0.46	-0.2231	0.058	0.058	3.0948	0.0045	0.0045	0.00832	0.00057	0.00057	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1573	KIC4818312	1.1601	0.0446	0.0446	9.3776	0.1623	0.1623	4793.0205	45.8726	45.8726	48.8	2.13	1.98	-0.3358	0.058	0.058	2.5598	0.0039	0.0039	0.001407	0.000091	0.000091	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1574	KIC4818420	1.0536	0.0406	0.0406	9.4624	0.1639	0.1639	4716.5273	46.9732	46.9732	39.9	2.1	2.1	-0.2502	0.058	0.058	2.5096	0.004	0.004	0.001244	0.000080	0.000080	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1575	KIC4818593	1.247	0.052	0.052	7.0496	0.1316	0.1316	4794.4165	56.9036	56.9036	23.24	1.12	1.32	-0.0644	0.058	0.058	2.8393	0.0047	0.0047	0.00356	0.00025	0.00025	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1576	KIC4820952	0.5781	0.1195	0.1195	43.1923	4.1715	4.1715	3763.5032	32.7502	32.7502	687.8	99.8	83.4	-0.0534	0.058	0.058	0.9144	0.0142	0.0142	0.0000072	0.0000026	0.0000026	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1577	KIC4821839	1.7161	0.0666	0.0666	17.2793	0.3007	0.3007	4403.738	38.8508	38.8508	109.0	3.6	3.4	0.1773	0.058	0.058	2.1912	0.0038	0.0038	0.000333	0.000022	0.000022	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1578	KIC4821865	1.4606	0.4405	0.4405	25.2671	3.7363	3.7363	4102.6763	35.9377	35.9377	163	49	49	0.0674	0.058	0.058	1.7774	0.0114	0.0114	0.000091	0.000049	0.000049	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1579	KIC4824195	1.4987	0.2752	0.2752	38.3915	3.3526	3.3526	3881.8982	33.787	33.787	302	54	54	0.1322	0.058	0.058	1.4176	0.011	0.011	0.0000265	0.0000085	0.0000085	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1580	KIC4826087	1.5848	0.061	0.061	10.8403	0.1878	0.1878	4709.558	43.9112	43.9112	52.1	2.7	2.7	-0.0524	0.058	0.058	2.5695	0.0039	0.0039	0.001244	0.000080	0.000080	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1581	KIC4826423	1.231	0.0475	0.0475	7.2019	0.1249	0.1249	4612.742	51.1353	51.1353	19.11	0.83	0.79	0.2795	0.058	0.058	2.8152	0.0043	0.0043	0.00330	0.00021	0.00021	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1582	KIC4826855	1.0547	0.0405	0.0405	4.0394	0.0699	0.0699	4769.567	56.7914	56.7914	7.61	0.45	0.45	-0.0364	0.058	0.058	3.2503	0.0045	0.0045	0.0160	0.0010	0.0010	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1583	KIC4827950	1.2875	0.0503	0.0503	21.3626	0.3747	0.3747	4328.412	41.806	41.806	144.3	7.5	7.5	-0.3858	0.058	0.058	1.8712	0.0039	0.0039	0.0001321	0.0000087	0.0000087	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1584	KIC4828553	1.1349	0.0437	0.0437	8.8839	0.154	0.154	4660.5176	49.4276	49.4276	36.22	0.76	0.91	-0.1913	0.058	0.058	2.5975	0.0042	0.0042	0.00162	0.00010	0.00010	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1585	KIC4828684	0.968	0.2801	0.2801	45.6734	6.4302	6.4302	3859.2446	34.202	34.202	420	120	120	-0.1758	0.058	0.058	1.0814	0.0128	0.0128	0.0000102	0.0000052	0.0000052	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1586	KIC4829511	1.0509	0.0407	0.0407	13.3659	0.2322	0.2322	4504.7705	49.0521	49.0521	66.3	3.7	3.7	-0.4005	0.058	0.058	2.2015	0.0042	0.0042	0.000440	0.000029	0.000029	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1587	KIC4829525	1.1695	0.049	0.049	8.3318	0.1558	0.1558	4622.476	46.1887	46.1887	28.6	1.6	1.6	0.0193	0.058	0.058	2.6663	0.0043	0.0043	0.00202	0.00014	0.00014	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1588	KIC4829682	1.3349	0.051	0.051	4.8973	0.0845	0.0845	5031.65	52.5842	52.5842	14.15	0.26	0.25	-0.3247	0.058	0.058	3.1853	0.0041	0.0041	0.01137	0.00073	0.00073	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1589	KIC4830268	1.1593	0.0445	0.0445	4.6238	0.08	0.08	4825.0874	44.8552	44.8552	10.35	0.11	0.12	0.0574	0.058	0.058	3.174	0.0039	0.0039	0.01173	0.00076	0.00076	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1590	KIC4830765	0.8305	0.0327	0.0327	20.4502	0.3617	0.3617	4333.2417	39.2309	39.2309	132.8	6.7	6.7	-0.1689	0.058	0.058	1.7137	0.0038	0.0038	0.0000971	0.0000064	0.0000064	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1591	KIC4830883	1.0988	0.0425	0.0425	8.7637	0.1522	0.1522	4550.565	54.5214	54.5214	29.7	1.8	1.8	0.0509	0.058	0.058	2.5953	0.0045	0.0045	0.00163	0.00011	0.00011	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1592	KIC4830896	1.3089	0.0549	0.0549	8.4535	0.1582	0.1582	4577.9106	47.7283	47.7283	28.3	1.6	1.6	0.2225	0.058	0.058	2.7026	0.0044	0.0044	0.00217	0.00015	0.00015	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1593	KIC4831169	0.9918	0.0385	0.0385	12.125	0.2109	0.2109	4433.129	51.2475	51.2475	51.2	3.0	3.0	-0.1936	0.058	0.058	2.263	0.0044	0.0044	0.000556	0.000036	0.000036	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1594	KIC4831826	0.9813	0.041	0.041	8.876	0.1658	0.1658	4711.0786	45.3116	45.3116	35.0	1.9	1.9	-0.515	0.058	0.058	2.5346	0.0042	0.0042	0.001403	0.000098	0.000098	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1595	KIC4831888	1.0918	0.0421	0.0421	8.4378	0.1464	0.1464	4602.214	44.5815	44.5815	31.94	0.85	0.76	-0.0235	0.058	0.058	2.6255	0.0039	0.0039	0.00182	0.00012	0.00012	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1596	KIC4832196	1.32	0.0508	0.0508	18.2181	0.3141	0.3141	4310.9414	39.6894	39.6894	123.0	6.6	6.0	0.0457	0.058	0.058	2.0259	0.0038	0.0038	0.000218	0.000014	0.000014	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1597	KIC4832773	1.795	0.0681	0.0681	6.8357	0.117	0.117	4785.712	43.5309	43.5309	22.1	1.1	1.1	0.3251	0.058	0.058	3.0243	0.0038	0.0038	0.00562	0.00036	0.00036	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1598	KIC4833377	1.4562	0.0557	0.0557	6.2185	0.1074	0.1074	4943.388	48.2279	48.2279	18.72	0.39	0.35	-0.1944	0.058	0.058	3.0157	0.004	0.004	0.00606	0.00039	0.00039	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1599	KIC4839483	1.3917	0.0556	0.0556	32.7904	0.5886	0.5886	4113.296	36.5292	36.5292	348.2	30.3	30.4	-0.1226	0.058	0.058	1.5236	0.0038	0.0038	0.0000395	0.0000026	0.0000026	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1600	KIC4840662	1.196	0.0501	0.0501	5.7469	0.1075	0.1075	4600.2563	51.8749	51.8749	13.33	0.78	0.78	0.4391	0.058	0.058	2.9986	0.0046	0.0046	0.00630	0.00044	0.00044	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1601	KIC4841005	0.9664	0.2201	0.2201	11.6967	1.2392	1.2392	4411.2163	39.7267	39.7267	63.73	2.15	1.83	-0.0508	0.058	0.058	2.2835	0.016	0.016	0.00060	0.00024	0.00024	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1602	KIC4841140	2.0574	0.086	0.086	14.1737	0.2648	0.2648	4711.165	43.8739	43.8739	81.01	2.37	2.89	-0.0481	0.058	0.058	2.4484	0.0042	0.0042	0.000723	0.000051	0.000051	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1603	KIC4842689	1.15	0.0482	0.0482	10.6136	0.1987	0.1987	4563.6475	43.3576	43.3576	48.24	2.34	1.17	-0.0056	0.058	0.058	2.4471	0.0042	0.0042	0.000962	0.000067	0.000067	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1604	KIC4842814	1.4089	0.0589	0.0589	10.8742	0.2033	0.2033	4656.7744	48.6335	48.6335	50.1	2.8	2.8	-0.1009	0.058	0.058	2.5152	0.0044	0.0044	0.001096	0.000077	0.000077	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1605	KIC4844801	1.1143	0.0446	0.0446	25.1798	0.4524	0.4524	4067.1672	35.7133	35.7133	218.8	27.7	26.8	0.0232	0.058	0.058	1.6595	0.0037	0.0037	0.0000698	0.0000047	0.0000047	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1606	KIC4845306	2.4791	0.1033	0.1033	10.0048	0.1866	0.1866	4864.766	45.039	45.039	50.5	2.7	2.7	0.3247	0.058	0.058	2.8337	0.0042	0.0042	0.00248	0.00017	0.00017	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1607	KIC4846674	1.3574	0.2676	0.2676	20.9069	1.8916	1.8916	4430.63	41.4685	41.4685	152	28	28	-0.5051	0.058	0.058	1.9142	0.0151	0.0151	0.000149	0.000050	0.000050	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1608	KIC4850790	1.0343	0.0398	0.0398	8.2986	0.1438	0.1438	4684.8486	51.4732	51.4732	29.72	1.42	1.26	-0.334	0.058	0.058	2.6164	0.0043	0.0043	0.00181	0.00012	0.00012	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1609	KIC4851618	1.1969	0.0502	0.0502	10.9151	0.2044	0.2044	4535.6704	47.2893	47.2893	41.94	2.67	2.73	-0.0447	0.058	0.058	2.44	0.0044	0.0044	0.000920	0.000065	0.000065	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1610	KIC4851832	1.0657	0.0411	0.0411	7.8203	0.1356	0.1356	4628.5244	42.6612	42.6612	25.3	1.3	1.3	-0.1115	0.058	0.058	2.681	0.0038	0.0038	0.00223	0.00014	0.00014	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1611	KIC4851948	1.3787	0.0531	0.0531	9.3231	0.1615	0.1615	4694.7188	43.2366	43.2366	38.0	1.9	1.9	0.001	0.058	0.058	2.6401	0.0038	0.0038	0.00170	0.00011	0.00011	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1612	KIC4852480	1.4808	0.0571	0.0571	10.4046	0.1803	0.1803	4664.6074	42.6689	42.6689	53.14	1.24	1.17	0.0162	0.058	0.058	2.5757	0.0038	0.0038	0.001315	0.000085	0.000085	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1613	KIC4856592	0.9836	0.0409	0.0409	3.9951	0.0744	0.0744	5020.412	51.2842	51.2842	14.01	0.3	0.28	-0.6432	0.058	0.058	3.2295	0.0044	0.0044	0.0154	0.0011	0.0011	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1614	KIC4857279	1.0033	0.0385	0.0385	4.7058	0.0814	0.0814	4833.8867	49.3663	49.3663	10.89	0.58	0.58	-0.4673	0.058	0.058	3.096	0.0041	0.0041	0.00963	0.00062	0.00062	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1615	KIC4857585	1.2852	0.3568	0.3568	45.2537	6.065	6.065	3953.5493	42.0652	42.0652	603.1	220.0	165.5	-0.2451	0.058	0.058	1.2091	0.014	0.014	0.0000139	0.0000068	0.0000068	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1616	KIC4858251	2.6717	0.5478	0.5478	51.76	4.9962	4.9962	4042.04	36.5866	36.5866	651.7	76.6	89.3	0.061	0.058	0.058	1.4091	0.0133	0.0133	0.0000193	0.0000068	0.0000068	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1617	KIC4858299	1.3208	0.233	0.233	27.618	2.3076	2.3076	4225.385	41.2786	41.2786	219	38	38	-0.175	0.058	0.058	1.6526	0.011	0.011	0.000063	0.000019	0.000019	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1618	KIC4858315	1.4863	0.0572	0.0572	8.6139	0.1492	0.1492	4707.035	43.9114	43.9114	32.8	1.7	1.7	-0.0489	0.058	0.058	2.7415	0.0039	0.0039	0.00233	0.00015	0.00015	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1619	KIC4858679	1.0861	0.3208	0.3208	30.202	4.2935	4.2935	3909.4336	33.1254	33.1254	313.7	19.1	17.6	0.3518	0.058	0.058	1.4869	0.0153	0.0153	0.000039	0.000020	0.000020	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1620	KIC4862080	1.24	0.3302	0.3302	10.8795	1.3423	1.3423	4635.198	43.3944	43.3944	47.53	4.16	3.56	-0.2751	0.058	0.058	2.4585	0.0192	0.0192	0.00096	0.00044	0.00044	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1621	KIC4863282	1.0453	0.0403	0.0403	7.8113	0.1354	0.1354	4674.7324	44.2322	44.2322	26.3	1.3	1.3	-0.3423	0.058	0.058	2.6736	0.0039	0.0039	0.00219	0.00014	0.00014	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1622	KIC4863289	1.4477	0.058	0.058	16.0524	0.2902	0.2902	4417.178	43.0133	43.0133	290.1	466.6	135.9	0.0618	0.058	0.058	2.181	0.004	0.004	0.000350	0.000024	0.000024	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1623	KIC4863352	1.4925	0.0573	0.0573	8.1085	0.1403	0.1403	4783.6885	44.6467	44.6467	31.0	1.6	1.6	-0.0027	0.058	0.058	2.7958	0.0039	0.0039	0.00280	0.00018	0.00018	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1624	KIC4902112	1.0573	0.1934	0.1934	30.3801	2.5872	2.5872	3976.1963	34.9821	34.9821	208	36	36	0.0021	0.058	0.058	1.4699	0.0128	0.0128	0.000038	0.000012	0.000012	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1625	KIC4902442	1.2751	0.0531	0.0531	5.0432	0.0941	0.0941	4855.962	54.5481	54.5481	12.74	0.74	0.74	0.0365	0.058	0.058	3.1399	0.0046	0.0046	0.00994	0.00069	0.00069	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1626	KIC4902701	1.0402	0.0397	0.0397	10.0774	0.1731	0.1731	4519.9595	41.0389	41.0389	38.2	1.9	1.9	-0.1013	0.058	0.058	2.4486	0.0038	0.0038	0.001016	0.000065	0.000065	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1627	KIC4903497	1.1214	0.0464	0.0464	14.8269	0.274	0.274	4354.1265	41.3958	41.3958	71.42	3.84	4.63	-0.1077	0.058	0.058	2.1377	0.0041	0.0041	0.000344	0.000024	0.000024	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1628	KIC4903588	1.8503	0.4427	0.4427	53.2489	6.1175	6.1175	3884.231	34.3153	34.3153	580	140	140	-0.0303	0.058	0.058	1.2257	0.0128	0.0128	0.0000123	0.0000051	0.0000051	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1629	KIC4903839	1.2055	0.0498	0.0498	13.2204	0.2439	0.2439	4447.8164	40.0356	40.0356	61.6	3.2	3.2	-0.0273	0.058	0.058	2.2728	0.004	0.004	0.000522	0.000036	0.000036	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1630	KIC4904166	1.1164	0.0428	0.0428	5.879	0.1016	0.1016	4887.8457	53.7514	53.7514	17.77	0.99	0.99	-0.3072	0.058	0.058	2.949	0.0043	0.0043	0.00549	0.00035	0.00035	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
1631	KIC4904671	1.39	0.2828	0.2828	13.743	1.295	1.295	4452.8486	42.5496	42.5496	69.9	4.18	3.65	0.047	0.058	0.058	2.3018	0.0148	0.0148	0.00054	0.00019	0.00019	NA	RGB	NA	NA	Pinsonneault25	NA	NA	NA	NA	A
