Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
1	G_158-50_A	0.179	0.002	0.002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
2	G_158-50_B	0.112	0.001	0.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
3	GJ_54_A	0.432	0.008	0.008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
4	GJ_54_B	0.301	0.006	0.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
5	GJ_65_A	0.12	0.003	0.003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
6	GJ_65_B	0.117	0.003	0.003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
7	GJ_234_A	0.223	0.002	0.002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
8	GJ_234_B	0.109	0.001	0.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
9	G_250-029_A	0.35	0.005	0.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
10	G_250-029_B	0.187	0.004	0.004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
11	G_193-027_A	0.126	0.005	0.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
12	G_193-027_B	0.124	0.005	0.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
13	GJ_473_A	0.124	0.005	0.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
14	GJ_473_B	0.113	0.005	0.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
15	GJ_623_A	0.379	0.007	0.007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
16	GJ_623_B	0.114	0.002	0.002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
17	GJ_748_A	0.369	0.005	0.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
18	GJ_748_B	0.19	0.003	0.003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
19	GJ_791,2_A	0.237	0.004	0.004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
20	GJ_791,2_B	0.114	0.002	0.002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
21	GJ_831_A	0.27	0.004	0.004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
22	GJ_831_B	0.145	0.002	0.002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bdct2016	NA	NA	NA	NA	EB
23	NGTS-EB-8_A	0.25	0.005	0.004	0.255	0.004	0.005	3500.0	100.0	200.0	0.0088	0.0010	0.0020	0.0	0.5	0.5	5.023	0.02	0.016	15.08	0.77	0.92	NA	MS	M	NA	OBrien25	NA	NA	NA	NA	EB
24	NGTS-EB-8_B	0.208	0.005	0.004	0.233	0.006	0.005	3300.0	100.0	100.0	0.00580	0.00076	0.00075	0.0	0.5	0.5	5.021	0.02	0.022	16.4	1.3	1.1	NA	MS	M	NA	OBrien25	NA	NA	NA	NA	EB
25	TIC24397947_A	1.073	0.012	0.012	1.806	0.008	0.008	6403.0	120.0	120.0	4.94	0.22	0.21	NA	NA	NA	3.954	0.002	0.002	0.1822	0.0032	0.0032	NA	MS	F/G	NA	CakirliDec25	NA	NA	NA	NA	EB
26	TIC24397947_B	0.278	0.002	0.002	0.298	0.001	0.001	3533.0	95.0	95.0	0.01	0.0	0.0	NA	NA	NA	4.931	0.002	0.002	10.50	0.13	0.13	NA	MS	M	NA	CakirliDec25	NA	NA	NA	NA	EB
27	TIC28051929_A	1.088	0.007	0.007	1.285	0.003	0.003	5985.0	140.0	140.0	1.91	0.06	0.06	NA	NA	NA	4.256	0.001	0.001	0.5128	0.0049	0.0049	NA	MS	F/G	NA	CakirliDec25	NA	NA	NA	NA	EB
28	TIC28051929_B	0.432	0.002	0.002	0.4133	0.0009	0.0009	3581.0	70.0	70.0	0.03	0.0	0.0	NA	NA	NA	4.841	0.001	0.001	6.119	0.049	0.049	NA	MS	M	NA	CakirliDec25	NA	NA	NA	NA	EB
29	TIC37606218__A	1.35	0.007	0.007	1.611	0.003	0.003	6502.0	110.0	110.0	4.18	0.09	0.09	NA	NA	NA	4.154	0.001	0.001	0.3229	0.0025	0.0025	NA	MS	F/G	NA	CakirliDec25	NA	NA	NA	NA	EB
30	TIC37606218__B	0.563	0.003	0.003	0.552	0.001	0.001	3923.0	50.0	50.0	0.07	0.0	0.0	NA	NA	NA	4.703	0.001	0.001	3.347	0.025	0.025	NA	MS	M	NA	CakirliDec25	NA	NA	NA	NA	EB
31	TIC89045042_A	1.331	0.002	0.002	1.533	0.003	0.003	6442.0	125.0	125.0	3.66	0.22	0.2	NA	NA	NA	4.191	0.001	0.001	0.3694	0.0022	0.0022	NA	MS	F/G	NA	CakirliDec25	NA	NA	NA	NA	EB
32	TIC89045042_B	0.418	0.001	0.001	0.383	0.001	0.001	3421.0	107.0	107.0	0.02	0.0	0.0	NA	NA	NA	4.894	0.003	0.003	7.440	0.061	0.061	NA	MS	M	NA	CakirliDec25	NA	NA	NA	NA	EB
33	TIC126700850_A	1.504	0.021	0.021	2.688	0.012	0.012	6297.0	120.0	120.0	10.26	0.66	0.62	NA	NA	NA	3.756	0.003	0.003	0.0774	0.0015	0.0015	NA	MS	F/G	NA	CakirliDec25	NA	NA	NA	NA	EB
34	TIC126700850_B	0.577	0.005	0.005	0.585	0.003	0.003	4371.0	113.0	113.0	0.11	0.01	0.01	NA	NA	NA	4.664	0.004	0.004	2.882	0.051	0.051	NA	MS	M	NA	CakirliDec25	NA	NA	NA	NA	EB
35	TIC138857475_A	1.481	0.017	0.017	1.704	0.006	0.006	6533.0	140.0	140.0	4.88	0.25	0.02	NA	NA	NA	4.146	0.002	0.002	0.2993	0.0047	0.0047	NA	MS	F/G	NA	CakirliDec25	NA	NA	NA	NA	EB
36	TIC138857475_B	0.726	0.007	0.007	0.643	0.002	0.002	4325.0	106.0	106.0	0.13	0.01	0.01	NA	NA	NA	4.682	0.002	0.002	2.731	0.037	0.037	NA	MS	M	NA	CakirliDec25	NA	NA	NA	NA	EB
37	TIC278683641_A	1.273	0.007	0.007	1.612	0.003	0.003	5940.0	110.0	110.0	2.92	0.14	0.14	0.2907	0.0039	0.0039	4.128	0.001	0.001	0.3039	0.0024	0.0024	NA	MS	F/G	NA	CakirliDec25	NA	NA	NA	NA	EB
38	TIC278683641_B	0.589	0.002	0.002	0.585	0.001	0.001	3653.0	97.0	97.0	0.06	0.01	0.01	0.2907	0.0039	0.0039	4.674	0.001	0.001	2.942	0.018	0.018	NA	MS	M	NA	CakirliDec25	NA	NA	NA	NA	EB
39	TIC287841093_A	0.991	0.015	0.015	1.209	0.006	0.006	5931.0	130.0	130.0	1.63	0.08	0.07	NA	NA	NA	4.269	0.002	0.002	0.561	0.012	0.012	NA	MS	F/G	NA	CakirliDec25	NA	NA	NA	NA	EB
40	TIC287841093_B	0.546	0.011	0.011	0.504	0.003	0.003	3852.0	93.0	93.0	0.05	0.01	0.0	NA	NA	NA	4.772	0.005	0.005	4.26	0.11	0.11	NA	MS	M	NA	CakirliDec25	NA	NA	NA	NA	EB
41	KIC9656397_A	1.15	0.15	0.09	1.09	0.16	0.16	6270.0	140.0	130.0	1.66	0.51	0.49	-0.089	0.041	0.041	4.38	0.04	0.04	0.89	0.41	0.40	NA	MS	F2	NA	Xu26	NA	NA	NA	NA	EB
42	KIC9656397_B	1.16	0.19	0.14	1.09	0.16	0.15	6360.0	140.0	130.0	1.76	0.54	0.51	-0.089	0.041	0.041	4.38	0.04	0.04	0.90	0.42	0.39	NA	MS	F2	NA	Xu26	NA	NA	NA	NA	EB
43	LL_Aqr_A	1.1947	0.0009	0.0009	1.318	0.0013	0.0013	6242.0	51.0	51.0	2.38	0.08	0.08	0.04	0.05	0.05	4.2755	0.0009	0.0009	0.5218	0.0016	0.0016	NA	MS	F9	NA	Miller26	NA	NA	NA	NA	EB
44	LL_Aqr_B	1.0334	0.0006	0.0006	0.9927	0.0008	0.0008	5839.0	45.0	45.0	1.03	0.03	0.03	0.05	0.08	0.08	4.4587	0.0008	0.0008	1.0564	0.0026	0.0026	NA	MS	G3	NA	Miller26	NA	NA	NA	NA	EB
45	V570_Per_A	1.4569	0.0094	0.01	1.543	0.012	0.009	6556.0	64.0	26.0	3.96	0.22	0.11	0.18	0.03	0.01	4.225	0.009	0.009	0.3966	0.0096	0.0075	NA	MS	F3	NA	Yucel26	NA	NA	NA	NA	EB
46	V570_Per_B	1.3579	0.0094	0.0089	1.377	0.013	0.015	6468.0	32.0	21.0	2.99	0.12	0.1	0.17	0.01	0.01	4.293	0.011	0.011	0.520	0.015	0.017	NA	MS	F5	NA	Yucel26	NA	NA	NA	NA	EB
47	TIC322208686_A	1.564	0.012	0.012	1.588	0.011	0.011	7028.0	100.0	100.0	5.51	0.32	0.32	NA	NA	NA	4.23	0.007	0.007	0.3906	0.0087	0.0087	NA	NA	F	NA	LeeTriple26	NA	NA	NA	NA	EB
48	TIC322208686_B	1.483	0.012	0.012	1.5	0.012	0.012	7020.0	110.0	110.0	4.9	0.32	0.32	NA	NA	NA	4.257	0.008	0.008	0.439	0.011	0.011	NA	NA	F	NA	LeeTriple26	NA	NA	NA	NA	EB
49	BEPOP-3_A	1.084	0.026	0.026	1.386	0.01	0.01	6065.0	36.0	36.0	2.35	0.03	0.03	-0.02	0.1	0.1	4.1895	0.0041	0.0041	0.407	0.013	0.013	NA	MS	F9	NA	Maxted25	NA	NA	NA	NA	EB
50	BEPOP-3_B	0.262	0.004	0.004	0.274	0.002	0.002	3191.0	32.0	32.0	0.01	0.0	0.0	-0.02	0.1	0.1	4.979	0.0016	0.0016	12.74	0.34	0.34	NA	MS	M	NA	Maxted25	NA	NA	NA	NA	EB
51	TIC189069314_A	1.126	0.069	0.069	1.439	0.047	0.047	6286.0	108.0	108.0	2.9	0.09	0.09	-0.32	0.03	0.03	4.17	0.01	0.01	0.378	0.044	0.044	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
52	TIC189069314_B	0.96	0.054	0.054	1.023	0.035	0.035	5739.0	117.0	117.0	1.01	0.04	0.04	-0.32	0.03	0.03	4.4	0.03	0.03	0.90	0.10	0.10	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
53	TIC54759992_A	1.236	0.042	0.042	1.255	0.028	0.028	6733.0	126.0	126.0	2.9	0.09	0.09	-0.53	0.03	0.03	4.33	0.01	0.01	0.625	0.047	0.047	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
54	TIC54759992_B	1.03	0.011	0.011	0.98	0.035	0.035	5619.0	139.0	139.0	0.86	0.04	0.04	-0.53	0.03	0.03	4.48	0.03	0.03	1.09	0.12	0.12	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
55	TIC46299496_A	1.123	0.028	0.028	1.13	0.018	0.018	6056.0	113.0	113.0	1.54	0.04	0.04	-0.56	0.03	0.03	4.38	0.01	0.01	0.778	0.042	0.042	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
56	TIC46299496_B	1.053	0.026	0.026	1.02	0.04	0.04	5926.0	120.0	120.0	1.15	0.05	0.05	-0.56	0.03	0.03	4.44	0.02	0.02	0.99	0.12	0.12	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
57	TIC369605666_A	0.995	0.014	0.014	1.041	0.036	0.036	6116.0	108.0	108.0	1.36	0.05	0.05	-0.05	0.01	0.01	4.4	0.03	0.03	0.882	0.092	0.092	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
58	TIC369605666_B	0.827	0.024	0.024	0.789	0.044	0.044	5486.0	116.0	116.0	0.51	0.04	0.03	-0.05	0.01	0.01	4.56	0.05	0.05	1.68	0.29	0.29	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
59	TIC431925451_A	1.426	0.079	0.079	1.488	0.09	0.09	6989.0	131.0	131.0	4.74	0.3	0.29	-0.2	0.02	0.02	4.25	0.05	0.05	0.433	0.082	0.082	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
60	TIC431925451_B	1.404	0.061	0.061	1.481	0.087	0.087	6614.0	145.0	145.0	3.82	0.24	0.23	-0.2	0.02	0.02	4.24	0.07	0.07	0.432	0.078	0.078	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
61	TIC100520485_A	1.218	0.015	0.015	1.639	0.041	0.041	6090.0	127.0	127.0	3.31	0.1	0.1	-0.42	0.05	0.05	4.08	0.02	0.02	0.277	0.021	0.021	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
62	TIC100520485_B	1.015	0.015	0.015	1.14	0.044	0.044	6209.0	144.0	144.0	1.73	0.09	0.08	-0.42	0.05	0.05	4.33	0.03	0.03	0.685	0.080	0.080	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
63	TIC126323537_A	1.145	0.047	0.047	1.666	0.027	0.027	6787.0	133.0	133.0	5.28	0.14	0.13	-0.53	0.05	0.05	4.05	0.01	0.01	0.248	0.016	0.016	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
64	TIC126323537_B	1.141	0.016	0.016	1.481	0.049	0.049	6605.0	189.0	189.0	3.74	0.14	0.14	-0.53	0.05	0.05	4.15	0.02	0.02	0.351	0.035	0.035	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
65	TIC327361036_A	1.443	0.022	0.022	2.146	0.094	0.094	7553.0	126.0	126.0	12.45	0.59	0.56	0.08	0.04	0.04	3.93	0.04	0.04	0.146	0.019	0.019	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
66	TIC327361036_B	1.272	0.021	0.021	1.19	0.063	0.063	7585.0	191.0	191.0	4.23	0.25	0.24	0.08	0.04	0.04	4.39	0.05	0.05	0.75	0.12	0.12	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
67	TIC446092483_A	1.342	0.019	0.019	2.194	0.069	0.069	6336.0	120.0	120.0	6.07	0.21	0.21	-0.25	0.01	0.01	3.88	0.03	0.03	0.127	0.012	0.012	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
68	TIC446092483_B	1.486	0.028	0.028	1.459	0.077	0.077	6096.0	111.0	111.0	2.41	0.14	0.13	-0.25	0.01	0.01	4.28	0.04	0.04	0.478	0.076	0.076	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
69	TIC39022841_A	0.856	0.048	0.048	0.929	0.059	0.059	5914.0	101.0	101.0	0.95	0.06	0.06	-0.19	0.03	0.03	4.44	0.02	0.02	1.07	0.21	0.21	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
70	TIC39022841_B	0.892	0.037	0.037	1.074	0.087	0.087	6071.0	102.0	102.0	1.41	0.12	0.11	-0.19	0.03	0.03	4.33	0.03	0.03	0.72	0.18	0.18	NA	MS	NA	NA	MWang25	NA	NA	NA	NA	EB
71	LEBS-03_A	1.298	0.189	0.189	1.604	0.087	0.087	5813.0	32.0	32.0	2.42	0.36	0.36	NA	NA	NA	4.14	0.08	0.08	0.315	0.069	0.069	NA	MS	NA	NA	JWang25	NA	NA	NA	NA	EB
72	LEBS-03_B	0.587	0.08	0.08	1.408	0.07	0.07	5688.0	57.0	57.0	2.03	0.25	0.25	NA	NA	NA	3.91	0.07	0.08	0.210	0.042	0.042	NA	MS	NA	NA	JWang25	NA	NA	NA	NA	EB
73	LEBS-06_A	0.71	0.011	0.011	0.838	0.007	0.007	5092.0	133.0	133.0	0.42	0.05	0.05	NA	NA	NA	4.44	0.01	0.01	1.206	0.036	0.036	NA	MS	NA	NA	JWang25	NA	NA	NA	NA	EB
74	LEBS-06_B	0.653	0.015	0.015	0.745	0.007	0.007	4854.0	220.0	220.0	0.28	0.06	0.06	NA	NA	NA	4.51	0.01	0.01	1.579	0.057	0.057	NA	MS	NA	NA	JWang25	NA	NA	NA	NA	EB
75	LEBS-09_A	3.295	0.125	0.125	4.139	0.065	0.065	8233.0	86.0	86.0	70.65	5.17	5.17	NA	NA	NA	3.72	0.02	0.02	0.0465	0.0028	0.0028	NA	MS	NA	NA	JWang25	NA	NA	NA	NA	EB
76	LEBS-09_B	0.381	0.018	0.018	2.403	0.153	0.153	5554.0	107.0	107.0	4.93	1.01	1.01	NA	NA	NA	3.26	0.06	0.06	0.0275	0.0054	0.0054	NA	MS	NA	NA	JWang25	NA	NA	NA	NA	EB
77	KIC11769146_A	1.001	0.007	0.007	0.968	0.002	0.002	5800.0	150.0	150.0	0.95	0.09	0.08	0.0	0.25	0.25	4.467	0.001	0.001	1.104	0.010	0.010	NA	MS	NA	NA	OzdarcanFeb25	NA	NA	NA	NA	EB
78	KIC11769146_B	0.846	0.006	0.006	0.785	0.002	0.002	5180.0	150.0	150.0	0.4	0.05	0.04	0.0	0.25	0.25	4.575	0.001	0.001	1.749	0.018	0.018	NA	MS	NA	NA	OzdarcanFeb25	NA	NA	NA	NA	EB
79	KIC8610483_A	0.92	0.02	0.02	1.461	0.01	0.01	5700.0	150.0	150.0	2.0	0.2	0.2	-0.25	0.25	0.25	4.07	0.004	0.004	0.2950	0.0088	0.0088	NA	MS	NA	NA	OzdarcanFeb25	NA	NA	NA	NA	EB
80	KIC8610483_B	0.92	0.02	0.02	1.329	0.009	0.009	5751.0	150.0	150.0	1.7	0.2	0.2	-0.25	0.25	0.25	4.153	0.004	0.004	0.392	0.012	0.012	NA	MS	NA	NA	OzdarcanFeb25	NA	NA	NA	NA	EB
81	KIC8868907_A	1.032	0.005	0.005	1.318	0.002	0.002	5800.0	150.0	150.0	1.8	0.2	0.2	0.0	0.25	0.25	4.2115	0.0009	0.0009	0.4507	0.0030	0.0030	NA	MS	NA	NA	OzdarcanFeb25	NA	NA	NA	NA	EB
82	KIC8868907_B	0.75	0.003	0.003	0.731	0.001	0.001	4872.0	150.0	150.0	3.7	0.5	0.4	0.0	0.25	0.25	4.5851	0.0006	0.0006	1.920	0.011	0.011	NA	MS	NA	NA	OzdarcanFeb25	NA	NA	NA	NA	EB
83	KIC9948002_A	1.25	0.03	0.03	1.82	0.01	0.01	6100.0	150.0	150.0	4.2	0.4	0.4	0.0	0.25	0.25	4.015	0.004	0.004	0.2073	0.0060	0.0060	NA	MS	NA	NA	OzdarcanFeb25	NA	NA	NA	NA	EB
84	KIC9948002_B	0.75	0.01	0.01	0.707	0.005	0.005	4734.0	150.0	150.0	0.22	0.03	0.03	0.0	0.25	0.25	4.613	0.004	0.004	2.122	0.053	0.053	NA	MS	NA	NA	OzdarcanFeb25	NA	NA	NA	NA	EB
85	TIC17303250_A	0.714	0.004	0.004	0.768	0.004	0.004	5135.0	80.0	80.0	0.369	0.023	0.023	-0.04	0.15	0.15	4.38	0.28	0.28	1.576	0.026	0.026	NA	MS	K1	NA	Pan25	NA	NA	NA	NA	EB
86	TIC17303250_B	0.696	0.004	0.004	0.752	0.004	0.004	5070.0	135.0	135.0	0.337	0.036	0.036	-0.06	0.15	0.15	4.46	0.28	0.28	1.637	0.028	0.028	NA	MS	K2	NA	Pan25	NA	NA	NA	NA	EB
87	TIC196817076_A	0.989	0.001	0.001	0.788	0.005	0.005	5285.0	150.0	150.0	0.436	0.050	0.050	-0.05	0.15	0.15	4.28	0.27	0.27	2.021	0.039	0.039	NA	MS	K0	NA	Pan25	NA	NA	NA	NA	EB
88	TIC196817076_B	0.818	0.011	0.011	0.762	0.005	0.005	5200.0	155.0	155.0	0.382	0.046	0.046	0.02	0.13	0.13	4.14	0.39	0.39	1.849	0.044	0.044	NA	MS	K1	NA	Pan25	NA	NA	NA	NA	EB
89	TIC219488423_A	0.565	0.016	0.016	0.564	0.007	0.007	4870.0	90.0	90.0	0.161	0.013	0.013	-0.55	0.12	0.12	4.55	0.15	0.15	3.15	0.15	0.15	NA	MS	K3	NA	Pan25	NA	NA	NA	NA	EB
90	TIC219488423_B	0.555	0.016	0.016	0.564	0.006	0.006	4680.0	120.0	120.0	0.137	0.014	0.014	-0.54	0.13	0.13	4.6	0.18	0.18	3.09	0.13	0.13	NA	MS	K4	NA	Pan25	NA	NA	NA	NA	EB
91	TIC252991035_A	0.736	0.009	0.009	0.741	0.005	0.005	5540.0	140.0	140.0	0.466	0.048	0.048	-0.21	0.15	0.15	4.3	0.13	0.13	1.809	0.043	0.043	NA	MS	G8	NA	Pan25	NA	NA	NA	NA	EB
92	TIC252991035_B	0.724	0.009	0.009	0.688	0.005	0.005	5370.0	130.0	130.0	0.355	0.035	0.035	-0.2	0.14	0.14	4.44	0.12	0.12	2.223	0.056	0.056	NA	MS	G9	NA	Pan25	NA	NA	NA	NA	EB
93	TIC344753509_A	0.743	0.005	0.005	0.729	0.006	0.006	5520.0	120.0	120.0	0.445	0.039	0.039	-0.11	0.12	0.12	4.39	0.09	0.09	1.918	0.049	0.049	NA	MS	G8	NA	Pan25	NA	NA	NA	NA	EB
94	TIC344753509_B	0.743	0.005	0.005	0.756	0.005	0.005	5175.0	155.0	155.0	0.369	0.045	0.045	-0.1	0.1	0.1	4.49	0.12	0.12	1.720	0.036	0.036	NA	MS	K2	NA	Pan25	NA	NA	NA	NA	EB
95	TIC72696540_A	1.267	0.011	0.011	2.365	0.043	0.043	5965.0	120.0	120.0	6.38	0.56	0.56	0.04	0.1	0.1	4.21	0.12	0.12	0.0958	0.0053	0.0053	NA	Subgiant	F9	NA	Pan25	NA	NA	NA	NA	EB
96	TIC72696540_B	1.281	0.011	0.011	2.517	0.035	0.035	5230.0	150.0	150.0	4.27	0.50	0.50	0.03	0.13	0.13	3.9	0.4	0.4	0.0803	0.0034	0.0034	NA	Subgiant	K0	NA	Pan25	NA	NA	NA	NA	EB
97	OGLE_LMC-ECL-02197_A	2.33	0.09	0.09	2.25	0.16	0.16	4750.0	120.0	120.0	290.0	70.0	50.0	NA	NA	NA	2.0	0.11	0.11	0.205	0.044	0.044	NA	RGB	G/earlyK	NA	Hoyman20	NA	NA	NA	NA	EB
98	OGLE_LMC-ECL-02197_B	2.1	0.1	0.1	15.64	0.19	0.19	4800.0	220.0	220.0	120.23	34.66	26.9	NA	NA	NA	2.37	0.17	0.17	0.000549	0.000033	0.000033	NA	RGB	G/earlyK	NA	Hoyman20	NA	NA	NA	NA	EB
99	OGLE_LMC-ECL-33491_A	1.9	0.13	0.13	6.4	0.52	0.52	5800.0	180.0	180.0	41.78	28.2	16.84	NA	NA	NA	3.1	0.21	0.21	0.0072	0.0018	0.0018	NA	RGB	G/earlyK	NA	Hoyman20	NA	NA	NA	NA	EB
100	OGLE_LMC-ECL-33491_B	1.89	0.14	0.14	6.15	0.55	0.55	5700.0	170.0	170.0	36.06	45.98	20.21	NA	NA	NA	3.14	0.35	0.35	0.0081	0.0023	0.0023	NA	RGB	G/earlyK	NA	Hoyman20	NA	NA	NA	NA	EB
101	OGLE_SMC-ECL-03529_A	2.49	0.09	0.09	13.16	0.67	0.67	5500.0	180.0	180.0	142.89	22.69	19.58	NA	NA	NA	2.6	0.21	0.21	0.00109	0.00017	0.00017	NA	RGB	G/earlyK	NA	Hoyman20	NA	NA	NA	NA	EB
102	OGLE_SMC-ECL-03529_B	2.36	0.1	0.1	9.88	0.88	0.88	5300.0	250.0	250.0	69.5	18.2	14.42	NA	NA	NA	2.82	0.33	0.33	0.00245	0.00066	0.00066	NA	RGB	G/earlyK	NA	Hoyman20	NA	NA	NA	NA	EB
103	OGLE_SMC-ECL-00439_A	2.25	0.09	0.09	10.23	0.38	0.38	5200.0	220.0	220.0	69.02	18.68	14.7	NA	NA	NA	2.77	0.07	0.07	0.00210	0.00025	0.00025	NA	RGB	G/earlyK	NA	Hoyman20	NA	NA	NA	NA	EB
104	OGLE_SMC-ECL-00439_B	2.24	0.1	0.1	10.38	0.88	0.88	5100.0	220.0	220.0	65.77	22.14	16.56	NA	NA	NA	2.76	0.09	0.09	0.00200	0.00052	0.00052	NA	RGB	G/earlyK	NA	Hoyman20	NA	NA	NA	NA	EB
105	OGLE_SMC-ECL-00727_A	2.97	0.11	0.11	16.81	0.54	0.54	5400.0	150.0	150.0	172.19	28.72	24.62	NA	NA	NA	2.46	0.04	0.04	0.000625	0.000065	0.000065	NA	RGB	G/earlyK	NA	Hoyman20	NA	NA	NA	NA	EB
106	OGLE_SMC-ECL-00727_B	2.24	0.13	0.13	20.57	0.89	0.89	5200.0	150.0	150.0	202.77	39.34	32.94	NA	NA	NA	2.16	0.06	0.06	0.000257	0.000037	0.000037	NA	RGB	G/earlyK	NA	Hoyman20	NA	NA	NA	NA	EB
107	KIC4484356_A	0.88	0.06	0.06	0.82	0.02	0.02	5450.0	80.0	80.0	0.54	0.07	0.06	NA	NA	NA	4.55	0.01	0.01	1.60	0.16	0.16	NA	MS	NA	NA	Ozdarcan24	NA	NA	NA	NA	EB
108	KIC4484356_B	0.84	0.06	0.06	0.88	0.02	0.02	5400.0	NA	NA	0.59	0.07	0.06	NA	NA	NA	4.47	0.01	0.01	1.23	0.12	0.12	NA	MS	NA	NA	Ozdarcan24	NA	NA	NA	NA	EB
