Teff,logg,Meta,eTeff,elogg,eMeta
5967.0,4.17,0.04,50.0,0.1,0.08
5966.0,3.7,0.14,136.0,0.05,0.08
5966.0,4.493,-0.02,196.5,0.128,0.3
5966.0,4.12,0.18,21.0,0.04,0.02
5965.0,4.08,0.04,100.0,0.0345,0.07
5965.0,4.38,0.06,154.115,0.127,0.1395
5964.0,4.39,0.04,114.815,0.1175,0.151
5963.0,4.36,0.15,110.295,0.138,0.1495
5962.0,4.484,-0.2,79.0,0.023,0.1
5961.0,4.3,0.19,67.59,0.1105,0.082
5961.0,4.39,0.0,109.25,0.124,0.16499999999999998
5961.0,4.39,0.01,162.01999999999998,0.138,0.1595
5961.0,4.4,0.01,125.13,0.0985,0.148
5961.0,4.5,-0.01,27.0,0.1,0.04
5960.0,4.09,0.09,52.5,0.02,0.06
5960.0,4.24,-0.17,20.0,0.02,0.02
5959.0,4.486,-0.26,134.0,0.009,0.1
5958.0,4.38,0.03,257.455,0.1435,0.14400000000000002
5958.0,4.39,0.04,129.385,0.124,0.154
5957.0,4.38,0.04,215.25,0.131,0.1525
5957.0,4.4,0.01,106.48,0.11499999999999999,0.1555
5957.0,4.15,0.34,26.0,0.04,0.02
5956.0,4.32,0.09,62.2,0.10400000000000001,0.0805
5956.0,4.35,0.09,79.19,0.1615,0.145
5954.0,4.37,0.09,92.99,0.152,0.159
5954.0,4.38,0.08,71.42,0.10699999999999998,0.1425
5950.0,4.4,0.15,83.0,0.03,0.06
5950.0,4.25,-0.3,150.0,0.3,0.25
5949.0,4.38,0.03,181.49,0.1315,0.14900000000000002
5948.0,4.39,0.01,212.33499999999998,0.1285,0.1535
5947.0,4.175,0.07,100.0,0.013,0.04
5946.0,4.38,-0.1,70.455,0.097,0.1175
5946.0,4.39,0.03,110.10499999999999,0.1225,0.15350000000000003
5946.0,4.227,-0.257,20.0,0.034,0.019
5945.0,4.37,0.09,172.11,0.1395,0.1395
5945.0,4.2,0.1,24.0,0.02,0.04
5945.0,4.33,0.22,110.0,0.1,0.09
5945.0,4.46,0.01,90.0,0.05,0.07
5944.0,4.4,0.02,111.42,0.11199999999999999,0.15050000000000002
5944.0,3.97,0.05,86.46000000000001,0.16949999999999998,0.11050000000000001
5943.0,4.37,0.12,109.61,0.1355,0.1455
5942.0,4.506,-0.06,184.5,0.1235,0.275
5942.0,4.327,-0.04,184.5,0.1615,0.275
5941.0,3.995,0.164,78.0,0.045,0.0815
5941.0,4.36,0.11,99.625,0.1475,0.1445
5940.0,4.231,-0.008,100.0,0.02,0.06
5940.0,4.3,0.14,140.0,0.1,0.07
5940.0,4.39,0.04,81.875,0.1335,0.1525
5940.0,4.24,0.09,100.0,0.12,0.06
5939.0,4.361,0.17,87.0,0.047,0.095
5937.0,4.275,-0.176,138.0,0.15,0.235
5936.0,4.501,0.07,112.0,0.0645,0.15
5936.0,4.42,-0.04,110.575,0.101,0.1765
5935.0,4.41,0.01,95.74000000000001,0.057,0.0905
5935.0,4.39,0.05,154.01999999999998,0.1255,0.14550000000000002
5934.0,4.38,0.08,118.545,0.128,0.1535
5933.0,3.98,0.11,44.0,0.1,0.03
5933.0,4.11,0.19,61.160000000000004,0.022,0.0725
5933.0,4.3,0.07,78.555,0.112,0.0885
5932.0,4.39,0.03,92.425,0.1345,0.15200000000000002
5931.0,4.545,-0.28,169.5,0.11549999999999999,0.3
5931.0,4.35,0.18,94.89,0.1725,0.1515
5928.0,4.4,0.04,161.46,0.1245,0.14200000000000002
5927.0,4.42,-0.01,72.935,0.0565,0.0915
5926.0,4.506,-0.04,193.5,0.13,0.275
5926.0,4.39,0.06,115.22,0.1255,0.151
5925.0,4.394,-0.14,113.0,0.1,0.15
5925.0,4.4,0.03,183.995,0.1185,0.14250000000000002
5924.0,4.47,0.37,64.0,0.18,0.08
5924.0,4.41,0.01,222.12,0.124,0.158
5923.0,4.43,-0.08,135.875,0.1005,0.182
5923.0,4.33,-0.06,72.465,0.1045,0.11499999999999999
5922.0,4.3,0.11,60.0,0.1,0.04
5921.0,4.36,-0.07,26.0,0.045,0.1
5920.0,4.36,-0.06,104.0,0.03,0.08499999999999999
5920.0,4.65,0.05,30.0,0.05,0.02
5919.0,4.36,0.02,100.21000000000001,0.0975,0.0885
5918.0,4.544,-0.26,197.5,0.12,0.3
5918.0,4.403,-0.04,118.0,0.1,0.15
5914.0,4.1,0.34,64.0,0.06,0.11
5913.0,4.35,0.19,101.75,0.1515,0.14300000000000002
5913.0,4.42,-0.03,78.765,0.1205,0.16849999999999998
5913.0,4.4,0.0,105.56,0.123,0.1625
5913.0,4.42,0.0,77.36500000000001,0.0515,0.0905
5912.0,4.5,-0.24,49.0,0.1,0.05
5911.0,4.42,-0.01,102.02,0.1135,0.16999999999999998
5911.0,4.194,-0.049,138.0,0.15,0.235
5911.0,4.39,0.08,19.0,0.03,0.01
5910.0,4.236,0.14,145.0,0.051,0.08
5909.0,4.41,0.0,126.58000000000001,0.11349999999999999,0.16599999999999998
5909.0,4.41,0.05,94.11500000000001,0.111,0.15
5909.0,4.11,0.05,50.0,0.1,0.08
5908.0,4.31,0.12,68.03999999999999,0.111,0.075
5907.0,3.86,0.1,150.0,0.14,0.1
5907.0,4.365,0.29,52.0,0.054,0.07
5906.0,4.42,0.01,169.845,0.10250000000000001,0.15200000000000002
5906.0,4.4,0.1,140.3,0.10849999999999999,0.14350000000000002
5905.0,4.297,0.167,12.0,0.021,0.025500000000000002
5905.0,4.4,0.07,93.275,0.12,0.153
5904.0,4.42,-0.03,167.305,0.0915,0.15550000000000003
5904.0,4.4,0.03,117.13499999999999,0.11699999999999999,0.161
5904.0,4.41,0.03,120.11500000000001,0.1295,0.157
5904.0,4.38,0.05,74.06,0.153,0.15300000000000002
5904.0,4.34,-0.16,22.0,0.03,0.02
5903.0,4.39,0.07,133.485,0.135,0.1575
5903.0,4.437,-0.26,166.5,0.14450000000000002,0.3
5902.0,4.4,0.04,154.28,0.1315,0.14650000000000002
5902.0,4.4,0.04,72.925,0.131,0.15050000000000002
5902.0,4.53,-0.2,61.0,0.1,0.05
5901.0,4.41,0.04,85.6,0.11499999999999999,0.1495
5900.0,4.13,-0.02,100.0,0.05,0.06
5900.0,4.26,0.29,120.0,0.04,0.09
5900.0,4.53,0.15,100.0,0.02,0.09
5900.0,4.3,-0.37,100.0,0.2,0.02
5900.0,4.07,-0.12,15.0,0.04,0.01
5900.0,4.4,-0.1,120.0,0.1,0.1
5900.0,4.3,0.05,100.0,0.2,0.1
5899.0,4.32,-0.05,88.895,0.119,0.11499999999999999
5897.0,4.25,0.02,111.0,0.13,0.15
5896.0,4.27,0.23,68.28999999999999,0.126,0.0755
5895.0,4.41,-0.01,78.715,0.1185,0.1595
5894.0,4.42,0.0,140.395,0.10999999999999999,0.1565
5894.0,4.38,0.34,82.65,0.040999999999999995,0.0695
5893.0,4.42,0.03,180.425,0.1015,0.15200000000000002
5893.0,4.41,0.04,137.465,0.11049999999999999,0.144
5892.0,4.4,0.08,96.19,0.11249999999999999,0.14550000000000002
5892.0,4.36,0.04,58.355000000000004,0.10400000000000001,0.089
5890.0,4.2,0.1,140.0,0.1,0.09
5890.0,4.38,0.13,88.285,0.152,0.149
5890.0,4.42,-0.02,167.065,0.10849999999999999,0.16199999999999998
5890.0,4.25,-0.26,50.0,0.1,0.08
5889.0,4.492,-0.16,196.0,0.1365,0.3
5889.0,4.27,-0.27,74.59,0.1275,0.122
5888.0,4.342,-0.1,111.5,0.115,0.15
5888.0,4.42,0.0,166.88,0.10450000000000001,0.16249999999999998
5887.0,4.41,0.09,116.64,0.116,0.1465
5887.0,4.41,0.01,171.975,0.127,0.1545
5887.0,4.292,0.16,74.5,0.12,0.15
5887.0,4.29,-0.06,117.0,0.1255,0.15
5887.0,4.03,-0.047,46.0,0.05,0.02
5886.0,4.33,0.03,72.08500000000001,0.1085,0.0935
5885.38,4.17384,0.0247,94.35,0.030528,0.0618
5885.0,4.42,-0.03,118.755,0.124,0.173
5884.0,4.15,0.2,75.0,0.15,0.1
5884.0,4.43,-0.07,136.325,0.10500000000000001,0.1725
5884.0,4.36,0.03,97.07,0.10300000000000001,0.084
5884.0,4.39,0.06,90.395,0.1325,0.146
5882.0,4.39,0.03,70.91,0.0775,0.0895
5881.0,4.259,0.16,79.0,0.1245,0.15
5880.0,4.25,0.04,74.78,0.126,0.0875
5880.0,4.29,0.07,83.5,0.04,0.07
5877.0,4.36,0.22,69.59,0.077,0.0795
5877.0,3.927,0.04,116.0,0.14500000000000002,0.15
5876.0,4.4,0.05,126.285,0.1335,0.154
5875.0,4.52,-0.21,61.53,0.015,0.097
5874.0,3.664,0.12,83.0,0.25,0.15
5873.0,4.24,0.22,19.0,0.04,0.01
5872.0,4.332,0.1,74.5,0.109,0.15
5871.0,4.42,0.02,98.32499999999999,0.11649999999999999,0.14450000000000002
5871.0,4.48,-0.17,58.455,0.042,0.11699999999999999
5871.0,4.493,0.21,79.0,0.0645,0.15
5870.0,4.42,-0.06,162.685,0.10650000000000001,0.1685
5870.0,4.42,0.04,144.525,0.1075,0.1555
5870.0,4.39,0.06,100.0,0.1,0.1
5869.0,4.42,-0.04,278.45500000000004,0.12,0.1615
5869.0,4.4,0.05,104.73,0.14400000000000002,0.1495
5869.0,4.17,-0.27,84.5,0.04,0.06
5868.0,4.53,-0.12,157.5,0.1105,0.3
5868.0,4.363,-0.22,111.0,0.109,0.15
5867.0,4.42,-0.14,66.02,0.0915,0.126
5866.0,4.117,-0.2,105.0,0.15,0.15
5866.0,4.175,0.0,111.0,0.14,0.15
5866.0,4.42,-0.01,71.73,0.0675,0.10400000000000001
5866.0,4.4,0.03,77.03999999999999,0.1395,0.15749999999999997
5866.0,4.43,-0.05,128.535,0.095,0.17149999999999999
5865.0,4.36,0.04,91.625,0.10200000000000001,0.092
5865.0,4.163,0.0,111.0,0.14,0.15
5865.0,4.42,0.06,95.78,0.117,0.153
5863.0,4.41,0.02,117.70499999999998,0.1345,0.15500000000000003
5863.0,4.42,0.01,102.285,0.11499999999999999,0.15100000000000002
5863.0,4.24,0.06,80.77,0.1315,0.08249999999999999
5862.0,4.44,-0.09,175.53,0.1015,0.1795
5861.0,4.42,0.02,250.56,0.11599999999999999,0.15000000000000002
5861.0,4.16,0.06,17.0,0.03,0.02
5860.0,4.42,0.06,114.255,0.111,0.1525
5860.0,4.39,0.08,73.375,0.147,0.1505
5859.0,4.5,0.19,50.0,0.1,0.08
5858.0,4.407,-0.12,114.0,0.14,0.11
5857.0,4.44,0.02,139.71,0.096,0.15250000000000002
5857.0,4.43,-0.01,145.075,0.1055,0.15150000000000002
5857.0,4.43,0.03,90.74,0.0975,0.15300000000000002
5856.0,4.386,0.16,79.0,0.0945,0.15
5855.0,4.227,0.26,110.0,0.13,0.15
5855.0,4.125,0.4,111.0,0.14,0.1
5854.0,4.469,0.06,116.5,0.08,0.15
5854.0,4.25,0.05,85.0,0.02,0.05
5852.0,4.559,-0.3,149.0,0.1095,0.3
5852.0,4.44,-0.07,85.82499999999999,0.1065,0.1835
5851.0,4.42,0.05,99.045,0.11549999999999999,0.16099999999999998
5851.0,4.42,0.0,259.355,0.125,0.1565
5850.0,4.45,0.05,71.015,0.037500000000000006,0.087
5850.0,4.33,-0.14,61.165,0.10700000000000001,0.146
5849.0,4.42,0.06,132.32,0.13,0.14500000000000002
5849.0,4.41,0.04,169.945,0.1265,0.14300000000000002
5849.0,4.21,0.13,71.275,0.121,0.088
5849.0,4.39,-0.01,58.57,0.096,0.10400000000000001
5845.0,4.44,-0.05,131.32999999999998,0.10550000000000001,0.17049999999999998
5845.0,4.39,-0.18,13.0,0.02,0.01
5844.0,4.25,0.03,42.0,0.06,0.04
5844.0,4.42,-0.01,266.58500000000004,0.1295,0.15150000000000002
5844.0,4.046,-0.33,12.0,0.016,0.03
5843.0,4.146,0.29,52.0,0.054,0.03
5842.0,4.53,-0.23,54.7,0.010499999999999999,0.081
5842.0,4.45,-0.04,256.385,0.11050000000000001,0.16349999999999998
5842.0,4.43,0.04,128.75,0.116,0.1485
5841.0,4.52,0.07,202.5,0.11499999999999999,0.275
5840.0,4.43,0.04,148.85,0.129,0.14450000000000002
5840.0,4.553,-0.24,174.0,0.12,0.3
5840.0,4.36,0.04,83.975,0.10200000000000001,0.0935
5839.0,4.487,0.09,70.0,0.039,0.04
5839.0,4.41,0.04,123.72,0.1365,0.149
5839.0,4.23,0.34,69.69,0.14,0.054
5839.0,4.43,0.02,115.795,0.107,0.158
5839.0,4.45,-0.07,76.305,0.091,0.16349999999999998
5838.0,4.39,0.01,92.55,0.089,0.0875
5837.0,4.38,0.04,100.525,0.096,0.0945
5837.0,4.42,0.02,70.22,0.127,0.15200000000000002
5837.0,4.45,-0.02,87.75,0.088,0.15999999999999998
5836.0,4.4,0.09,93.67,0.13,0.1485
5835.0,4.42,0.06,127.945,0.11049999999999999,0.152
5835.0,4.44,0.0,78.485,0.1025,0.1685
5834.0,4.39,0.24,126.065,0.13,0.144
5834.0,4.566,-0.5,165.5,0.10500000000000001,0.3
5834.0,4.42,0.06,106.22999999999999,0.11699999999999999,0.1535
5833.0,4.43,0.02,147.115,0.10300000000000001,0.1585
5831.0,4.517,0.0,174.5,0.126,0.275
5831.0,4.42,0.06,115.175,0.1265,0.1395
5831.0,4.43,0.03,94.61500000000001,0.1125,0.15300000000000002
5831.0,4.44,-0.04,124.67,0.10400000000000001,0.16699999999999998
5830.0,4.42,0.05,125.07499999999999,0.1215,0.14650000000000002
5830.0,4.473,0.16,100.0,0.0305,0.07
5829.0,4.42,0.03,98.14500000000001,0.074,0.094
5828.0,4.44,0.03,140.905,0.1,0.1545
5825.0,4.237,0.14,111.0,0.13,0.15
5825.0,4.42,0.06,104.72999999999999,0.1365,0.136
5825.0,4.125,0.02,75.0,0.03,0.1
5822.0,4.351,-0.06,110.5,0.115,0.15
5822.0,4.107,-0.091,138.0,0.15,0.235
5821.0,4.108,0.04,79.0,0.14,0.15
5821.0,4.44,-0.03,173.64999999999998,0.10250000000000001,0.1595
5820.0,4.45,-0.03,87.195,0.094,0.1585
5820.0,4.43,-0.02,207.26,0.10900000000000001,0.15699999999999997
5820.0,4.502,-0.01,80.0,0.014,0.07
5820.0,4.22,0.06,66.64,0.16,0.08299999999999999
5819.0,4.468,0.14,78.0,0.08,0.15
5818.0,4.065,0.24,77.5,0.14150000000000001,0.125
5818.0,4.45,-0.04,87.83,0.0975,0.1725
5817.0,4.4,0.0,85.86,0.08449999999999999,0.097
5817.0,4.43,-0.14,63.16,0.087,0.128
5817.0,4.3,-0.05,46.5,0.05,0.18
5817.0,4.46,0.0,173.0,0.03,0.17
5816.0,4.21,0.12,83.08500000000001,0.135,0.0885
5816.0,4.43,0.03,106.73500000000001,0.117,0.14300000000000002
5815.0,4.43,0.04,119.80499999999999,0.111,0.1475
5813.0,4.4,0.01,94.225,0.086,0.098
5813.0,4.42,0.03,99.025,0.0665,0.0965
5812.0,4.43,0.04,135.575,0.1215,0.14800000000000002
5810.0,4.4,0.06,78.005,0.081,0.0935
5809.0,4.18,0.06,64.47,0.016,0.0605
5808.0,4.26,0.2,40.0,0.045,0.035
5808.0,4.44,0.03,105.06,0.107,0.14800000000000002
5808.0,4.43,0.03,116.29500000000002,0.11599999999999999,0.15000000000000002
5808.0,4.522,-0.06,116.5,0.075,0.15
5808.0,4.172,0.14,78.0,0.135,0.15
5808.0,4.44,0.02,91.28,0.1005,0.14900000000000002
5807.0,4.39,0.02,88.77000000000001,0.0945,0.094
5806.0,4.43,0.03,113.025,0.123,0.1525
5806.0,4.528,-0.04,78.0,0.0455,0.15
5806.0,4.42,0.07,88.715,0.1365,0.14
5806.0,4.43,0.03,146.815,0.1265,0.15899999999999997
5805.0,4.41,-0.281,15.0,0.045,0.013
5803.0,4.42,0.1,94.105,0.10999999999999999,0.151
5802.0,4.36,0.03,69.92,0.10550000000000001,0.089
5802.0,4.45,0.01,136.67,0.096,0.1555
5800.0,4.37,0.16,140.0,0.03,0.14
5800.0,4.22,0.15,100.0,0.04,0.1
5799.0,4.05,-0.03,61.0,0.1,0.04
5799.0,4.39,-0.306,19.0,0.05,0.016
5798.0,4.46,-0.26,58.26,0.083,0.1465
5797.0,4.43,0.03,169.21,0.122,0.14250000000000002
5797.0,4.44,-0.03,189.79500000000002,0.10650000000000001,0.1735
5796.0,4.45,-0.02,76.945,0.093,0.16499999999999998
5796.0,4.43,0.04,135.57999999999998,0.11649999999999999,0.15450000000000003
5794.0,4.45,-0.02,210.615,0.10200000000000001,0.15699999999999997
5794.0,4.43,-0.02,189.5,0.04,0.15000000000000002
5794.0,4.25,0.25,50.0,0.1,0.08
5794.0,4.02,0.1,100.0,0.1,0.06
5793.0,4.44,0.06,150.095,0.11199999999999999,0.14800000000000002
5793.0,4.16,-0.45,59.0,0.02,0.02
5793.0,4.53,0.09,22.0,0.16,0.05
5792.0,4.42,0.05,108.14,0.11599999999999999,0.152
5792.0,4.44,0.0,219.535,0.11499999999999999,0.15450000000000003
5791.0,4.381,0.16,82.0,0.1,0.15
5791.0,4.45,-0.02,127.165,0.104,0.1595
5791.0,4.38,0.04,61.765,0.096,0.089
5791.0,4.47,-0.05,81.0,0.03,0.07
5791.0,3.81,-0.23,50.0,0.1,0.08
5790.0,4.49,-0.12,162.0,0.035,0.16499999999999998
5790.0,4.44,-0.04,40.0,0.05,0.08
5789.0,4.49,0.1,45.375,0.013999999999999999,0.086
5789.0,4.43,0.07,87.25999999999999,0.108,0.1555
5789.0,4.386,-0.292,21.0,0.035,0.02
5789.0,4.39,-0.02,48.0,0.045,0.03
5788.0,4.442,0.16,82.0,0.08499999999999999,0.15
5788.0,4.48,-0.1,173.5,0.035,0.18
5786.0,4.106,-0.02,109.5,0.14450000000000002,0.15
5785.0,4.44,-0.03,249.73000000000002,0.109,0.16449999999999998
5785.0,4.36,-0.01,95.06,0.1115,0.1075
5784.0,4.374,-0.038,138.0,0.15,0.235
5784.0,4.45,0.06,50.0,0.1,0.08
5782.0,4.45,0.01,159.91,0.10350000000000001,0.14950000000000002
5782.0,4.38,0.02,67.975,0.099,0.096
5782.0,4.273,-0.034,138.0,0.15,0.235
5780.0,4.45,0.03,74.935,0.0935,0.15000000000000002
5780.0,4.44,0.0,90.815,0.1115,0.154
5779.0,4.43,-0.2,74.0,0.08,0.07
5778.33,4.265027,0.0183,94.42,0.030225,0.0606
5778.0,4.44,0.06,93.86500000000001,0.107,0.1515
5778.0,4.44,0.02,63.215,0.067,0.0955
5777.0,4.49,0.12,61.0,0.09,0.04
5777.0,4.45,-0.02,210.11,0.11449999999999999,0.1555
5776.0,4.554,-0.18,191.0,0.10500000000000001,0.3
5776.0,4.554,-0.18,146.5,0.1155,0.3
5776.0,4.44,0.05,71.52000000000001,0.104,0.1515
5776.0,4.46,-0.03,144.85,0.097,0.16
5774.0,4.526,-0.22,180.5,0.12,0.3
5774.0,4.49,-0.16,78.285,0.078,0.193
5773.19,4.226014,-0.2172,58.14,0.02197,0.0593
5773.0,4.45,0.02,149.63,0.1235,0.15
5772.0,4.38,0.25,86.0,0.03,0.06
5772.0,4.44,0.03,195.745,0.11599999999999999,0.14200000000000002
5772.0,4.528,0.0,164.5,0.125,0.275
5772.0,4.44,0.04,163.715,0.1255,0.157
5771.0,4.374,0.06,109.5,0.105,0.15
5771.0,4.44,0.04,98.15,0.1205,0.14450000000000002
5771.0,4.45,-0.02,102.565,0.1025,0.1605
5770.0,4.47,0.07,50.0,0.04,0.06
5770.0,4.46,-0.06,67.505,0.085,0.17149999999999999
5770.0,4.3,0.0,63.809999999999995,0.16399999999999998,0.1095
5770.0,4.39,0.03,87.38,0.098,0.093
5770.0,4.1,-0.17,80.0,0.1,0.08
5769.0,4.47,-0.08,132.53,0.08099999999999999,0.1755
5769.0,4.42,0.05,59.805,0.07,0.0905
5769.0,4.45,-0.04,74.55,0.063,0.1095
5769.0,4.4,0.08,38.0,0.06,0.02
5767.0,4.45,0.02,111.445,0.106,0.14600000000000002
5765.0,4.45,0.02,103.455,0.0945,0.156
5765.0,4.45,0.04,148.97,0.10450000000000001,0.155
5765.0,4.38,0.19,18.0,0.03,0.01
5765.0,4.4,-0.39,170.0,0.07,0.25
5763.0,4.314,-0.006,79.0,0.044,0.063
5763.0,4.47,0.23,56.42,0.0175,0.0595
5763.0,4.45,-0.03,117.75,0.1205,0.159
5762.0,4.45,-0.03,248.425,0.10900000000000001,0.16299999999999998
5761.0,4.43,0.06,67.17500000000001,0.122,0.16
5761.0,4.45,0.0,121.35499999999999,0.094,0.14750000000000002
5760.0,4.41,0.11,68.655,0.14450000000000002,0.1445
5759.0,4.48,-0.16,91.46000000000001,0.081,0.2
5758.0,4.21,0.21,87.63,0.134,0.113
5757.0,4.32,0.21,85.0,0.09,0.09
5757.0,4.597,-0.5,155.0,0.09,0.3
5757.0,4.45,0.25,50.0,0.1,0.08
5756.0,4.45,0.06,175.54500000000002,0.114,0.144
5756.0,4.46,0.0,139.24,0.0945,0.14800000000000002
5754.0,4.43,0.07,79.82,0.131,0.148
5754.0,4.37,0.29,79.62,0.08199999999999999,0.0635
5753.0,4.45,-0.01,155.42000000000002,0.112,0.1615
5753.0,4.45,0.03,76.88,0.106,0.14650000000000002
5753.0,4.47,-0.03,89.11000000000001,0.0875,0.15949999999999998
5753.0,4.23,0.13,50.0,0.1,0.08
5752.0,4.58,0.04,100.0,0.1,0.06
5751.0,4.391,0.21,108.5,0.1,0.15
5750.0,4.4,0.0,125.0,0.15,0.3
5750.0,4.3,0.27,90.0,0.07,0.12
5750.0,4.278,0.38,100.0,0.005,0.11
5749.0,4.43,0.15,61.0,0.1,0.04
5749.0,4.547,-0.1,161.5,0.11,0.3
5749.0,4.547,-0.1,161.5,0.1,0.275
5749.0,4.424,0.074,22.0,0.036,0.02
5748.0,4.44,0.27,68.31,0.038,0.068
5748.0,4.16,0.09,79.78,0.1585,0.087
5748.0,4.34,-0.11,50.0,0.1,0.08
5747.0,4.25,0.05,60.785,0.1515,0.0695
5747.0,4.48,-0.1,78.455,0.0785,0.178
5747.0,4.47,-0.04,129.76,0.0925,0.16599999999999998
5747.0,4.208,0.328,53.5,0.0335,0.048
5746.0,4.41,0.02,55.455,0.0905,0.0985
5746.0,4.09,-0.35,62.67999999999999,0.0135,0.087
5745.0,4.46,0.0,172.125,0.1115,0.16
5745.0,4.559,-0.2,191.0,0.10500000000000001,0.3
5744.0,4.47,-0.04,120.705,0.093,0.15999999999999998
5744.0,4.39,0.27,24.0,0.04,0.02
5743.0,4.45,0.03,95.85,0.1205,0.14550000000000002
5743.0,4.48,-0.13,64.545,0.085,0.1785
5743.0,4.46,0.03,75.81,0.092,0.14900000000000002
5742.0,4.204,-0.036,138.0,0.15,0.235
5742.0,3.92,0.287,94.0,0.02,0.09
5741.0,4.48,0.21,53.3,0.0215,0.0735
5741.0,4.495,0.12,171.0,0.13,0.275
5740.0,4.286,0.18,130.0,0.032,0.08
5740.0,4.46,0.03,53.295,0.058499999999999996,0.101
5740.0,4.4,0.0,80.0,0.1,0.1
5738.0,4.426,-0.06,164.5,0.14450000000000002,0.3
5737.0,4.59,-0.18,70.0,0.1,0.2
5737.0,4.455,-0.12,36.0,0.038,0.05
5735.0,4.47,-0.02,77.975,0.0845,0.1565
5735.0,4.47,-0.03,112.35,0.094,0.1535
5734.0,4.24,0.14,50.0,0.05,0.15
5734.0,4.45,0.04,78.25,0.1045,0.14350000000000002
5734.0,4.462,0.04,109.5,0.08499999999999999,0.15
5733.0,4.41,0.11,79.61,0.149,0.14500000000000002
5733.0,3.97,0.3,55.0,0.048,0.04
5732.0,4.46,0.02,67.11,0.0535,0.096
5732.0,4.1,-0.11,60.0,0.1,0.04
5732.0,4.27,0.41,61.9,0.136,0.038
5732.0,4.458,0.22,23.0,0.017,0.02
5732.0,4.371,0.19,53.0,0.039,0.03
5732.0,4.46,0.14,50.0,0.05,0.02
5731.0,4.451,-0.32,109.0,0.095,0.15
5730.0,4.3,0.18,80.0,0.1,0.08
5730.0,4.45,0.06,93.81,0.1145,0.14300000000000002
5730.0,4.394,0.16,81.5,0.1,0.15
5730.0,4.49,-0.17,165.95499999999998,0.08549999999999999,0.1965
5729.54,4.144921,0.1249,99.37,0.031561,0.0624
5728.0,4.45,0.06,99.93,0.114,0.14100000000000001
5727.0,4.45,0.0,136.75,0.11900000000000001,0.151
5727.0,4.41,0.11,32.0,0.03,0.05
5726.0,4.418,-0.1,170.0,0.14450000000000002,0.3
5726.0,4.228,0.16,82.0,0.135,0.15
5726.0,4.314,-0.238,138.0,0.15,0.235
5726.0,4.41,-0.24,15.0,0.01,0.01
5725.0,4.33,0.07,65.0,0.04,0.05
5724.0,4.48,-0.08,73.92,0.0885,0.183
5724.0,4.5,-0.22,72.0,0.1,0.06
5723.0,4.45,0.06,78.38499999999999,0.112,0.153
5723.0,4.47,-0.01,68.05000000000001,0.097,0.161
5723.0,4.49,-0.02,68.98,0.035,0.0985
5722.0,4.47,-0.03,98.57499999999999,0.0945,0.1565
5722.0,4.46,0.04,96.86500000000001,0.1035,0.15050000000000002
5721.0,4.442,0.0,107.5,0.0945,0.15
5721.0,4.517,0.02,114.5,0.07,0.15
5720.0,4.166,0.32,130.0,0.016,0.09
5718.0,4.47,0.01,80.55000000000001,0.082,0.16199999999999998
5718.0,4.46,-0.01,111.86000000000001,0.10250000000000001,0.163
5718.0,4.47,-0.03,171.95,0.098,0.16149999999999998
5717.0,4.46,0.04,76.935,0.1215,0.1585
5717.0,4.501,-0.28,33.0,0.036,0.02
5716.0,4.197,-0.378,138.0,0.15,0.235
5716.0,4.57,0.13,50.0,0.1,0.08
5715.0,4.49,0.05,57.730000000000004,0.025,0.088
5715.0,4.47,0.02,175.865,0.1015,0.15000000000000002
5715.0,4.48,-0.05,88.96000000000001,0.085,0.16499999999999998
5714.0,4.33,0.03,76.32,0.1335,0.0885
5713.0,4.33,0.15,82.54499999999999,0.121,0.0925
5713.0,4.42,-0.1,87.0,0.03,0.06
5712.0,4.359,0.1,77.0,0.11,0.15
5712.0,4.46,0.02,64.83,0.0565,0.099
5711.0,4.1693,0.1415,105.0,0.074,0.0152
5710.0,4.47,0.0,130.21,0.0825,0.155
5710.0,4.47,-0.01,104.065,0.09949999999999999,0.16449999999999998
5709.0,4.44,0.07,111.905,0.1195,0.14400000000000002
5708.0,4.46,0.0,154.29500000000002,0.098,0.15799999999999997
5708.0,4.344,-0.15,28.0,0.004,0.04
5706.0,4.48,-0.09,117.64500000000001,0.0785,0.16849999999999998
5706.0,4.382,0.0,108.5,0.10450000000000001,0.15
5706.0,4.49,-0.11,71.43,0.0785,0.1875
5706.0,4.46,0.05,70.34,0.104,0.14750000000000002
5706.0,4.49,-0.07,116.34,0.0805,0.16599999999999998
5705.0,4.499,-0.06,76.0,0.079,0.15
5705.0,4.48,-0.08,100.445,0.08700000000000001,0.1795
5704.0,4.575,-0.3,177.5,0.1,0.3
5704.0,4.41,0.11,50.0,0.1,0.08
5703.0,4.47,-0.03,145.14,0.098,0.16249999999999998
5702.0,4.258,-0.28,180.5,0.22999999999999998,0.3
5701.0,4.47,0.01,156.975,0.1015,0.14
5700.0,4.395,0.09,100.0,0.041499999999999995,0.09
5700.0,4.18,0.29,100.0,0.02,0.12
5700.0,4.47,0.0,113.60499999999999,0.0875,0.15000000000000002
5700.0,4.434,0.16,77.0,0.09,0.15
5700.0,3.85,0.0,120.0,0.25,0.1
5699.0,4.171,0.3,74.0,0.04,0.1
5698.0,4.46,0.03,106.57,0.112,0.14850000000000002
5698.0,4.46,0.04,67.685,0.09849999999999999,0.15400000000000003
5698.0,4.38,-0.21,55.0,0.03,0.04
5697.0,4.53,-0.08,53.364999999999995,0.015,0.0955
