hostname,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
HD 216520,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...10B/abstract target=ref>Burt et al. 2021</a>,,5103.0,20.0,-20.0,0.0,0.76,0.007,-0.007,0.0,0.82,0.04,-0.04,0.0,-0.16,,,0.0,[Fe/H],-0.452,0.004,-0.004,0.0,4.54,0.028,-0.028,0.0
Kepler-247,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5100.0,200.0,-200.0,0.0,0.768,0.214,-0.214,0.0,,,,,,,,,,,,,,4.608,0.3,-0.3,0.0
Kepler-261,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5098.0,100.0,-100.0,0.0,0.794,0.05,-0.05,0.0,,,,,,,,,,,,,,4.561,0.15,-0.15,0.0
Kepler-156,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5094.0,100.0,-100.0,0.0,0.807,0.053,-0.053,0.0,,,,,,,,,,,,,,4.552,0.15,-0.15,0.0
Kepler-1702,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5093.0,122.0,-122.0,0.0,0.725742,,,0.0,0.85,,,0.0,,,,,,-0.49585,,,0.0,4.64592,,,0.0
Kepler-305,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,,5090.0,101.0,-101.0,0.0,0.792,0.025,-0.025,0.0,0.827,0.046,-0.046,0.0,,,,,,,,,,,,,
Kepler-152,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5088.0,100.0,-100.0,0.0,0.724,0.044,-0.044,0.0,,,,,,,,,,,,,,4.605,0.15,-0.15,0.0
HAT-P-26,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5079.0,88.0,-88.0,0.0,0.87,0.05,-0.05,0.0,1.12,0.36,-0.36,0.0,-0.04,,,0.0,[Fe/H],,,,,4.56,0.06,-0.06,0.0
Kepler-161,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5078.0,100.0,-100.0,0.0,0.806,0.052,-0.052,0.0,,,,,,,,,,,,,,4.553,0.15,-0.15,0.0
omi UMa,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,G4 II-III,5075.0,,,0.0,13.84,1.19,-1.04,0.0,2.72,0.14,-0.16,0.0,-0.16,0.08,-0.1,0.0,[Fe/H],2.06266,0.07104,-0.07183,0.0,2.58,0.06,-0.05,0.0
Kepler-78,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5058.0,50.0,-50.0,0.0,0.7475,0.0077,-0.0078,0.0,0.779,0.032,-0.046,0.0,-0.18,0.08,-0.08,0.0,[Fe/H],,,,,,,,
K2-59,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5055.0,93.0,-93.0,0.0,0.731,0.072,-0.072,0.0,0.774,0.073,-0.073,0.0,,,,,,,,,,4.592,0.05,-0.05,0.0
K2-47,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5054.0,82.0,-82.0,0.0,0.76,0.03,-0.03,0.0,0.75,0.02,-0.02,0.0,,,,,,,,,,4.544,0.036,-0.036,0.0
EPIC 201841433,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,5053.0,103.0,-166.0,0.0,0.628461,0.04342,-0.024858,0.0,0.802,0.081,-0.163,0.0,0.0,,,0.0,[Fe/H],,,,,4.595,0.05,-2.86,0.0
HD 189733,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5052.0,16.0,-16.0,0.0,0.75,0.01,-0.01,0.0,0.79,0.08,-0.08,0.0,-0.02,,,0.0,[Fe/H],,,,,4.49,0.05,-0.05,0.0
KOI-4978,<a refstr=WANG_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.2144W/abstract target=ref>Wang et al. 2024</a>,G,5050.28,,,0.0,0.966,0.385,-0.133,0.0,0.859,0.126,-0.065,0.0,,,,,,,,,,,,,
Kepler-1665,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5049.84,27.73,-27.73,0.0,0.777785,,,0.0,0.842,,,0.0,-0.013,0.026,-0.026,0.0,[M/H],-0.45048,,,0.0,4.58166,,,0.0
HD 192699,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5041.0,,,0.0,4.41,,,0.0,1.38,,,0.0,,,,,,,,,,3.25,,,0.0
Kepler-357,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5036.0,200.0,-200.0,0.0,0.834,0.487,-0.487,0.0,,,,,,,,,,,,,,4.503,0.3,-0.3,0.0
HD 13808,<a refstr=AHRER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..407A/abstract target=ref>Ahrer et al. 2021</a>,K2 V,5035.0,50.0,-50.0,0.0,0.781,0.017,-0.022,0.0,0.771,0.022,-0.022,0.0,-0.21,0.02,-0.02,0.0,[Fe/H],,,,,,,,
TOI-1174,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,,5030.0,60.0,-60.0,0.0,0.76,0.05,-0.05,0.0,0.85,0.1,-0.1,0.0,,,,,,,,,,,,,
HD 152581,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5027.0,,,0.0,5.14,,,0.0,1.3,,,0.0,,,,,,,,,,3.29,,,0.0
HD 204941,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5026.0,29.0,-29.0,0.0,0.78,0.01,-0.01,0.0,0.58,0.08,-0.08,0.0,-0.19,,,0.0,[Fe/H],,,,,4.42,0.06,-0.06,0.0
HD 148427,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5025.0,4.0,-4.0,0.0,3.86,0.12,-0.12,0.0,1.64,0.27,-0.27,0.0,0.08,,,0.0,[Fe/H],,,,,3.48,0.06,-0.06,0.0
Kepler-1680,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5021.0,122.0,-122.0,0.0,0.723259,,,0.0,0.834,,,0.0,,,,,,-0.52356,,,0.0,4.64065,,,0.0
Kepler-242,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5020.0,200.0,-200.0,0.0,0.85,0.522,-0.522,0.0,,,,,,,,,,,,,,4.492,0.3,-0.3,0.0
HD 96063,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5020.0,,,0.0,4.75,,,0.0,1.37,,,0.0,,,,,,,,,,3.33,,,0.0
Kepler-224,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5018.0,100.0,-100.0,0.0,0.676,0.038,-0.038,0.0,,,,,,,,,,,,,,4.639,0.15,-0.15,0.0
HD 175541,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5013.0,,,0.0,4.19,,,0.0,1.39,,,0.0,,,,,,,,,,3.33,,,0.0
K2-110,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5010.0,50.0,-50.0,0.0,0.713,0.02,-0.02,0.0,0.738,0.018,-0.018,0.0,-0.34,0.03,-0.03,0.0,[Fe/H],,,,,,,,
HD 212771,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5003.0,,,0.0,5.27,,,0.0,1.56,,,0.0,,,,,,,,,,3.31,,,0.0
Lupus-TR-3,<a refstr=WELDRAKE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675L..37W/abstract target=ref> Weldrake et al. 2008 </a>,,5000.0,150.0,-150.0,0.0,0.82,0.05,-0.05,0.0,0.87,0.04,-0.04,0.0,,,,,,,,,,4.5,0.5,-0.5,0.0
HD 330075,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5000.0,21.0,-21.0,0.0,0.84,0.01,-0.01,0.0,0.47,0.04,-0.04,0.0,0.05,,,0.0,[Fe/H],,,,,4.26,0.03,-0.03,0.0
Kepler-169,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4997.0,100.0,-100.0,0.0,0.763,0.046,-0.046,0.0,,,,,,,,,,,,,,4.582,0.15,-0.15,0.0
BD+60 1417,<a refstr=FAHERTY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...923...48F/abstract target=ref>Faherty et al. 2021</a>,K0,4993.0,124.0,-124.0,0.0,0.797,0.051,-0.051,0.0,1.0,,,0.0,,,,,,0.35595,0.01021,-0.01021,0.0,4.5539,,,0.0
Kepler-278,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4991.0,75.0,-75.0,0.0,2.935,0.066,-0.066,0.0,,,,,,,,,,,,,,3.616,0.044,-0.044,0.0
HD 136418,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4989.0,10.0,-10.0,0.0,3.78,0.1,-0.1,0.0,1.48,0.12,-0.12,0.0,-0.11,,,0.0,[Fe/H],,,,,3.45,0.03,-0.03,0.0
Kepler-240,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4985.0,200.0,-200.0,0.0,0.739,0.299,-0.299,0.0,,,,,,,,,,,,,,4.626,0.3,-0.3,0.0
HD 102956,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4985.0,,,0.0,4.55,,,0.0,1.66,,,0.0,,,,,,,,,,3.38,,,0.0
Kepler-124,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4984.0,100.0,-100.0,0.0,0.636,0.03,-0.03,0.0,,,,,,,,,,,,,,4.669,0.15,-0.15,0.0
HD 200964,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4982.0,,,0.0,4.92,,,0.0,1.39,,,0.0,,,,,,,,,,3.22,,,0.0
18 Del,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,G6 III,4980.0,,,0.0,8.8,0.61,-0.4,0.0,2.1,0.13,-0.09,0.0,-0.06,0.1,-0.1,0.0,[Fe/H],1.63367,0.06102,-0.04283,0.0,2.87,0.03,-0.05,0.0
HD 192263,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4976.0,18.0,-18.0,0.0,0.74,0.01,-0.01,0.0,0.66,0.08,-0.08,0.0,0.03,,,0.0,[Fe/H],,,,,4.51,0.05,-0.05,0.0
HD 28678,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4972.0,,,0.0,6.48,,,0.0,1.53,,,0.0,,,,,,,,,,3.06,,,0.0
HD 184010,<a refstr=TENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ..tmp...97T/abstract target=ref>Teng et al. 2022</a>,K0 III-IV,4971.0,,,0.0,4.86,0.55,-0.49,0.0,1.35,0.19,-0.21,0.0,-0.17,0.1,-0.1,0.0,[Fe/H],1.11694,0.09365,-0.09824,0.0,3.18,0.08,-0.07,0.0
HD 180902,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4961.0,,,0.0,4.16,,,0.0,1.41,,,0.0,,,,,,,,,,3.36,,,0.0
Kepler-332,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4955.0,100.0,-100.0,0.0,0.72,0.041,-0.041,0.0,,,,,,,,,,,,,,4.611,0.15,-0.15,0.0
Kepler-306,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4954.0,100.0,-100.0,0.0,0.719,0.041,-0.041,0.0,,,,,,,,,,,,,,4.611,0.15,-0.15,0.0
Kepler-1694,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4954.0,122.0,-122.0,0.0,0.756284,,,0.0,0.82,,,0.0,,,,,,-0.50811,,,0.0,4.59451,,,0.0
HD 82886,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4953.0,123.0,-123.0,0.0,5.26,0.31,-0.31,0.0,2.53,0.46,-0.46,0.0,-0.31,,,0.0,[Fe/H],,,,,3.4,0.06,-0.06,0.0
HD 177830,<a refstr=MESCHIARI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..117M/abstract target=ref> Meschiari et al. 2011 </a>,,4949.0,,,0.0,2.62,0.06,-0.06,0.0,1.47,,,0.0,0.545,0.03,-0.03,0.0,[Fe/H],0.68502,0.08176,-0.10081,0.0,3.65,,,0.0
HD 1502,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4947.0,,,0.0,4.67,,,0.0,1.46,,,0.0,,,,,,,,,,3.18,,,0.0
HD 14787,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4946.0,,,0.0,5.01,,,0.0,1.43,,,0.0,,,,,,,,,,3.23,,,0.0
HD 181342,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4945.0,,,0.0,4.71,,,0.0,1.69,,,0.0,,,,,,,,,,3.28,,,0.0
HD 4313,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4943.0,,,0.0,5.14,,,0.0,1.63,,,0.0,,,,,,,,,,3.24,,,0.0
Kepler-258,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4942.0,200.0,-200.0,0.0,0.915,0.611,-0.611,0.0,,,,,,,,,,,,,,4.441,0.3,-0.3,0.0
V1298 Tau,<a refstr=FINOCIETY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.526.4627F/abstract target=ref>Finociety et al. 2023</a>,,4941.0,31.0,-16.0,0.0,1.43,0.03,-0.03,0.0,1.26,0.06,-0.06,0.0,,,,,,0.03902,0.01941,-0.02032,0.0,4.227,0.01,-0.008,0.0
6 Lyn,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,K0 IV,4941.0,,,0.0,4.94,0.55,-0.5,0.0,1.32,0.2,-0.21,0.0,-0.17,0.11,-0.07,0.0,[Fe/H],1.1186,0.09545,-0.09823,0.0,3.16,0.08,-0.08,0.0
Kepler-391,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4940.0,100.0,-100.0,0.0,3.569,0.853,-0.853,0.0,,,,,,,,,,,,,,3.455,0.24,-0.24,0.0
HD 18742,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4940.0,,,0.0,5.13,,,0.0,1.36,,,0.0,,,,,,,,,,3.09,,,0.0
TOI-880,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,4935.0,,,0.0,0.816999,,,0.0,0.805415,,,0.0,,,,,,,,,,4.52,,,0.0
HD 215152,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,K3 V,4935.0,76.0,-76.0,0.0,0.73,0.018,-0.018,0.0,0.77,0.015,-0.015,0.0,-0.1,0.04,-0.04,0.0,[Fe/H],,,,,4.4,,,0.0
HD 72490,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4934.0,,,0.0,4.96,,,0.0,1.21,,,0.0,,,,,,,,,,3.21,,,0.0
HD 99492,<a refstr=STALPORT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805669S/abstract target=ref>Stalport et al. 2023</a>,K2 V,4929.0,44.0,-44.0,0.0,,,,,0.85,0.02,-0.02,0.0,0.3,0.03,-0.03,0.0,[Fe/H],,,,,4.57,,,0.0
HD 98219,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4925.0,,,0.0,4.6,,,0.0,1.41,,,0.0,,,,,,,,,,3.36,,,0.0
HD 142245,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4922.0,13.0,-13.0,0.0,4.63,0.16,-0.16,0.0,3.5,0.47,-0.47,0.0,0.17,,,0.0,[Fe/H],,,,,3.65,0.05,-0.05,0.0
HD 167042,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,K1 IV,4919.0,,,0.0,4.63,0.43,-0.4,0.0,1.39,0.17,-0.19,0.0,-0.01,0.1,-0.11,0.0,[Fe/H],1.0569,0.07982,-0.08285,0.0,3.23,0.07,-0.07,0.0
HD 95089,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4918.0,,,0.0,5.08,,,0.0,1.54,,,0.0,,,,,,,,,,3.24,,,0.0
HD 73534,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4917.0,,,0.0,2.58,,,0.0,1.16,,,0.0,,,,,,,,,,3.6,,,0.0
Kepler-1643,<a refstr=BOUMA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501112B/abstract target=ref>Bouma et al. 2022</a>,,4916.0,110.0,-110.0,0.0,0.855,0.044,-0.044,0.0,0.845,0.025,-0.025,0.0,,,,,,,,,,4.502,0.035,-0.035,0.0
K2-36,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,4916.0,37.0,-37.0,0.0,0.718,0.008,-0.006,0.0,0.79,0.01,-0.01,0.0,,,,,,,,,,,,,
HD 1605,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,K1 IV,4915.0,,,0.0,3.49,0.22,-0.22,0.0,1.33,0.09,-0.09,0.0,0.22,,,0.0,[Fe/H],0.81,0.05,-0.05,0.0,,,,
Kepler-239,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4914.0,100.0,-100.0,0.0,0.763,0.044,-0.044,0.0,,,,,,,,,,,,,,4.583,0.15,-0.15,0.0
HD 8326,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,K2 V,4914.0,51.0,-32.0,0.0,,,,,0.8,0.05,-0.05,0.0,,,,,,,,,,,,,
HD 219134,<a refstr=VOGT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814...12V/abstract target=ref>Vogt et al. 2015</a>,K3 V,4913.0,,,0.0,0.77,0.02,-0.02,0.0,0.794,0.037,-0.022,0.0,0.08,,,0.0,[Fe/H],-0.50864,,,0.0,4.51,,,0.0
HD 210702,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,K1 IV,4912.0,,,0.0,4.54,0.49,-0.45,0.0,1.33,0.19,-0.2,0.0,-0.02,0.07,-0.1,0.0,[Fe/H],1.03543,0.092,-0.09541,0.0,3.23,0.08,-0.07,0.0
HD 10442,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4912.0,,,0.0,1.97,,,0.0,1.01,,,0.0,,,,,,,,,,3.19,,,0.0
nu Oct A,<a refstr=CHENG_ET_AL__2025 href=https://www.nature.com/articles/s41586-025-09006-x target=ref>Cheng et al. 2025</a>,K1 IV,4910.0,21.0,-30.0,0.0,5.04,0.1,-0.1,0.0,1.57,0.06,-0.06,0.0,,,,,,1.12057,0.00976,-0.00998,0.0,3.23,0.02,-0.03,0.0
Kepler-141,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4910.0,100.0,-100.0,0.0,0.787,0.044,-0.044,0.0,,,,,,,,,,,,,,4.566,0.15,-0.15,0.0
Kepler-102,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,4909.0,98.0,-98.0,0.0,0.724,0.018,-0.018,0.0,0.803,0.021,-0.021,0.0,0.11,0.04,-0.04,0.0,[Fe/H],,,,,,,,
K2-48,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4899.0,78.0,-78.0,0.0,0.73,0.02,-0.02,0.0,0.77,0.02,-0.02,0.0,,,,,,,,,,4.603,0.025,-0.025,0.0
HD 4732,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,K0 IV,4898.0,,,0.0,5.03,0.12,-0.13,0.0,1.39,0.15,-0.17,0.0,-0.01,0.05,-0.11,0.0,[Fe/H],1.11826,0.026,-0.0266,0.0,3.17,0.05,-0.06,0.0
