hostname,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
Kepler-659,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4870.0,49.22,-56.1,0.0,0.74,0.026,-0.035,0.0,0.79,0.034,-0.041,0.0,0.02,0.158,-0.178,0.0,[Fe/H],,,,,4.6,0.019,-0.036,0.0
Kepler-1223,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4870.0,49.87,-52.19,0.0,0.75,0.028,-0.031,0.0,0.8,0.032,-0.039,0.0,0.04,0.164,-0.166,0.0,[Fe/H],,,,,4.6,0.017,-0.039,0.0
Kepler-1039,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4870.0,194.18,-173.27,0.0,0.74,0.045,-0.039,0.0,0.79,0.046,-0.043,0.0,0.01,0.15,-0.164,0.0,[Fe/H],,,,,4.6,0.027,-0.042,0.0
K2-8,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,K3 V,4870.0,60.0,-60.0,0.0,0.74,0.04,-0.04,0.0,0.78,0.04,-0.04,0.0,-0.02,0.04,-0.04,0.0,[Fe/H],,,,,4.52,0.1,-0.1,0.0
TOI-815,<a refstr=PSARIDI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A...5P/abstract target=ref>Psaridi et al. 2024</a>,K3 V,4869.0,77.0,-77.0,0.0,0.77,0.009,-0.009,0.0,0.776,0.036,-0.036,0.0,-0.09,0.05,-0.05,0.0,[Fe/H],,,,,4.51,0.04,-0.04,0.0
HD 40956,<a refstr=JEONG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A...3J/abstract target=ref>Jeong et al. 2018</a>,,4869.0,28.0,-28.0,0.0,8.56,0.33,-0.33,0.0,2.0,0.08,-0.08,0.0,0.14,0.05,-0.05,0.0,[Fe/H],1.66436,,,0.0,3.02,0.09,-0.09,0.0
Kepler-1076,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4868.0,38.24,-45.61,0.0,0.74,0.014,-0.019,0.0,0.79,0.026,-0.036,0.0,-0.01,0.101,-0.111,0.0,[Fe/H],,,,,4.6,0.01,-0.018,0.0
Kepler-1446,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4865.0,43.69,-52.46,0.0,0.75,0.013,-0.012,0.0,0.81,0.019,-0.024,0.0,0.11,0.102,-0.097,0.0,[Fe/H],,,,,4.6,0.007,-0.012,0.0
Kepler-1577,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4862.0,84.27,-75.08,0.0,0.74,0.029,-0.032,0.0,0.78,0.035,-0.04,0.0,0.0,0.149,-0.164,0.0,[Fe/H],,,,,4.6,0.02,-0.037,0.0
Kepler-942,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4861.0,77.85,-66.28,0.0,0.75,0.016,-0.015,0.0,0.81,0.027,-0.029,0.0,0.09,0.099,-0.1,0.0,[Fe/H],,,,,4.59,0.01,-0.014,0.0
Kepler-1315,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4861.0,81.92,-112.47,0.0,0.75,0.03,-0.032,0.0,0.8,0.034,-0.037,0.0,0.07,0.157,-0.165,0.0,[Fe/H],,,,,4.6,0.019,-0.037,0.0
Kepler-1731,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4859.0,97.0,-97.0,0.0,0.72,0.047,-0.029,0.0,0.781,0.034,-0.049,0.0,0.0,0.15,-0.15,0.0,[Fe/H],,,,,4.612,0.015,-0.045,0.0
Kepler-1953,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4858.0,161.0,-161.0,0.0,0.707,0.08,-0.049,0.0,0.786,0.054,-0.081,0.0,-0.02,0.3,-0.3,0.0,[Fe/H],,,,,4.622,0.027,-0.059,0.0
Kepler-1362,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4857.0,51.17,-72.62,0.0,0.74,0.025,-0.027,0.0,0.8,0.029,-0.036,0.0,0.06,0.149,-0.153,0.0,[Fe/H],,,,,4.6,0.014,-0.036,0.0
K2-339,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4857.0,86.0,-84.0,0.0,0.72,0.03,-0.03,0.0,0.74,0.04,-0.03,0.0,-0.11,0.14,-0.14,0.0,[Fe/H],,,,,4.59,0.02,-0.02,0.0
TOI-431,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,4850.0,75.0,-75.0,0.0,0.731,0.022,-0.022,0.0,0.78,0.07,-0.07,0.0,0.2,0.05,-0.05,0.0,[Fe/H],,,,,4.6,0.06,-0.06,0.0
Kepler-1140,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4850.0,53.07,-47.66,0.0,0.73,0.029,-0.043,0.0,0.76,0.037,-0.045,0.0,-0.08,0.149,-0.18,0.0,[Fe/H],,,,,4.61,0.028,-0.036,0.0
Kepler-842,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4848.0,60.94,-65.37,0.0,0.73,0.027,-0.036,0.0,0.78,0.035,-0.041,0.0,-0.02,0.155,-0.165,0.0,[Fe/H],,,,,4.6,0.022,-0.037,0.0
Kepler-1848,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4847.0,97.0,-97.0,0.0,0.737,0.037,-0.037,0.0,0.756,0.042,-0.034,0.0,0.0,0.15,-0.15,0.0,[Fe/H],,,,,4.581,0.033,-0.03,0.0
HD 27442,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,4846.0,44.0,-44.0,0.0,,,,,1.23,,,0.0,0.42,0.03,-0.03,0.0,[Fe/H],,,,,3.783,0.06,-0.06,0.0
K2-385,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,4844.0,138.0,-138.0,0.0,0.761,0.057,-0.052,0.0,0.927,0.412,-0.286,0.0,-0.224,0.235,-0.235,0.0,[Fe/H],,,,,4.64,0.15,-0.15,0.0
K2-162,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4842.0,49.0,-45.0,0.0,0.69,0.01,-0.01,0.0,0.75,0.02,-0.02,0.0,-0.17,0.05,-0.06,0.0,[Fe/H],,,,,4.63,0.01,-0.01,0.0
Kepler-687,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4841.0,93.0,-63.99,0.0,0.73,0.029,-0.038,0.0,0.77,0.036,-0.039,0.0,-0.04,0.144,-0.16,0.0,[Fe/H],,,,,4.6,0.025,-0.037,0.0
K2-275,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,4841.0,39.0,-37.0,0.0,0.69,0.01,-0.01,0.0,0.77,0.01,-0.01,0.0,-0.06,0.04,-0.03,0.0,[Fe/H],,,,,4.65,0.0,0.0,0.0
Kepler-56,<a refstr=HUBER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...342..331H/abstract target=ref> Huber et al. 2013 </a>,,4840.0,97.0,-97.0,0.0,4.23,0.15,-0.15,0.0,1.32,0.13,-0.13,0.0,0.2,0.16,-0.16,0.0,[Fe/H],,,,,3.31,0.01,-0.01,0.0
K2-132,<a refstr=GRUNBLATT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..254G/abstract target=ref>Grunblatt et al. 2017</a>,,4840.0,90.0,-90.0,0.0,3.85,0.13,-0.13,0.0,1.08,0.08,-0.08,0.0,-0.01,0.08,-0.08,0.0,[Fe/H],,,,,3.297,0.007,-0.007,0.0
Kepler-1363,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4839.0,102.94,-109.75,0.0,0.72,0.035,-0.043,0.0,0.76,0.04,-0.049,0.0,-0.09,0.163,-0.174,0.0,[Fe/H],,,,,4.61,0.027,-0.036,0.0
Kepler-786,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4838.0,59.77,-45.6,0.0,0.74,0.014,-0.013,0.0,0.81,0.021,-0.025,0.0,0.09,0.106,-0.103,0.0,[Fe/H],,,,,4.61,0.007,-0.009,0.0
Kepler-900,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4836.0,83.81,-69.99,0.0,0.73,0.03,-0.033,0.0,0.78,0.034,-0.041,0.0,-0.01,0.15,-0.167,0.0,[Fe/H],,,,,4.6,0.021,-0.034,0.0
Kepler-951,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4834.0,86.05,-91.65,0.0,0.73,0.029,-0.034,0.0,0.77,0.036,-0.039,0.0,-0.01,0.157,-0.163,0.0,[Fe/H],,,,,4.6,0.022,-0.036,0.0
Kepler-935,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4830.0,74.56,-87.15,0.0,0.73,0.03,-0.036,0.0,0.78,0.035,-0.041,0.0,-0.01,0.159,-0.173,0.0,[Fe/H],,,,,4.61,0.022,-0.032,0.0
Kepler-547,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4828.0,40.1,-46.81,0.0,0.73,0.023,-0.036,0.0,0.78,0.032,-0.041,0.0,0.01,0.161,-0.179,0.0,[Fe/H],,,,,4.61,0.018,-0.034,0.0
Kepler-1459,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4828.0,42.43,-40.76,0.0,0.74,0.024,-0.033,0.0,0.78,0.032,-0.038,0.0,0.01,0.15,-0.161,0.0,[Fe/H],,,,,4.61,0.019,-0.035,0.0
Kepler-1846,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4825.0,96.0,-96.0,0.0,0.732,0.043,-0.029,0.0,0.785,0.035,-0.042,0.0,0.08,0.15,-0.15,0.0,[Fe/H],,,,,4.603,0.018,-0.045,0.0
K2-378,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,4823.0,138.0,-138.0,0.0,0.732,0.058,-0.052,0.0,0.923,0.425,-0.291,0.0,-0.206,0.235,-0.235,0.0,[Fe/H],,,,,4.674,0.15,-0.15,0.0
Kepler-1853,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4821.0,76.0,-76.0,0.0,0.788,0.027,-0.046,0.0,0.765,0.051,-0.028,0.0,0.16,0.15,-0.15,0.0,[Fe/H],,,,,4.529,0.06,-0.02,0.0
Kepler-1834,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4821.0,76.0,-76.0,0.0,0.788,0.028,-0.051,0.0,0.765,0.051,-0.028,0.0,0.16,0.15,-0.15,0.0,[Fe/H],,,,,4.529,0.06,-0.02,0.0
HD 207496,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,K2.5 V,4819.0,94.0,-94.0,0.0,0.769,0.026,-0.026,0.0,0.8,0.04,-0.04,0.0,0.095,0.038,-0.038,0.0,[Fe/H],,,,,4.507,0.04,-0.04,0.0
Kepler-304,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4817.0,68.1,-46.95,0.0,0.73,0.013,-0.017,0.0,0.8,0.02,-0.026,0.0,0.05,0.115,-0.107,0.0,[Fe/H],,,,,4.61,0.008,-0.008,0.0
Kepler-1320,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4817.0,51.95,-67.43,0.0,0.74,0.028,-0.025,0.0,0.8,0.03,-0.036,0.0,0.1,0.154,-0.167,0.0,[Fe/H],,,,,4.6,0.015,-0.037,0.0
Kepler-1042,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4815.0,86.89,-79.62,0.0,0.72,0.03,-0.05,0.0,0.75,0.041,-0.049,0.0,-0.1,0.153,-0.195,0.0,[Fe/H],,,,,4.61,0.03,-0.034,0.0
K2-281,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,4812.0,72.0,-72.0,0.0,0.76,0.01,-0.01,0.0,0.82,0.03,-0.03,0.0,0.22,0.05,-0.05,0.0,[Fe/H],,,,,4.59,0.02,-0.02,0.0
Kepler-1849,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4806.0,144.0,-129.0,0.0,0.729,0.051,-0.07,0.0,0.709,0.08,-0.058,0.0,-0.1,0.3,-0.3,0.0,[Fe/H],,,,,4.564,0.065,-0.03,0.0
HD 222076,<a refstr=WITTENMYER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...51W/abstract target=ref>Wittenmyer et al. 2017</a>,K0 III,4806.0,100.0,-100.0,0.0,4.1,0.6,-0.6,0.0,1.07,0.25,-0.25,0.0,0.05,0.1,-0.1,0.0,[Fe/H],0.92942,,,0.0,3.31,0.15,-0.15,0.0
Kepler-1977,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4805.0,144.0,-144.0,0.0,0.688,0.079,-0.045,0.0,0.769,0.053,-0.079,0.0,-0.06,0.3,-0.3,0.0,[Fe/H],,,,,4.633,0.027,-0.059,0.0
HD 86950,<a refstr=WITTENMYER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...51W/abstract target=ref>Wittenmyer et al. 2017</a>,K1 III,4805.0,100.0,-100.0,0.0,8.8,0.6,-0.6,0.0,1.66,0.25,-0.25,0.0,0.04,0.1,-0.1,0.0,[Fe/H],1.55991,,,0.0,2.66,0.15,-0.15,0.0
Kepler-1964,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4803.0,170.0,-170.0,0.0,0.698,0.074,-0.056,0.0,0.752,0.061,-0.075,0.0,-0.08,0.3,-0.3,0.0,[Fe/H],,,,,4.623,0.032,-0.054,0.0
TOI-2374,<a refstr=HACKER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.1415H/abstract target=ref>Hacker et al. 2024</a>,,4802.0,97.0,-97.0,0.0,0.69,0.02,-0.02,0.0,0.75,0.01,-0.01,0.0,0.15,0.04,-0.04,0.0,[Fe/H],,,,,4.14,0.24,-0.24,0.0
K2-346,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4801.0,49.0,-49.0,0.0,0.7,0.01,-0.01,0.0,0.71,0.02,-0.02,0.0,-0.18,0.08,-0.08,0.0,[Fe/H],,,,,4.6,0.01,-0.01,0.0
TOI-2669,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,4800.0,100.0,-100.0,0.0,4.1,0.04,-0.04,0.0,1.19,0.16,-0.16,0.0,0.1,0.06,-0.06,0.0,[Fe/H],,,,,3.29,0.07,-0.07,0.0
Kepler-1430,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4796.0,46.68,-59.94,0.0,0.72,0.024,-0.04,0.0,0.77,0.035,-0.048,0.0,-0.03,0.201,-0.178,0.0,[Fe/H],,,,,4.62,0.022,-0.022,0.0
Kepler-1899,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4791.0,143.0,-129.0,0.0,0.742,0.054,-0.059,0.0,0.759,0.061,-0.061,0.0,0.07,0.25,-0.3,0.0,[Fe/H],,,,,4.577,0.045,-0.036,0.0
Kepler-1788,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4786.0,130.0,-144.0,0.0,0.704,0.054,-0.066,0.0,0.686,0.079,-0.053,0.0,-0.2,0.3,-0.3,0.0,[Fe/H],,,,,4.579,0.06,-0.03,0.0
Kepler-99,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,4782.0,129.0,-129.0,0.0,0.73,0.04,-0.04,0.0,0.79,0.06,-0.06,0.0,0.18,0.07,-0.07,0.0,[Fe/H],,,,,4.605,0.05,-0.05,0.0
Kepler-94,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,4781.0,98.0,-98.0,0.0,0.76,0.03,-0.03,0.0,0.81,0.06,-0.06,0.0,0.34,0.07,-0.07,0.0,[Fe/H],,,,,4.59,0.04,-0.04,0.0
Kepler-1110,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4781.0,88.04,-77.5,0.0,0.7,0.04,-0.049,0.0,0.73,0.046,-0.051,0.0,-0.16,0.185,-0.188,0.0,[Fe/H],,,,,4.62,0.034,-0.033,0.0
TOI-2337,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,4780.0,100.0,-100.0,0.0,3.22,0.062,-0.062,0.0,1.325,0.118,-0.118,0.0,0.39,0.06,-0.06,0.0,[Fe/H],,,,,3.5,0.06,-0.06,0.0
Kepler-660,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4779.0,44.67,-49.24,0.0,0.71,0.026,-0.044,0.0,0.75,0.035,-0.049,0.0,-0.07,0.149,-0.182,0.0,[Fe/H],,,,,4.61,0.025,-0.032,0.0
Kepler-1353,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4776.0,158.62,-111.78,0.0,0.72,0.036,-0.039,0.0,0.76,0.042,-0.046,0.0,-0.06,0.158,-0.166,0.0,[Fe/H],,,,,4.61,0.026,-0.032,0.0
Kepler-1324,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4776.0,54.15,-70.56,0.0,0.73,0.024,-0.032,0.0,0.78,0.031,-0.039,0.0,0.05,0.152,-0.176,0.0,[Fe/H],,,,,4.61,0.016,-0.03,0.0
gam Cep,<a refstr=KNUDSTRUP_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.197K/abstract target=ref>Knudstrup et al. 2023</a>,K1 III-IV,4775.0,33.0,-31.0,0.0,4.74,0.07,-0.08,0.0,1.27,0.05,-0.07,0.0,0.18,0.06,-0.06,0.0,[Fe/H],,,,,3.189,0.007,-0.008,0.0
TOI-1259 A,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,,4775.0,100.0,-100.0,0.0,0.711,0.02,-0.019,0.0,0.744,0.064,-0.059,0.0,-0.5,0.5,-0.5,0.0,[Fe/H],,,,,4.605,0.013,-0.013,0.0
WASP-154,<a refstr=SCHANCHE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250408091S/abstract target=ref>Schanche et al. 2025</a>,,4774.0,133.0,-133.0,0.0,0.823,0.047,-0.047,0.0,0.8,0.05,-0.05,0.0,0.2,0.1,-0.1,0.0,[Fe/H],,,,,4.47,0.08,-0.08,0.0
Kepler-1418,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4770.0,59.97,-63.35,0.0,0.72,0.023,-0.034,0.0,0.77,0.032,-0.04,0.0,0.0,0.15,-0.167,0.0,[Fe/H],,,,,4.61,0.019,-0.031,0.0
Kepler-1987,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4769.0,172.0,-172.0,0.0,0.714,0.068,-0.049,0.0,0.799,0.041,-0.081,0.0,0.12,0.25,-0.3,0.0,[Fe/H],,,,,4.622,0.024,-0.06,0.0
eps Ind A,<a refstr=MATTHEWS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024Natur.633..789M/abstract target=ref>Matthews et al. 2024</a>,K5 V,4760.0,15.0,-15.0,0.0,0.679,0.004,-0.004,0.0,0.76,0.04,-0.04,0.0,0.22,0.12,-0.12,0.0,[Fe/H],,,,,5.25,0.18,-0.34,0.0
Kepler-533,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4758.0,53.5,-40.01,0.0,0.72,0.014,-0.017,0.0,0.78,0.023,-0.029,0.0,0.01,0.104,-0.101,0.0,[Fe/H],,,,,4.61,0.008,-0.011,0.0
TOI-2194,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,4756.0,50.0,-50.0,0.0,0.6909,0.0492,-0.0492,0.0,0.74,0.0854,-0.0854,0.0,-0.372,0.1,-0.1,0.0,[M/H],,,,,4.698,0.1,-0.1,0.0
Kepler-960,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4755.0,41.26,-40.53,0.0,0.72,0.023,-0.03,0.0,0.77,0.033,-0.038,0.0,0.02,0.157,-0.163,0.0,[Fe/H],,,,,4.61,0.017,-0.032,0.0
Kepler-1150,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4754.0,80.38,-77.33,0.0,0.72,0.027,-0.032,0.0,0.76,0.034,-0.037,0.0,0.01,0.147,-0.162,0.0,[Fe/H],,,,,4.61,0.02,-0.033,0.0
EPIC 206317286,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,4752.0,138.0,-138.0,0.0,0.758,0.052,-0.057,0.0,0.832,0.253,-0.367,0.0,0.019,0.235,-0.235,0.0,[Fe/H],,,,,4.596,0.15,-0.15,0.0
Kepler-866,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4751.0,64.17,-70.26,0.0,0.71,0.028,-0.043,0.0,0.75,0.037,-0.046,0.0,-0.07,0.16,-0.172,0.0,[Fe/H],,,,,4.62,0.026,-0.031,0.0
HD 222237,<a refstr=XIAO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240908067X/abstract target=ref>Xiao et al. 2024</a>,K3 V,4751.0,139.0,-139.0,0.0,0.71,0.06,-0.06,0.0,0.76,0.09,-0.09,0.0,-0.32,0.02,-0.02,0.0,[Fe/H],,,,,4.61,0.1,-0.1,0.0
Kepler-892,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4747.0,47.29,-45.63,0.0,0.72,0.024,-0.037,0.0,0.75,0.032,-0.04,0.0,-0.04,0.142,-0.163,0.0,[Fe/H],,,,,4.61,0.021,-0.032,0.0
