Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
115	LV_Her B	1.169	0.008	0.008	1.313	0.011	0.011	6030	150	150	2.046	0.229	0.229	0.08	0.21	0.21	4.27	0.008	0.008	0.12329109892916199	0.0032115255404651464	0.0032115255404651464	3.8414512	MS	F		eker14	0.684345594525235	0.837776085300838	2.48756218905473	11.1925708699902	EB
116	MP_Del A	1.559	0.085	0.085	2.429	0.046	0.046	7400	120	120	15.885	1.294	1.294				3.86	0.011	0.011	0.02597018010314149	0.002044966056793049	0.002044966056793049	2.9434162	MS	F		eker14	5.45221295702373	1.89378344997942	1.62162162162162	8.146049732452	EB
117	MP_Del B	1.248	0.074	0.074	1.576	0.03	0.03	6927	120	120	5.129	0.443	0.443				4.14	0.013	0.013	0.07611273651131766	0.006265814541707023	0.006265814541707023	3.2534677	MS	F		eker14	5.92948717948718	1.90355329949239	1.73235166738848	8.6371612400078	EB
118	MW_UMa A	1.257	0.095	0.095	1.258	0.01	0.01	6514	130	130	2.559	0.228	0.228				4.36	0.004	0.004	0.15073175128655733	0.01194547517642008	0.01194547517642008	3.5241892	MS	F		eker14	7.55767700875099	0.794912559618442	1.99570156585815	8.90973036342321	EB
119	MW_UMa B	1.124	0.091	0.091	1.138	0.01	0.01	6112	22	22	1.622	0.038	0.038				4.37	0.004	0.004	0.1820752503416551	0.015502739402730741	0.015502739402730741	3.7877002	MS	F		eker14	8.09608540925267	0.878734622144113	0.359947643979058	2.34278668310727	EB
120	MY_Cyg A	1.811	0.025	0.025	2.193	0.05	0.05	6998	163	163	10.233	0.987	0.987							0.04099340053858733	0.0028604612517106275	0.0028604612517106275	3.2069272	MS	F		malkov07	1.38045278851463	2.27998176014592	2.32923692483567	9.64526531808854	EB
121	MY_Cyg B	1.786	0.03	0.03	2.193	0.05	0.05	7047	164	164	10.715	1.034	1.034							0.04042750599774543	0.002847380983043197	0.002847380983043197	3.1748077	MS	F		malkov07	1.67973124300112	2.27998176014592	2.32723144600539	9.65002333177788	EB
122	OO_Peg A	1.759	0.031	0.031	2.204	0.081	0.081	8770	150	150	25.823	2.885	2.885				3.99	0.04	0.04	0.03922314917067047	0.0043794110011206215	0.0043794110011206215	2.0453812	MS	A		eker14	1.76236498010233	3.67513611615245	1.71037628278221	11.1722108198118	EB
123	OO_Peg B	1.7	0.03	0.03	1.379	0.05	0.05	8683	180	180	9.705	1.209	1.209				4.39	0.04	0.04	0.1547631332217867	0.017054381116373685	0.017054381116373685	2.1024097	MS	A		eker14	1.76470588235294	3.62581580855693	2.0730162386272	12.4574961360124	EB
124	PT_Vel A	2.199	0.016	0.016	2.095	0.02	0.02	9247	150	150	28.84	2.063	2.063				4.138	0.008	0.008	0.057093220089844306	0.001687071717066249	0.001687071717066249	1.7327077	MS	A		eker14	0.727603456116417	0.954653937947494	1.62214772358603	7.15325936199723	EB
125	PT_Vel B	1.626	0.009	0.009	1.56	0.02	0.02	7638	180	180	7.43	0.811	0.811				4.263	0.011	0.011	0.1022487804816787	0.003973160238353938	0.003973160238353938	2.7874072	MS	A		eker14	0.55350553505535	1.28205128205128	2.356637863315	10.9152086137281	EB
126	PV_Cas A	2.827	0.05	0.05	2.243	0.035	0.035	10000	233	233	44.668	4.31	4.31							0.059806636483156754	0.002992847122416481	0.002992847122416481	1.2391162	MS	B		malkov07	1.76865935620799	1.56041016495765	2.33	9.64896570251634	EB
127	PV_Cas B	2.768	0.054	0.054	2.287	0.035	0.035	10000	233	233	46.774	4.513	4.513							0.05524321974471029	0.0027557841370085957	0.0027557841370085957	1.2391162	MS	B		malkov07	1.95086705202312	1.53038915609969	2.33	9.64852268354214	EB
128	PV_Pup A	1.539	0.012	0.012	1.536	0.016	0.016	6920	300	300	4.853	1.022	1.022				4.256	0.01	0.01	0.10138562049237677	0.0032654354155640056	0.0032654354155640056	3.2580562	MS	F		eker14	0.779727095516569	1.04166666666667	4.33526011560694	21.0591386771069	EB
129	PV_Pup B	1.527	0.014	0.014	1.493	0.016	0.016	6930	300	300	4.613	0.972	0.972				4.278	0.01	0.01	0.10953956314338012	0.0036621001765132764	0.0036621001765132764	3.2515012	MS	F		eker14	0.91683038637852	1.07166778298727	4.32900432900433	21.0708866247561	EB
130	RR_Lyn A	1.935	0.008	0.008	2.579	0.02	0.02	7570	100	100	19.588	1.161	1.161				3.9	0.005	0.005	0.026930122791427424	0.0006363408327064957	0.0006363408327064957	2.8319812	MS	A		eker14	0.41343669250646	0.775494377665762	1.32100396301189	5.92709822340208	EB
131	RR_Lyn B	1.52	0.004	0.004	1.596	0.03	0.03	6980	100	100	5.433	0.402	0.402				4.214	0.018	0.018	0.08925988389559163	0.005038929988654835	0.005038929988654835	3.2187262	MS	F		eker14	0.263157894736842	1.8796992481203	1.43266475644699	7.39922694643843	EB
132	RS_Cha A	1.893	0.01	0.01	2.168	0.061	0.061	7638	76	76	14.355	1.062	1.062	0.17	0.07	0.07	4.05	0.06	0.06	0.04434903466269877	0.0037508078150593257	0.0037508078150593257	2.7874072	MS	A		eker14	0.528262017960909	2.81365313653136	0.995024875621891	7.39811912225705	EB
133	RS_Cha B	1.871	0.01	0.01	2.379	0.06	0.06	7228	72	72	13.868	0.958	0.958	0.17	0.07	0.07	3.936	0.06	0.06	0.033174306443805264	0.0025162904816451296	0.0025162904816451296	3.0561622	MS	F		eker14	0.534473543559594	2.52206809583859	0.996126175982291	6.90798961638304	EB
134	RT_And A	1.24	0.03	0.03	1.256	0.015	0.015	6100	150	150	1.959	0.209	0.209				4.334	0.01	0.01	0.14940466485792397	0.006459009542697601	0.006459009542697601	3.7955662	MS	F		torres10	2.41935483870968	1.19426751592357	2.45901639344262	10.6687085247575	EB
135	RT_And B	0.907	0.017	0.017	0.906	0.011	0.011	4880	100	100	0.418	0.037	0.037				4.481	0.01	0.01	0.2911615915959503	0.011926969447073476	0.011926969447073476	4.5952762	PMS	K		torres10	1.87431091510474	1.21412803532009	2.04918032786885	8.85167464114833	EB
136	RT_CrB A	1.356	0.01	0.01	2.946	0.051	0.074	5134	100	100	5.4322988332612	0.463150568471118	0.50359756863661				3.632	0.015	0.015	0.012661141215754021	0.000664150348851056	0.00095865614237418	4.4287792	PMS	K		eker14	0.737463126843658	2.12152070604209	1.94779898714453	8.89814944631236	EB
137	RT_CrB B	1.343	0.009	0.009	2.615	0.044	0.064	5781	100	100	6.88097490894914	0.529433476569702	0.583200735277918				3.731	0.014	0.014	0.017929671131930655	0.0009129950866816373	0.0013219143680578815	4.0046707	PMS	G		eker14	0.670141474311243	2.06500956022945	1.72980453208787	8.08485880685722	EB
138	RW_Lac A	0.928	0.006	0.006	1.193	0.004	0.004	5760	100	100	1.406	0.104	0.104				4.257	0.003	0.003	0.1304782237650062	0.0015601827866863222	0.0015601827866863222	4.0184362	MS	G		eker14	0.646551724137931	0.335289186923722	1.73611111111111	7.39687055476529	EB
139	RW_Lac B	0.87	0.004	0.004	0.97	0.004	0.004	5560	150	150	0.807	0.098	0.098				4.409	0.004	0.004	0.22757022584750883	0.0030034426038672846	0.0030034426038672846	4.1495362	MS	G		eker14	0.459770114942529	0.412371134020619	2.69784172661871	12.1437422552664	EB
140	RX_Her A	2.75	0.06	0.06	2.44	0.1	0.1	10351	740	740	61.66	19.624	19.624							0.04519335733594362	0.005643370572980958	0.005643370572980958	1.0090357	MS	B		malkov07	2.18181818181818	4.09836065573771	7.14906772292532	31.8261433668505	EB
141	RX_Her B	2.33	0.05	0.05	1.96	0.1	0.1	9660	455	455	30.2	6.954	6.954							0.07387527280647496	0.011418029117444417	0.011418029117444417	1.4619862	MS	A		malkov07	2.14592274678112	5.10204081632653	4.71014492753623	23.0264900662252	EB
142	RZ_Cha A	1.493	0.022	0.022	2.256	0.016	0.016	6450	150	150	7.907	0.783	0.783				3.905	0.006	0.006	0.03104230148452125	0.0008034059979379022	0.0008034059979379022	3.5661412	MS	F		torres10	1.4735432016075	0.709219858156028	2.32558139534884	9.90261793347667	EB
143	RZ_Cha B	1.493	0.022	0.022	2.256	0.016	0.016	6450	150	150	7.907	0.783	0.783				3.905	0.006	0.006	0.03104230148452125	0.0008034059979379022	0.0008034059979379022	3.5661412	MS	F		torres10	1.4735432016075	0.709219858156028	2.32558139534884	9.90261793347667	EB
144	SS_Lac A	2.85	0.19	0.19	3.33	0.06	0.06	9506	154	154	80.91	6.187	6.187							0.01842568109103754	0.001581422141294104	0.001581422141294104	1.5629332	MS	A		malkov07	6.66666666666667	1.8018018018018	1.620029455081	7.64676801384254	EB
145	SS_Lac B	2.77	0.18	0.18	3.17	0.06	0.06	9506	154	154	73.282	5.604	5.604							0.020759331931423954	0.001791433793377991	0.001791433793377991	1.5629332	MS	A		malkov07	6.49819494584837	1.89274447949527	1.620029455081	7.64717120165934	EB
146	SV_Cam A	1.575	0.064	0.064	1.47	0.053	0.053	6038	58	58	2.576	0.229	0.229				4.29264588862927	0.0359465783805412	0.0359465783805412	0.118369535827256	0.01367692693805932	0.01367692693805932	3.8362072	MS	F		eker14	4.06349206349206	3.60544217687075	0.960582974494866	8.88975155279503	EB
147	SV_Cam B	0.934	0.064	0.064	1.001	0.064	0.064	4804	143	143	0.479	0.101	0.101				4.39947872127146	0.0630050568229915	0.0630050568229915	0.22230848267596104	0.04527988498929912	0.04527988498929912	4.6450942	PMS	K		eker14	6.85224839400428	6.39360639360639	2.9766860949209	21.0855949895616	EB
148	SW_CMa A	2.24	0.014	0.014	3.015	0.02	0.02	8200	150	150	36.898	3.005	3.005	0.49	0.15	0.15	3.83	0.007	0.007	0.019511805565778285	0.000406994142595921	0.000406994142595921	2.4190162	MS	A		eker14	0.625	0.66334991708126	1.82926829268293	8.14407284947693	EB
149	SW_CMa B	2.105	0.018	0.018	2.496	0.042	0.042	8100	150	150	24.099	2.143	2.143	0.61	0.15	0.15	3.967	0.015	0.015	0.03231690397765042	0.0016546219619875404	0.0016546219619875404	2.4845662	MS	A		eker14	0.855106888361045	1.68269230769231	1.85185185185185	8.89248516535956	EB
150	SZ_Cen A	2.311	0.026	0.026	4.556	0.032	0.032	8100	300	300	80.168	12.943	12.943				3.485	0.006	0.006	0.005833916246372077	0.00013935204508727566	0.00013935204508727566	2.4845662	MS	A		torres10	1.1250540891389	0.702370500438982	3.7037037037037	16.1448458237701	EB
151	SZ_Cen B	2.272	0.021	0.021	3.626	0.026	0.026	8380	300	300	58.21	8.933	8.933				3.676	0.006	0.006	0.011377224254078548	0.0002663749605616069	0.0002663749605616069	2.3010262	MS	A		torres10	0.924295774647887	0.717043574186431	3.5799522673031	15.3461604535303	EB
152	TU_Cam B	1.5	0.1	0.1	1.52	0.04	0.04	7228	237	237	5.623	0.686	0.686							0.1019698747644417	0.010536568142038712	0.010536568142038712	3.0561622	MS	F		malkov07	6.66666666666667	2.63157894736842	3.27891532927504	12.1998932953939	EB
153	TV_Cet A	1.385	0.052	0.052	1.484	0.02	0.02	6902	150	150	4.487	0.444	0.444				4.231	0.02	0.02	0.10117179637700159	0.005582193496363144	0.005582193496363144	3.2698552	MS	F		eker14	3.75451263537906	1.34770889487871	2.17328310634599	9.89525295297526	EB
154	TV_Cet B	1.27	0.04	0.04	1.26	0.05	0.05	6353	103	103	2.317	0.224	0.224							0.15156658877634036	0.018664450066962136	0.018664450066962136	3.6297247	MS	F		malkov07	3.1496062992126	3.96825396825397	1.62128128443255	9.66767371601208	EB
155	TV_Nor A	2.048	0.022	0.022	1.851	0.012	0.012	9120	148	148	21.281	1.522	1.522				4.221	0.01	0.01	0.07709426755941122	0.0017129092172189476	0.0017129092172189476	1.8159562	MS	A		eker14	1.07421875	0.648298217179903	1.62280701754386	7.1519195526526	EB
156	TV_Nor B	1.661	0.018	0.018	1.56	0.014	0.014	7798	108	108	8.072	0.498	0.498				4.278	0.012	0.012	0.10444970749081693	0.0030313624487006015	0.0030313624487006015	2.6825272	MS	A		eker14	1.08368452739314	0.897435897435897	1.38497050525776	6.16947472745292	EB
157	TX_Her A	1.607	0.04	0.04	1.688	0.03	0.03	7534	200	200	8.241	1.048	1.048				4.19	0.03	0.03	0.07976455388853039	0.004693468983171069	0.004693468983171069	2.8555792	MS	A		eker14	2.48911014312383	1.77725118483412	2.65463233342182	12.7169032884359	EB
158	TX_Her B	1.441	0.03	0.03	1.428	0.03	0.03	6678	211	211	3.639	0.558	0.558				4.29	0.03	0.03	0.11813830872779023	0.00784139648657972	0.00784139648657972	3.4166872	MS	F		eker14	2.08188757807078	2.10084033613445	3.15962863132674	15.3338829348722	EB
159	TYC_2489-1972-1 A	1.53	0.009	0.009	1.576	0.009	0.009	6950	140	140	5.2	0.462	0.462				4.23	0.01	0.01	0.09331128754993272	0.0016902144123250478	0.0016902144123250478	3.2383912	MS	F		eker14	0.588235294117647	0.571065989847716	2.01438848920863	8.88461538461539	EB
160	TYC_2489-1972-1 B	1.299	0.007	0.007	1.365	0.008	0.008	6440	140	140	2.877	0.278	0.278				4.28	0.01	0.01	0.121933372982401	0.0022423151076960126	0.0022423151076960126	3.5726962	MS	F		eker14	0.538876058506544	0.586080586080586	2.17391304347826	9.66284323948558	EB
161	TYC_3121-1659-1 A	1.369	0.23	0.23	1.602	0.09	0.09	6700	150	150	4.645	0.775	0.775				4.17	0.03	0.03	0.07949271013563171	0.01891717201154214	0.01891717201154214	3.4022662	MS	F		eker14	16.8005843681519	5.61797752808989	2.23880597014925	16.6846071044133	EB
162	TYC_3121-1659-1 B	0.324	0.041	0.041	0.861	0.06	0.06	3170	150	150	0.067	0.021	0.021				4.08	0.05	0.05	0.12118446406713751	0.0296144054114541	0.0296144054114541	5.7161812	PMS	M		eker14	12.6543209876543	6.96864111498258	4.73186119873817	31.3432835820896	EB
163	TYC_455-1084-1 A	2.06	0.15	0.15	4.017	0.094	0.094	7920	15	15	57.016	2.825	2.825				3.545	0.014	0.014	0.0075870529649944875	0.000767394784231929	0.000767394784231929	2.6025562	MS	A		eker14	7.28155339805825	2.34005476723923	0.189393939393939	4.95474954398765	EB
164	TYC_455-1084-1 B	1.869	0.14	0.14	2.969	0.07	0.07	7608	15	15	26.485	1.312	1.312				3.765	0.015	0.015	0.017048654093388717	0.00175641039987078	0.00175641039987078	2.8070722	MS	A		eker14	7.49063670411985	2.35769619400472	0.197160883280757	4.95374740419105	EB
165	TYC_4589-2999-1 A	1.815	0.101	0.101	2.011	0.04	0.04	5830	40	40	4.198	0.218	0.218				4.08205248817865	0.029707696087641	0.029707696087641	0.053278477801174055	0.004347130563358138	0.004347130563358138	3.9725512	MS	G		eker14	5.56473829201102	1.98906016907011	0.686106346483705	5.19294902334445	EB
166	TYC_4589-2999-1 B	0.838	0.105	0.105	0.846	0.02	0.02	4616	116	116	0.292	0.036	0.036				4.49850329255223	0.0581617361449256	0.0581617361449256	0.3304032573179218	0.04757072551711083	0.04757072551711083	4.7683282	PMS	K		eker14	12.5298329355609	2.36406619385343	2.51299826689775	12.3287671232877	EB
167	TYC_4749-560-1 A	0.834	0.006	0.006	0.848	0.005	0.005	5340	200	200	0.525	0.093	0.093				4.503	0.005	0.005	0.32650503627253874	0.006234848807254509	0.006234848807254509	4.2937462	MS	G		eker14	0.719424460431655	0.589622641509434	3.74531835205993	17.7142857142857	EB
168	TYC_4749-560-1 B	0.828	0.006	0.006	0.833	0.005	0.005	5125	200	200	0.43	0.08	0.08				4.515	0.005	0.005	0.34198473669844315	0.0066381107843487075	0.0066381107843487075	4.4346787	MS	K		eker14	0.72463768115942	0.600240096038415	3.90243902439024	18.6046511627907	EB
169	TYC_5082-1517-1 A	1.724	0.04	0.04	1.78	0.2	0.2	7250	30	30	7.852	2.287	2.287				4.18	0.12	0.12	0.07297744348255762	0.02465734312813364	0.02465734312813364	3.0417412	MS	F		eker14	2.32018561484919	11.2359550561798	0.413793103448276	29.12633723892	EB
170	TYC_5082-1517-1 B	1.339	0.03	0.03	1.32	0.07	0.07	6425	30	30	2.667	0.319	0.319				4.33	0.07	0.07	0.1389857177143646	0.02232955609979807	0.02232955609979807	3.5825287	MS	F		eker14	2.24047796863331	5.3030303030303	0.466926070038911	11.9610048743907	EB
171	TZ_For A	1.945	0.03	0.03	3.974	0.09	0.09	6350	100	100	23.067	1.936	1.936	-0.05	0.05	0.05	3.532	0.02	0.02	0.007398563541565341	0.000515461094594332	0.000515461094594332	3.6316912	PMS	F		eker14	1.54241645244216	2.26472068444892	1.5748031496063	8.3929422985217	EB
172	TZ_For B	2.045	0.06	0.06	8.349	0.12	0.12	5000	100	100	39.084	3.672	3.672	0.02	0.1	0.1	2.91	0.017	0.017	0.0008388828578157239	4.375133745023775e-05	4.375133745023775e-05	4.5166162	PMS	K		eker14	2.93398533007335	1.43729787998563	2.0	9.39514891003991	EB
173	TZ_Men A	2.482	0.025	0.025	2.017	0.02	0.02	10400	500	500	42.756	9.124	9.124				4.224	0.009	0.009	0.07220968878164044	0.0022678309984902716	0.0022678309984902716	0.9769162	MS	B		torres10	1.00725221595488	0.991571641051066	4.80769230769231	21.3396950135654	EB
