Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
223	V432_Aur A	1.204	0.006	0.006	2.429	0.023	0.023	6080	85	85	7.244	0.447	0.447	-0.6	0.05	0.05	3.748	0.008	0.008	0.020056508559449876	0.0005784408713326464	0.0005784408713326464	3.8086762	PMS	F		torres10	0.498338870431894	0.946891724989708	1.39802631578947	6.17062396466041	EB
224	V432_Aur B	1.079	0.005	0.005	1.224	0.007	0.007	6685	85	85	2.685	0.146	0.146	-0.6	0.05	0.05	4.296	0.005	0.005	0.14047161707799682	0.0024964108835645285	0.0024964108835645285	3.4120987	MS	F		torres10	0.46339202965709	0.571895424836601	1.2715033657442	5.43761638733706	EB
225	V442_Cyg A	1.56	0.02	0.02	2.072	0.03	0.03	6900	82	82	8.73	0.517	0.517				4.0	0.01	0.01	0.04186650771534131	0.001896084694727457	0.001896084694727457	3.2711662	MS	F		eker14	1.28205128205128	1.44787644787645	1.18840579710145	5.92210767468499	EB
226	V442_Cyg B	1.407	0.02	0.02	1.662	0.03	0.03	6808	79	79	5.333	0.329	0.329				4.15	0.02	0.02	0.07316652513805613	0.004096315625959422	0.004096315625959422	3.3314722	MS	F		eker14	1.42146410803127	1.80505415162455	1.16039952996475	6.16913557097319	EB
227	V451_Oph A	2.78	0.06	0.06	2.6	0.1	0.1	11015	680	680	89.125	23.077	23.077							0.037760361441352044	0.004432529886202768	0.004432529886202768	0.5737837	MS	B		malkov07	2.15827338129496	3.84615384615385	6.17339990921471	25.8928471248247	EB
228	V451_Oph B	2.351	0.052	0.052	2.029	0.028	0.028	9800	500	500	34.119	7.857	7.857				4.195	0.011	0.011	0.06719204803453847	0.0031538435633174646	0.0031538435633174646	1.3702162	MS	A		torres10	2.21182475542322	1.37999014292755	5.10204081632653	23.0282247428119	EB
229	V456_Cyg A	1.863	0.06	0.06	1.681	0.02	0.02	7750	100	100	9.162	0.543	0.543				4.26	0.03	0.03	0.0936313112102715	0.004501346301835536	0.004501346301835536	2.7139912	MS	A		eker14	3.22061191626409	1.18976799524093	1.29032258064516	5.92665356908972	EB
230	V456_Cyg B	1.58	0.05	0.05	1.471	0.02	0.02	6755	400	400	4.046	1.263	1.263				4.3	0.03	0.03	0.11850330409704184	0.006117744143376191	0.006117744143376191	3.3662137	MS	F		eker14	3.16455696202532	1.35961930659415	5.92153960029608	31.2160158180919	EB
231	V459_Cas A	2.015	0.03	0.03	2.01	0.013	0.013	9140	300	300	25.293	3.814	3.814				4.136	0.006	0.006	0.05923771103829062	0.0014487689158503617	0.0014487689158503617	1.8028462	MS	A		eker14	1.48883374689826	0.646766169154229	3.28227571115974	15.0792709445301	EB
232	V459_Cas B	1.962	0.03	0.03	1.966	0.013	0.013	9100	300	300	23.823	3.656	3.656				4.144	0.006	0.006	0.06163960588726077	0.0015438424193816344	0.0015438424193816344	1.8290662	MS	A		eker14	1.52905198776758	0.661241098677518	3.2967032967033	15.3465138731478	EB
233	V477_Cyg A	1.79	0.12	0.12	1.57	0.05	0.05	8690	305	305	12.589	0.9	0.9							0.11042450584595982	0.012888200875990798	0.012888200875990798	2.0978212	MS	A		malkov07	6.70391061452514	3.18471337579618	3.50978135788262	7.1490984192549	EB
234	V477_Cyg B	1.35	0.07	0.07	1.27	0.04	0.04	6699	235	235	2.951	0.211	0.211							0.15733813440215433	0.016957980033170762	0.016957980033170762	3.4029217	MS	F		malkov07	5.18518518518519	3.1496062992126	3.50798626660696	7.1501186038631	EB
235	V505_Per A	1.272	0.001	0.001	1.288	0.014	0.014	6512	21	21	2.679	0.069	0.069	-0.12	0.03	0.03	4.32	0.01	0.01	0.14211859748142797	0.0046356487276393195	0.0046356487276393195	3.5255002	MS	F		eker14	0.0786163522012579	1.08695652173913	0.322481572481572	2.57558790593505	EB
236	V505_Per B	1.254	0.001	0.001	1.267	0.014	0.014	6462	12	12	2.512	0.059	0.059	-0.12	0.03	0.03	4.33	0.01	0.01	0.1471902634217901	0.0048806468738806065	0.0048806468738806065	3.5582752	MS	F		eker14	0.0797448165869219	1.10497237569061	0.185701021355617	2.34872611464968	EB
237	V526_Sgr B	1.683	0.06	0.06	1.569	0.02	0.02	8710	100	100	12.735	0.693	0.693				4.28	0.2	0.2	0.10402235361352176	0.005438424320244174	0.005438424320244174	2.0847112	MS	A		eker14	3.5650623885918	1.27469725940089	1.14810562571757	5.4416961130742	EB
238	V565_Lyr A	0.995	0.003	0.003	1.101	0.007	0.007	5600	95	95	1.072	0.079	0.079	0.28	0.05	0.05	4.352	0.005	0.005	0.17798053771524602	0.003436876224199847	0.003436876224199847	4.1233162	MS	G		eker14	0.301507537688442	0.635785649409628	1.69642857142857	7.36940298507463	EB
239	V565_Lyr B	0.929	0.003	0.003	0.971	0.009	0.009	5430	125	125	0.736	0.077	0.077	0.28	0.05	0.05	4.432	0.008	0.008	0.24225314001984452	0.006781458130065276	0.006781458130065276	4.2347512	MS	G		eker14	0.322927879440258	0.926879505664264	2.30202578268877	10.4619565217391	EB
240	V568_Lyr A	1.075	0.008	0.008	1.4	0.016	0.016	5665	100	100	1.811	0.143	0.143	0.28	0.05	0.05	4.178	0.01	0.01	0.09352672949551066	0.003281297689365918	0.003281297689365918	4.0807087	MS	G		eker14	0.744186046511628	1.14285714285714	1.76522506619594	7.8961899503037	EB
241	V568_Lyr B	0.827	0.004	0.004	0.768	0.006	0.006	4900	100	100	0.305	0.028	0.028	0.28	0.05	0.05	4.586	0.008	0.008	0.43584617620374577	0.010430397721143724	0.010430397721143724	4.5821662	MS	K		eker14	0.483675937122128	0.78125	2.04081632653061	9.18032786885246	EB
242	V570_Per A	1.447	0.009	0.009	1.521	0.034	0.034	6842	50	50	4.55	0.247	0.247	0.02	0.03	0.03	4.234	0.019	0.019	0.09817304908919708	0.006611852826470385	0.006611852826470385	3.3091852	MS	F		torres10	0.621976503109882	2.2353714661407	0.730780473545747	5.42857142857143	EB
243	V570_Per B	1.347	0.008	0.008	1.386	0.019	0.019	6562	50	50	3.199	0.135	0.135	0.02	0.03	0.03	4.284	0.012	0.012	0.12077840655106901	0.005018605600449206	0.005018605600449206	3.4927252	MS	F		torres10	0.593912397921307	1.37085137085137	0.761962816214569	4.22006877149109	EB
244	V624_Her A	2.277	0.014	0.014	3.028	0.03	0.03	8150	150	150	36.308	2.957	2.957				3.83	0.02	0.02	0.019579734965632985	0.000594281447815414	0.000594281447815414	2.4517912	MS	A		eker14	0.614844093104963	0.990752972258917	1.84049079754601	8.14421064228269	EB
245	V624_Her B	1.876	0.013	0.013	2.208	0.03	0.03	7945	150	150	17.458	1.509	1.509				4.02	0.02	0.02	0.041605142858004436	0.0017201944873672886	0.0017201944873672886	2.5861687	MS	A		eker14	0.692963752665245	1.35869565217391	1.88797986154814	8.6436017871463	EB
246	V636_Cen A	1.052	0.005	0.005	1.024	0.004	0.004	5900	85	85	1.14	0.07	0.07	-0.2	0.08	0.08	4.444	0.004	0.004	0.23389840517100957	0.0029578550479146867	0.0029578550479146867	3.9266662	MS	G		eker14	0.475285171102662	0.390625	1.44067796610169	6.14035087719298	EB
247	V636_Cen B	0.854	0.003	0.003	0.835	0.004	0.004	5000	100	100	0.391	0.034	0.034	-0.2	0.08	0.08	4.532	0.005	0.005	0.3501949144428509	0.005180912992555262	0.005180912992555262	4.5166162	MS	K		eker14	0.351288056206089	0.479041916167665	2.0	8.69565217391304	EB
248	V731_Cep A	2.577	0.098	0.098	1.823	0.03	0.03	10700	200	200	39.084	3.476	3.476				4.304	0.011	0.011	0.10154669736694148	0.006328158730881126	0.006328158730881126	0.7802662	MS	B		eker14	3.80287155607295	1.64563905650027	1.86915887850467	8.89366492682428	EB
249	V731_Cep B	2.017	0.084	0.084	1.717	0.025	0.025	9265	220	220	19.498	2.129	2.129				4.273	0.011	0.011	0.09512757009582525	0.005741172070827594	0.005741172070827594	1.7209087	MS	A		eker14	4.16460089241448	1.45602795573675	2.37452779276848	10.9190686224228	EB
250	V805_Aql A	2.11	0.04	0.04	2.11	0.12	0.12	8185	585	585	17.783	1.272	1.272							0.05362242866014758	0.009205151536681219	0.009205151536681219	2.4288487	MS	A		malkov07	1.8957345971564	5.68720379146919	7.14722052535125	7.15289883596693	EB
251	V805_Aql B	1.63	0.02	0.02	1.75	0.12	0.12	7178	513	513	7.244	0.518	0.518							0.07260806266769615	0.014963061158794904	0.014963061158794904	3.0889372	MS	F		malkov07	1.22699386503067	6.85714285714286	7.14683755920869	7.1507454445058	EB
252	V819_Her A	1.53	0.08	0.08	1.866	0.024	0.024	6761	483	483	7.311	0.487	0.487							0.05621703072530885	0.003653159640632329	0.003653159640632329	3.3622807	MS	F		malkov07	5.22875816993464	1.28617363344051	7.14391362224523	6.66119545889755	EB
253	V819_Her B	1.11	0.02	0.02	1.263	0.029	0.029	6166	1078	1078	1.977	0.605	0.605							0.1315298478750482	0.00936507365780156	0.00936507365780156	3.7523032	MS	F		malkov07	1.8018018018018	2.29612034837688	17.4829711320143	30.6019221041983	EB
254	V821_Cas A	1.996	0.166	0.166	2.296	0.109	0.109	9400	400	400	36.983	8.937	8.937				4.02	0.1	0.1	0.03936917159472763	0.006492995978590601	0.006492995978590601	1.6324162	MS	A		eker14	8.31663326653307	4.74738675958188	4.25531914893617	24.1651569640105	EB
255	V821_Cas B	1.597	0.187	0.187	1.382	0.119	0.119	8450	380	380	8.75	2.891	2.891				4.36	0.12	0.12	0.14444156248354922	0.04096669677718356	0.04096669677718356	2.2551412	MS	A		eker14	11.7094552285535	8.61070911722142	4.49704142011834	33.04	EB
256	V885_Cyg A	2.005	0.029	0.029	2.345	0.012	0.012	8375	150	150	27.29	1.95	1.95				4.0	0.007	0.007	0.037119081953082035	0.0007829230310251313	0.0007829230310251313	2.3043037	MS	A		eker14	1.44638403990025	0.511727078891258	1.7910447761194	7.1454745327959	EB
257	V885_Cyg B	2.234	0.026	0.026	3.385	0.026	0.026	8150	150	150	51.05	3.78	3.78				3.728	0.008	0.008	0.013750501583335066	0.00035497145910747045	0.00035497145910747045	2.4517912	MS	A		eker14	1.16383169203223	0.768094534711965	1.84049079754601	7.40450538687561	EB
258	V994_Her-A A	2.828	0.2	0.2	2.123	0.049	0.049	12000	250	250	83.946	8.737	8.737				4.23	0.05	0.05	0.07055711477968551	0.006983342112297591	0.006983342112297591	-0.0718838000000002	MS	B		eker14	7.07213578500707	2.30805463966086	2.08333333333333	10.4078812569985	EB
259	V994_Her-A B	2.299	0.16	0.16	1.688	0.039	0.039	9450	90	90	20.417	1.31	1.31				4.33	0.05	0.05	0.11411245139373452	0.011208488405052794	0.011208488405052794	1.5996412	MS	A		eker14	6.95954762940409	2.31042654028436	0.952380952380952	6.416221775971	EB
260	V994_Her-B A	1.868	0.12	0.12	1.583	0.08	0.08	9000	250	250	14.757	2.621	2.621				4.31	0.06	0.06	0.11242050141871927	0.018511055478276334	0.018511055478276334	1.8946162	MS	A		eker14	6.42398286937901	5.05369551484523	2.77777777777778	17.7610625465881	EB
261	V994_Her-B B	1.859	0.12	0.12	1.493	0.08	0.08	8450	70	70	10.209	1.299	1.299				4.36	0.07	0.07	0.13335563057206526	0.023100731515861138	0.023100731515861138	2.2551412	MS	A		eker14	6.4550833781603	5.35833891493637	0.828402366863905	12.7240669997061	EB
262	VV_Pyx A	2.097	0.022	0.022	2.168	0.02	0.02	9500	200	200	34.356	3.055	3.055				4.087	0.008	0.008	0.04912832841398802	0.001454053914345901	0.001454053914345901	1.5668662	MS	A		torres10	1.04911778731521	0.922509225092251	2.10526315789474	8.89218768191873	EB
263	VV_Pyx B	2.095	0.019	0.019	2.168	0.02	0.02	9500	200	200	34.356	3.055	3.055				4.087	0.008	0.008	0.04908147259289695	0.0014294186254123428	0.0014294186254123428	1.5668662	MS	A		torres10	0.906921241050119	0.922509225092251	2.10526315789474	8.89218768191873	EB
264	VZ_Cep A	1.402	0.015	0.015	1.558	0.012	0.012	6670	160	160	4.315	0.46	0.46	0.06	0.09	0.09	4.213	0.008	0.008	0.08850280681615014	0.0022535761140110217	0.0022535761140110217	3.4219312	MS	F		eker14	1.06990014265335	0.770218228498075	2.39880059970015	10.6604866743917	EB
265	VZ_Cep B	1.108	0.008	0.008	1.058	0.04	0.04	5720	120	120	1.076	0.137	0.137	0.06	0.09	0.09	4.446	0.033	0.033	0.22335421262165187	0.02538445885458902	0.02538445885458902	4.0446562	MS	G		eker14	0.722021660649819	3.78071833648393	2.0979020979021	12.7323420074349	EB
266	VZ_Hya A	1.271	0.009	0.009	1.315	0.005	0.005	6645	150	150	3.027	0.3	0.3	-0.2	0.12	0.12	4.305	0.005	0.005	0.13343804877300788	0.0017915378685343633	0.0017915378685343633	3.4383187	MS	F		eker14	0.708103855232101	0.380228136882129	2.25733634311512	9.91080277502478	EB
267	VZ_Hya B	1.12	0.03	0.03	1.12	0.03	0.03	6281	102	102	1.738	0.168	0.168	-0.2	0.12	0.12				0.19031601932226003	0.016120502578793477	0.016120502578793477	3.6769207	MS	F		malkov07	2.67857142857143	2.67857142857143	1.62394523165101	9.6662830840046	EB
268	WW_Aur A	1.964	0.007	0.007	1.928	0.011	0.011	7960	420	420	13.397	3.586	3.586				4.162	0.007	0.007	0.06542320042062097	0.001143815547257763	0.001143815547257763	2.5763362	MS	A		eker14	0.356415478615071	0.570539419087137	5.27638190954774	26.7671866835859	EB
269	WW_Aur B	1.814	0.007	0.007	1.842	0.011	0.011	7670	410	410	10.544	2.884	2.884				4.167	0.007	0.007	0.06929147334523554	0.001269848690961188	0.001269848690961188	2.7664312	MS	A		eker14	0.385887541345094	0.597176981541802	5.34550195567145	27.3520485584218	EB
270	WW_Cam A	1.92	0.013	0.013	1.913	0.016	0.016	8360	140	140	16.032	1.186	1.186				4.159	0.008	0.008	0.06547382440382042	0.0017015972058512154	0.0017015972058512154	2.3141362	MS	A		eker14	0.677083333333333	0.836382645060115	1.67464114832536	7.39770459081836	EB
271	WW_Cam B	1.873	0.018	0.018	1.81	0.014	0.014	8240	140	140	13.552	1.003	1.003				4.196	0.009	0.009	0.0754073091247459	0.0018939128165469745	0.0018939128165469745	2.3927962	MS	A		eker14	0.961025093432995	0.773480662983425	1.69902912621359	7.40112160566706	EB
272	WX_Cep A	2.533	0.05	0.05	3.996	0.03	0.03	8150	250	250	63.241	8.373	8.373				3.638	0.005	0.005	0.009476983878248475	0.0002838209511204353	0.0002838209511204353	2.4517912	MS	A		torres10	1.9739439399921	0.750750750750751	3.06748466257669	13.2398285922107	EB
273	WX_Cep B	2.324	0.045	0.045	2.712	0.023	0.023	8900	250	250	41.4	5.052	5.052				3.938	0.006	0.006	0.027814961223383543	0.0008893187015399451	0.0008893187015399451	1.9601662	MS	A		torres10	1.93631669535284	0.848082595870207	2.80898876404494	12.2028985507246	EB
274	WZ_Oph A	1.227	0.007	0.007	1.401	0.012	0.012	6165	100	100	2.547	0.182	0.182	-0.27	0.07	0.07	4.234	0.008	0.008	0.1065225483509854	0.0028038458663311593	0.0028038458663311593	3.7529587	MS	F		eker14	0.570497147514262	0.856531049250535	1.6220600162206	7.14566156262269	EB
275	WZ_Oph B	1.22	0.006	0.006	1.419	0.012	0.012	6115	100	100	2.529	0.181	0.181	-0.27	0.07	0.07	4.221	0.008	0.008	0.10193516611782534	0.0026342359965860936	0.0026342359965860936	3.7857337	MS	F		eker14	0.491803278688525	0.845665961945032	1.63532297628782	7.15697904310004	EB
276	XY_Cet A	1.773	0.016	0.016	1.876	0.035	0.035	7870	115	115	12.134	0.898	0.898				4.142	0.016	0.016	0.06410938698450601	0.003634552625316875	0.003634552625316875	2.6353312	MS	A		eker14	0.902425267907502	1.86567164179105	1.46124523506989	7.40069226965551	EB
277	XY_Cet B	1.615	0.014	0.014	1.776	0.029	0.029	7620	125	125	9.55	0.754	0.754				4.179	0.014	0.014	0.06882639665353377	0.0034239473885767117	0.0034239473885767117	2.7992062	MS	A		eker14	0.86687306501548	1.63288288288288	1.64041994750656	7.89528795811518	EB
278	XY_UMa A	1.097	0.073	0.073	1.161	0.02	0.02	5200	7	7	0.885	0.031	0.03				4.34054218809756	0.0325438928297453	0.0325438928297453	0.16734832084688167	0.014100059935465393	0.014100059935465393	4.3855162	MS	G		eker14	6.65451230628988	1.72265288544358	0.134615384615385	3.44632768361582	EB
279	XY_UMa B	0.665	0.031	0.031	0.63	0.01	0.01	4125	7	7	0.103	0.003	0.003				4.65414054639594	0.0244940257411373	0.0244940257411373	0.634908860070969	0.04230930710019339	0.04230930710019339	5.0901787	PMS	K		eker14	4.66165413533835	1.58730158730159	0.16969696969697	2.9126213592233	EB
280	YY_Gem A	0.598	0.005	0.005	0.621	0.006	0.006	3820	100	100	0.074	0.009	0.009				4.63	0.008	0.008	0.5961256021920904	0.017983533211182838	0.017983533211182838	5.2901062	PMS	K		eker14	0.836120401337793	0.966183574879227	2.61780104712042	12.1621621621622	EB
281	YY_Gem B	0.601	0.005	0.005	0.605	0.006	0.006	3820	100	100	0.07	0.008	0.008				4.655	0.008	0.008	0.6479175425394605	0.020016342409413256	0.020016342409413256	5.2901062	PMS	K		eker14	0.831946755407654	0.991735537190083	2.61780104712042	11.4285714285714	EB
282	YZ_Cas A	2.308	0.01	0.01	2.547	0.03	0.03	9200	300	300	41.687	6.397	6.397	0.1	0.06	0.06	3.995	0.01	0.01	0.03334727571553307	0.001187174111690949	0.001187174111690949	1.7635162	MS	A		eker14	0.433275563258232	1.17785630153121	3.26086956521739	15.3453114879939	EB
283	YZ_Cas B	1.347	0.01	0.01	1.359	0.02	0.02	6700	250	250	3.342	0.603	0.603	0.1	0.06	0.06	4.307	0.013	0.013	0.1281210874693928	0.0057359720874905935	0.0057359720874905935	3.4022662	MS	F		eker14	0.742390497401633	1.47167034584253	3.73134328358209	18.0430879712747	EB
284	Z_Her A	1.611	0.07	0.07	1.859	0.06	0.06	6397	75	75	5.2	0.449	0.449				4.11	0.03	0.03	0.059864417605525834	0.006353342670413099	0.006353342670413099	3.6008827	MS	F		eker14	4.34512725015518	3.22754168908015	1.17242457401907	8.63461538461539	EB
285	Z_Her B	1.312	0.03	0.03	2.743	0.08	0.08	4977	175	175	4.15	0.748	0.748				3.68	0.03	0.03	0.015176366394094842	0.001372458800544822	0.001372458800544822	4.5316927	PMS	K		eker14	2.28658536585366	2.916514764856	3.51617440225035	18.0240963855422	EB
286	ZZ_Boo A	1.616	0.01	0.01	2.164	0.07	0.07	6670	30	30	8.318	0.595	0.595				3.975	0.01	0.01	0.038069833536728666	0.003701895875178927	0.003701895875178927	3.4219312	MS	F		eker14	0.618811881188119	3.23475046210721	0.449775112443778	7.15316181774465	EB
287	ZZ_Boo B	1.568	0.01	0.01	2.164	0.07	0.07	6670	30	30	8.318	0.595	0.595				3.99	0.1	0.1	0.036939046401974346	0.003592390661642681	0.003592390661642681	3.4219312	MS	F		eker14	0.637755102040816	3.23475046210721	0.449775112443778	7.15316181774465	EB
288	ZZ_Cep B	1.9	0.19	0.19	2.9	0.29	0.29	6501	338	338	13.49	0.965	0.965							0.01859820360867201	0.005881268379096642	0.005881268379096642	3.5327107	MS	F		malkov07	10.0	10.0	5.19920012305799	7.15344699777613	EB
289	ZZ_UMa A	1.179	0.013	0.013	1.518	0.023	0.023	5903	60	60	2.512	0.137	0.137				4.147	0.017	0.017	0.08046553091347598	0.0037635982103772147	0.0037635982103772147	3.9246997	MS	G		eker14	1.10262934690416	1.51515151515152	1.01643232254786	5.45382165605096	EB
290	ZZ_UMa B	0.96	0.01	0.01	1.158	0.013	0.013	5097	60	60	0.813	0.044	0.044				4.293	0.015	0.015	0.14759000435606076	0.005202972783864491	0.005202972783864491	4.4530327	PMS	K		eker14	1.04166666666667	1.12262521588946	1.17716303708064	5.41205412054121	EB
291	EPIC201367296	1.15	0.04	0.04	1.73	0.04	0.04	5718	71	71	2.7	0.342211612410021	0.342211612410021	0.21	0.08	0.08	4.018	0.013	0.013	0.053023808916848776	0.004114461990166644	0.004114461990166644	4.0459672	MS	G		lund16	3.47826086956522	2.3121387283237	1.24169289961525	12.6745041633341	A
292	EPIC201367904	1.3	0.05	0.05	2.08	0.05	0.05	6251	78	78	6.664	0.597819169052716	0.597819169052716	-0.02	0.08	0.08	3.916	0.013	0.013	0.03448774018783558	0.002818709534582716	0.002818709534582716	3.6965857	MS	F		lund16	3.84615384615385	2.40384615384615	1.24780035194369	8.97087588614519	A
293	EPIC201820830	1.29	0.08	0.08	1.74	0.05	0.05	6420	71	71	4.555	0.353974438320162	0.353974438320162	-0.07	0.11	0.11	4.063	0.016	0.016	0.058459265729012916	0.006208129536445169	0.006208129536445169	3.5858062	MS	F		lund16	6.2015503875969	2.8735632183908	1.10591900311526	7.77111829462485	A
294	EPIC201860743	1.14	0.05	0.05	1.88	0.03	0.03	5926	78	78	4.119	0.374560308738028	0.374560308738028	-0.02	0.11	0.11	3.945	0.014	0.014	0.0409583727665024	0.0026592772907151605	0.0026592772907151605	3.9096232	MS	G		lund16	4.3859649122807	1.59574468085106	1.31623354708066	9.09347678412305	A
295	EPIC204356572	1.18	0.07	0.07	1.5	0.04	0.04	6316	78	78	3.422	0.297267427373032	0.297267427373032	-0.07	0.08	0.08	4.157	0.015	0.015	0.08346792571041622	0.008312962785143582	0.008312962785143582	3.6539782	MS	F		lund16	5.93220338983051	2.66666666666667	1.23495883470551	8.68694995245564	A
296	EPIC204506926	1.08	0.05	0.05	1.41	0.02	0.02	5705	78	78	2.374	0.207373528160854	0.207373528160854	0.38	0.08	0.08	4.172	0.013	0.013	0.09197669673881242	0.005783660530884091	0.005783660530884091	4.0544887	MS	G		lund16	4.62962962962963	1.41843971631206	1.36722173531989	8.73519495201577	A
297	EPIC204550630	1.17	0.04	0.04	1.37	0.03	0.03	6199	65	65	3.635	0.304111216365601	0.304111216365601	-0.13	0.08	0.08	4.228	0.014	0.014	0.10862644107062557	0.008044555140646859	0.008044555140646859	3.7306717	MS	F		lund16	3.41880341880342	2.18978102189781	1.04855621874496	8.36619577346908	A
298	EPIC204624076	1.22	0.05	0.05	1.83	0.04	0.04	6381	71	71	6.112	0.478281180350465	0.478281180350465	-0.13	0.11	0.11	4.0	0.014	0.014	0.047524543310309454	0.0036749643024513636	0.0036749643024513636	3.6113707	MS	F		lund16	4.09836065573771	2.18579234972678	1.11267826359505	7.82528109212148	A
299	EPIC204926239	1.44	0.05	0.05	2.45	0.05	0.05	6225	71	71	6.714	0.596776978402461	0.596776978402461	0.1	0.08	0.08	3.817	0.012	0.012	0.0233762923325141	0.0016453440957245236	0.0016453440957245236	3.7136287	MS	F		lund16	3.47222222222222	2.04081632653061	1.14056224899598	8.88854599944089	A
300	EPIC205917956	1.06	0.11	0.11	2.56	0.12	0.12	5185	71	71	4.579	0.431715442821083	0.431715442821083	-0.35	0.08	0.08	3.664	0.012	0.012	0.01508333441711149	0.0026361054947739663	0.0026361054947739663	4.3953487	PMS	K		lund16	10.377358490566	4.6875	1.36933461909354	9.42815992184065	A
301	EPIC205962429	1.15	0.04	0.04	1.79	0.04	0.04	6082	65	65	4.372	0.372936224763376	0.372936224763376	-0.24	0.08	0.08	3.99	0.012	0.012	0.04786853520489711	0.003615285697512586	0.003615285697512586	3.8073652	MS	F		lund16	3.47826086956522	2.23463687150838	1.06872739230516	8.530105781413	A
302	EPIC205967173	0.95	0.08	0.08	2.65	0.11	0.11	5016	52	52	3.603	0.37869252507843	0.37869252507843	-0.3	0.08	0.08	3.572	0.013	0.013	0.012187015799939594	0.00183205794494577	0.00183205794494577	4.5061282	PMS	K		lund16	8.42105263157895	4.15094339622642	1.03668261562998	10.5104780760042	A
303	EPIC205974115	1.15	0.04	0.04	1.36	0.03	0.03	6121	71	71	3.386	0.460929317911396	0.460929317911396	-0.07	0.08	0.08	4.23	0.012	0.012	0.1091421503033722	0.008159538346359359	0.008159538346359359	3.7818007	MS	F		lund16	3.47826086956522	2.20588235294118	1.15994118608071	13.6127973393797	A
304	EPIC205979004	1.07	0.06	0.06	2.22	0.06	0.06	5588	84	84	8.324	2.74920060577796	2.74920060577796	-0.35	0.08	0.08	3.777	0.014	0.014	0.02334727748772256	0.0023016343831669486	0.0023016343831669486	4.1311822	PMS	G		lund16	5.60747663551402	2.7027027027027	1.50322118826056	33.0273979550452	A
305	EPIC205995584	1.31	0.07	0.07	1.71	0.04	0.04	6433	71	71	4.784	0.38291610691645	0.38291610691645	-0.07	0.08	0.08	4.082	0.013	0.013	0.06254525322542877	0.005516726634438581	0.005516726634438581	3.5772847	MS	F		lund16	5.34351145038168	2.33918128654971	1.10368412871133	8.00409922484219	A
306	EPIC206009487	1.03	0.05	0.05	1.49	0.04	0.04	5926	71	71	1.949	0.164977135740432	0.164977135740432	-0.24	0.08	0.08	4.101	0.012	0.012	0.07433439484011946	0.006990075475284393	0.006990075475284393	3.9096232	MS	G		lund16	4.85436893203883	2.68456375838926	1.1981100236247	8.4647068106943	A
307	EPIC206064678	1.01	0.04	0.04	0.98	0.02	0.02	5562	71	71	0.9558	0.0889516392597488	0.0889516392597488	0.26	0.11	0.11	4.453	0.013	0.013	0.25618549539756125	0.01868031806782994	0.01868031806782994	4.1482252	MS	G		lund16	3.96039603960396	2.04081632653061	1.27651923768429	9.30651174510869	A
308	EPIC206064711	1.27	0.05	0.05	1.57	0.03	0.03	6563	71	71	3.997	0.308407549090577	0.308407549090577	-0.18	0.08	0.08	4.147	0.011	0.011	0.07834587844936815	0.005448357640936688	0.005448357640936688	3.4920697	MS	F		lund16	3.93700787401575	1.91082802547771	1.08182233734573	7.71597570904621	A
309	EPIC206070413	1.23	0.07	0.07	1.52	0.04	0.04	6446	71	71	3.855	0.316837613447796	0.316837613447796	-0.13	0.08	0.08	4.16	0.014	0.014	0.0836152973068422	0.008137577108751888	0.008137577108751888	3.5687632	MS	F		lund16	5.69105691056911	2.63157894736842	1.10145826869376	8.21887453820483	A
310	EPIC206078331	0.94	0.04	0.04	1.13	0.03	0.03	5809	78	78	1.423	0.123992980527382	0.123992980527382	-0.18	0.11	0.11	4.306	0.012	0.012	0.15552632638336103	0.014044175599707933	0.014044175599707933	3.9863167	MS	G		lund16	4.25531914893617	2.65486725663717	1.34274401790325	8.71349125280268	A
311	EPIC206088888	1.08	0.06	0.06	1.3	0.03	0.03	5965	71	71	2.132	0.17966884307268	0.17966884307268	-0.02	0.08	0.08	4.242	0.012	0.012	0.11735594347240348	0.010417162418641322	0.010417162418641322	3.8840587	MS	G		lund16	5.55555555555556	2.30769230769231	1.19027661357921	8.42724404656098	A
312	EPIC206094605	1.4	0.11	0.11	2.01	0.07	0.07	6537	78	78	6.616	0.579248511148907	0.579248511148907	0.04	0.08	0.08	3.979	0.014	0.014	0.041157714865313576	0.00538034466219134	0.00538034466219134	3.5091127	MS	F		lund16	7.85714285714286	3.48258706467662	1.19320789352914	8.75526770176704	A
313	EPIC206107253	1.16	0.03	0.03	1.31	0.02	0.02	6290	65	65	2.481	0.20841508252867	0.20841508252867	-0.18	0.08	0.08	4.267	0.01	0.01	0.12318433772471749	0.006479339794244673	0.006479339794244673	3.6710212	MS	F		lund16	2.58620689655172	1.52671755725191	1.03338632750397	8.40044669603668	A
314	EPIC206108325	1.3	0.05	0.05	2.15	0.05	0.05	6433	71	71	7.835	3.43972966891016	3.43972966891016	-0.18	0.11	0.11	3.887	0.014	0.014	0.031227654322683134	0.00248780471655474	0.00248780471655474	3.5772847	MS	F		lund16	3.84615384615385	2.32558139534884	1.10368412871133	43.9021017091277	A
