Teff,logg,Meta,L,eTeff,elogg,eMeta,eL
5611.0,4.044,0.241,2.5399782631954992,63.5,0.0365,0.0785,0.10771716603514925
5611.0,4.363,0.439,1.1469909731357617,83.5,0.033,0.041999999999999996,0.08594263216025155
5610.0,4.25,0.2,1.3649916666722672,46.0,0.02,0.02,0.01393053293662938
5609.0,4.487,0.148,0.8069934318550629,89.5,0.0225,0.084,0.07080641618037081
5607.0,4.005,0.19,2.728977782808041,68.0,0.048,0.084,0.09140164633483328
5606.0,4.3623,-0.34,0.9397233105646379,150.0,0.002,0.2,0.0954030797867822
5600.0,4.466,0.22,0.7699987142771365,150.0,0.031,0.09,0.12922992555855806
5599.0,4.48,-0.24,0.7199958612751897,12.0,0.02,0.01,0.009927762008889618
5597.0,4.412,0.001,0.8660042034091711,72.0,0.024,0.0595,0.04573761686139505
5597.0,4.3001,-0.088,1.230013845359849,94.0,0.010950000000000001,0.096,0.10967338773088742
5596.0,4.4,-0.07,1.120005099338192,50.0,0.07,0.06,0.005979937696225623
5587.0,4.484,0.268,0.8050076361080626,19.0,0.016,0.043,0.017798702669657607
5587.0,4.496,0.194,0.7670081876935099,45.0,0.021,0.06,0.030402369130390128
5585.0,4.47,-0.04,0.8199927262703794,60.0,0.05,0.05,0.019762377506010564
5581.0,4.4,0.22,0.9699961265109994,60.0,0.02,0.04,0.034203971098792585
5579.0,4.35,0.12,0.9900109542601704,70.0,0.015,0.04,0.03421707705861826
5577.0,4.03,0.39,2.4100164114883613,100.0,0.05,0.1,0.17373373476183773
5576.0,4.52,0.05,0.6966265141107687,50.0,0.02,0.08,0.06346559160883541
5576.0,4.016,0.421,2.6599899758559764,74.5,0.026,0.05,0.15097760996162113
5576.0,4.33,0.343,1.1609940659851652,85.5,0.042499999999999996,0.0825,0.0579590348106368
5570.0,4.498,0.14,0.7299951924762005,145.0,0.026000000000000002,0.2,0.09903223188266247
5567.0,4.035,0.405,2.520983481423053,75.0,0.0195,0.0385,0.1355621778043148
5566.0,4.22551,0.23,1.3824518053904096,145.785,0.0895675,0.1,0.03335334164507542
5555.0,4.496,0.099,0.7260056491191559,90.0,0.025,0.078,0.03515315546676423
5550.0,4.1,0.2,1.2620018745496357,100.0,0.1,0.1,0.11019731711069736
5549.0,4.29438,0.19,1.1653865460060386,111.72,0.0723945,0.1,0.025607463068053504
5542.0,4.028,0.247,2.3400223205840787,21.0,0.012,0.037,0.06217281387705298
5525.0,4.505,0.09,0.6760051429434254,145.5,0.0205,0.03,0.030781866913198563
5521.0,3.823,0.29,4.5700399861326355,60.0,0.02,0.09,0.1526513953400932
5520.0,4.5,0.08,0.6819931302357812,60.0,0.05,0.045,0.014855191155319136
5520.0,4.148,0.486,2.4100164114883613,140.0,0.025,0.0665,0.10759275750456054
5520.0,4.413,0.385,0.903004677637526,105.0,0.0485,0.057,0.0362323948325976
5519.0,4.516,0.294,0.7050014334091791,77.0,0.025500000000000002,0.08,0.06930428211960526
5515.0,4.46,0.36,0.8184647881347898,126.0,0.051500000000000004,0.07,0.14233700570976782
5513.0,4.445,0.107,0.7679978425171763,72.0,0.024,0.0555,0.041757729243817876
5510.0,4.502,0.28,0.7050014334091791,110.0,0.029,0.074,0.05672132652022838
5500.0,4.411,-0.34,0.8400013808798806,200.0,0.041,0.21,0.16576287890760766
5500.0,4.503,-0.064,0.628999065185515,100.0,0.041,0.054,0.025939789379486988
5500.0,4.52,0.03,0.6194410750767815,100.0,0.05,0.1,0.09220981599383815
5499.0,4.531,-0.049,0.6030037319942385,61.5,0.02,0.0575,0.031143344867506806
5498.0,4.476,0.01,0.6960012186005905,84.0,0.039,0.06,0.07948191543644545
5497.0,4.382,0.274,0.9210007842348022,72.5,0.0235,0.0595,0.0491041453539206
5497.0,4.457,0.297,0.7920087871305074,68.0,0.023,0.057999999999999996,0.0409887066112849
5495.0,4.542,-0.06,0.5890063813507318,69.0,0.038,0.046,0.06628412406194267
5494.0,4.41,0.04,0.7199958612751897,27.0,0.05,0.02,0.02939810676448873
5491.0,4.46,0.17,0.7430020294457631,100.0,0.1,0.06,0.11171088814354929
5490.0,4.04,0.372,2.2590196051025315,110.0,0.0395,0.07050000000000001,0.08338976662372755
5464.0,4.64,0.04,0.549996593976402,100.0,0.1,0.06,0.019649618044070116
5463.0,4.416,0.36,0.8169961312356584,142.5,0.0245,0.02,0.04377267886800579
5460.0,4.496,0.146,0.66700639840271,66.0,0.0225,0.057999999999999996,0.03547474701205189
5460.0,4.5,0.44,0.7079457843841379,81.0,0.05,0.14,0.09836849041621792
5457.0,4.529,-0.079,0.5710051168082259,67.5,0.022,0.057499999999999996,0.028754510791838828
5453.0,4.4256,0.302,0.7900052910832215,31.5,0.0071,0.055499999999999994,0.021228572355087905
5443.0,4.35,0.27,0.6800017024408912,13.5,0.14,0.03,0.03888711845752202
5442.0,4.39,0.34,0.7869914243757462,17.0,0.04,0.03,0.001999841482072384
5433.0,4.48,0.05,0.581005174118754,70.0,0.1,0.03,0.034000901593823185
5431.0,4.514,0.02,0.580764417521312,100.0,0.054,0.1,0.09999411634168417
5430.0,4.37,0.0,0.6199975880723252,26.0,0.04,0.02,0.01968830634576707
5426.0,4.49,0.09,0.700003159130897,100.0,0.11,0.1,0.07590286947195618
5425.0,4.54,-0.15,0.5540003001200583,40.0,0.028,0.05,0.045090633298114746
5420.0,4.494,-0.003,0.6342054941215193,100.0,0.044,0.1,0.0866916952164466
5420.0,4.465,0.033,0.6570070049599265,100.0,0.0405,0.0995,0.02357486296977429
5416.0,4.451,0.133,0.6709961062630134,16.0,0.019,0.023,0.02339877101494381
5404.0,4.281,0.24,1.0470079998610848,68.5,0.011,0.09,0.05062669049573615
5403.0,4.51,0.43,0.6501296903430906,50.0,0.02,0.08,0.04825983752714602
5400.0,4.392,-0.08,0.9506047936562815,100.0,0.016,0.11,0.12262751237574832
5400.0,4.435,0.251,0.7140029399278446,47.0,0.015,0.061,0.027471982629446223
5397.0,4.48,0.16,0.5999982725336438,46.0,0.23,0.1,0.048076352882230444
5394.0,4.463,0.348,0.7059923578936672,64.0,0.022,0.057,0.03507349401904081
5388.0,4.453,0.257,0.700003159130897,67.0,0.0235,0.058,0.036023155695332154
5380.0,4.435,0.25,0.7240023902559726,73.0,0.043,0.07,0.08412380566633121
5368.0,4.39,-0.42,0.6868944383608483,64.0,0.03,0.02,0.002596864820210487
5365.0,4.591,-0.578,0.386002395609372,92.0,0.0335,0.0795,0.01375206382036065
5360.0,4.538,0.1,0.5309944722259565,200.0,0.0325,0.16499999999999998,0.07457355312956238
5359.0,4.397,0.399,0.8040073148999792,86.0,0.035500000000000004,0.07400000000000001,0.02992881985609458
5358.0,4.36,-0.07,0.5699936270941423,22.0,0.05,0.01,0.019661228557495136
5348.0,4.3,-0.15,0.6499949761981433,100.0,0.1,0.06,0.019698254346461497
5345.0,4.31,0.19,0.9311078754678304,100.0,0.12,0.06,0.07209435396243469
5336.96,4.55466,0.0512,0.5141265123074819,105.03,0.0770345,0.0281,0.011725882555281064
5330.0,4.45,0.06,0.6194410750767815,100.0,0.08,0.1,0.113423308969298
5326.0,4.478,0.051,0.5549961877770312,44.0,0.017,0.029,0.031779784312169324
5321.0,4.581,0.071,0.45300187543224035,84.0,0.0175,0.0775,0.03081395546792698
5321.0,4.48,0.12,0.5109989408837075,58.0,0.14,0.05,0.0466776994733174
5320.0,4.516,-0.02,0.5190031574907782,39.0,0.024,0.03,0.015763279502716776
5316.0,4.52626,0.3,0.5379476318431439,104.7,0.0747205,0.03,0.015770447298607437
5315.0,4.458,0.16,0.6199975880723252,60.0,0.018000000000000002,0.05,0.02930666202976434
5311.0,4.449,0.0,0.6249999750398698,77.0,0.022,0.05,0.0546140600217791
5308.0,4.61,-0.25,0.39994474976109745,50.0,0.1,0.08,0.05636403274429033
5306.0,4.524,0.344,0.5600025440780013,72.0,0.0235,0.085,0.03085530719753371
5304.0,4.53,0.19,0.5395106225151276,50.0,0.02,0.08,0.03832206026544488
5303.0,3.79084,0.1,2.877729706540811,105.53,0.0776885,0.1,0.05999210867967175
5295.0,4.46,0.33,0.6397348354826481,100.0,0.06,0.1,0.09745230461020676
5288.0,4.473,-0.05,0.5579946050527004,99.0,0.037000000000000005,0.06,0.028281886292321534
5284.0,4.565,0.162,0.4830031910412297,50.5,0.0095,0.04,0.021977634569323473
5282.0,4.566,0.098,0.4729987575981305,39.5,0.017,0.0675,0.029423574547285447
5281.0,4.526,0.168,0.5160003545069491,81.0,0.0205,0.08549999999999999,0.03406501891155661
5278.0,4.5,-0.27,0.4200006862466315,63.0,0.1,0.04,0.019544246367754425
5277.0,4.35,-0.11,0.5534010769913609,67.0,0.12,0.05,0.006756553641356522
5256.0,4.37,-0.11,0.49000442279323575,29.0,0.05,0.02,0.03848917557426043
5255.0,4.582,0.22,0.458997161700544,11.0,0.0045000000000000005,0.03,0.003976627731448246
5224.0,4.564,-0.294,0.379996853036855,58.5,0.042499999999999996,0.059,0.0354084640280512
5216.0,4.557,0.248,0.4729987575981305,52.0,0.011,0.066,0.023374069864192243
5215.0,4.533,0.103,0.4810054531607244,50.0,0.058,0.081,0.07081580203069632
5213.0,4.51,0.168,0.4999999950079739,69.0,0.0275,0.0575,0.029537202475360846
5212.0,4.64,-0.23,0.3510023305013026,43.0,0.04,0.03,0.006933755868039515
5212.0,4.54,0.04,0.49000442279323575,13.5,0.21,0.1,0.009895243585033575
5205.0,4.515,0.223,0.5010026234353426,59.0,0.022,0.0565,0.024406686359672608
5191.0,4.48,0.152,0.5359940886627048,77.0,0.023,0.058,0.03954253797955137
5180.0,4.514,0.12,0.4860041749236721,190.0,0.018,0.2,0.08496613200871675
5170.0,4.57,0.16,0.4200006862466315,120.0,0.02,0.08,0.019544246367754425
5170.0,4.535,0.24,0.4753352259428053,70.0,0.01,0.11,0.03274685358017876
5166.0,4.51,-0.04,0.3849993532947146,49.0,0.09,0.03,0.006939983858434973
5165.0,4.562,0.124,0.4240040452115673,57.0,0.0165,0.0555,0.021907805696133764
5160.0,4.569,0.13,0.40099596261997517,130.0,0.0315,0.077,0.036682548900922124
5152.0,4.59,-0.05,0.3857980249576848,12.0,0.02,0.02,0.00496903417209868
5150.0,4.503,-0.03,0.4617958226257791,200.0,0.028,0.2,0.0900155726728773
5150.0,4.571,0.09,0.40738027780411273,100.0,0.011,0.17,0.04430222303401138
5145.0,4.54,0.0,0.37199748181842074,50.0,0.09,0.08,0.011812949796573408
5137.0,4.501,0.377,0.48130458625255457,16.0,0.013,0.034,0.008327604406832972
5135.55,4.43883,0.2502,0.5417388730891988,125.965,0.08932000000000001,0.0125,0.017664561231592935
5133.0,4.552,0.287,0.4410014323131407,53.5,0.0165,0.059,0.023829543967710004
5131.0,4.483,0.28,0.4959980853140723,50.0,0.051,0.08,0.05676319974335059
5130.0,3.11,-0.08,23.9883291901949,24.0,0.09,0.05,4.9337220105624375
5128.0,4.56,0.022,0.3879984583519935,79.5,0.0305,0.07150000000000001,0.012286403995438733
5117.0,4.543,0.134,0.41399967481973043,85.5,0.0335,0.0775,0.016167377826322965
5106.0,4.562,-0.03,0.37900068944549237,65.0,0.0365,0.0595,0.03468179793737616
5099.0,4.539,0.05,0.4000000079872419,61.0,0.036,0.041,0.0436271262172937
5098.0,3.5,-0.03,14.588142602753482,44.0,0.1,0.04,0.10042406730586428
5096.0,4.58,0.14,0.36300282093533875,102.0,0.2,0.05,0.007915624751640843
5087.0,4.563,0.105,0.38699914007218755,61.5,0.0295,0.058499999999999996,0.032383155630950955
5081.0,4.533,0.339,0.43500074425308805,55.0,0.035500000000000004,0.058499999999999996,0.036651745252531065
5080.0,4.584,-0.05,0.33700007692099276,130.0,0.029,0.245,0.020381915937400852
5080.0,3.584,-0.08,5.150032859002328,90.0,0.01,0.08,0.16727174723568172
5080.0,4.514,0.32,0.4000000079872419,100.0,0.036,0.071,0.04811598385559138
5078.0,3.19,-0.21,17.69986687745534,22.0,0.06,0.02,0.2974325247461582
5068.0,4.19,0.138,0.4300015291512701,51.5,0.123,0.042499999999999996,0.02131347946707124
5065.0,4.582,0.182,0.37499890535749236,51.0,0.010499999999999999,0.055,0.018539267907989293
5058.0,4.558,0.131,0.38199704203633117,58.0,0.020999999999999998,0.0545,0.01995000009613343
5052.0,4.636,-0.025,0.3059989949155129,66.0,0.014,0.093,0.024981836603709395
5048.0,4.582,0.0,0.3364031083450256,78.5,0.0305,0.041999999999999996,0.009653552074726596
5040.0,3.11,0.02,23.400223205840792,78.0,0.07,0.04,2.0882466288642316
5038.0,3.09,-0.19,18.800093102594257,24.0,0.07,0.02,0.3271962670104216
5026.0,4.57,-0.021,0.33700007692099276,81.5,0.031,0.052500000000000005,0.012757443568206267
5025.4,3.375,0.06,10.009906019122788,19.55,0.0115,0.01,0.15461282091841522
5013.0,4.552,0.171,0.3649975925939452,90.5,0.0115,0.0955,0.03502178668330494
5003.0,4.544,-0.02,0.35899632269921966,94.0,0.0325,0.16899999999999998,0.016114056395741955
4994.0,4.608,0.272,0.2980025634911582,50.0,0.035,0.08,0.010802123975357986
4990.0,2.87,0.07,41.28953576945722,39.0,0.09,0.03,1.0271020798305734
4989.0,2.86,0.14,45.200162900188616,46.0,0.1,0.04,0.9209380715239206
4987.0,4.541,0.305,0.38199704203633117,56.5,0.023,0.058499999999999996,0.01995000009613343
4985.0,4.49,0.11,0.36959832980579393,70.0,0.11,0.08,0.009185682430114056
4985.0,4.545,0.25,0.36800184835450345,50.0,0.049,0.08,0.04100887494547331
4975.03,4.61249,0.08,0.30361973718279806,125.69,0.0889035,0.057,0.011675237721080145
4974.0,3.39,0.205,6.64002936492425,57.0,0.16,0.038,0.4638273003199598
4969.0,4.63,-0.01,2.137962089502232,45.0,0.08,0.02,0.09622414483270303
4962.0,4.37,0.33,0.3083187950249354,134.0,0.26,0.13,0.02485174090675432
4962.0,4.5687,0.166,0.3270016921283103,40.0,0.00665,0.069,0.012287652887445738
4956.0,4.47,-0.31,0.2296148648112362,50.0,0.16,0.03,0.029628677847961804
4953.0,4.553,0.22,0.34400123362459484,60.0,0.0195,0.11,0.022278994052865347
4945.0,2.6,0.03,74.13102413009177,100.0,0.2,0.1,8.81364027797919
4943.0,2.85,-0.19,29.512092266663856,30.0,0.09,0.06,7.634476027168336
4931.0,4.44,0.03,0.33100152905873453,77.0,0.17,0.05,0.02598217016066226
4929.0,4.604,-0.07,0.275397504118172,77.5,0.027,0.235,0.007548477808297704
4927.0,4.548,0.243,0.34600310808407236,57.5,0.039,0.09,0.030394222287051575
4925.0,4.68,-0.37,0.2098939883623524,70.0,0.04,0.04,0.019127278115133164
4917.0,2.98,0.2,43.99972883599892,100.0,0.1,0.09,6.693621147946985
4914.0,4.598,0.044,0.29300160545018455,59.0,0.02,0.0915,0.022091612981673503
4909.0,2.89,0.1,38.11974615982364,32.0,0.01,0.05,0.9773407595876229
4899.0,4.534,0.42,0.3599979270433567,58.5,0.0265,0.0365,0.01469905323548823
4896.0,3.48,0.23,6.34994553119237,110.0,0.1,0.06,0.4257926546605213
4891.0,3.09,-0.01,10.470079998610846,50.0,0.1,0.05,0.2997079050686926
4884.0,4.579,0.02,0.289001435534947,72.0,0.026000000000000002,0.067,0.018028115374790488
4875.0,4.52,0.17,0.3599979270433567,100.0,0.06,0.1,0.009863325550943047
4870.0,4.551,0.08,0.3010024288370056,150.0,0.0485,0.0795,0.045171946948724284
4867.0,2.6,-0.02,58.0096172522704,38.0,0.09,0.03,1.6172879956836859
4866.0,2.97,-0.02,26.099969510270213,100.0,0.06,0.09,1.7417111102225906
4861.0,3.24,0.27,14.100028808959001,100.0,0.08,0.09,1.6980886389942853
4860.0,3.13,0.21,12.302687708123818,100.0,0.14,0.15,1.8314022276148219
4851.0,2.5,-0.67,46.70033543618861,44.5,0.06,0.08499999999999999,1.9588721034938494
4850.0,3.1,0.2,16.39985468914459,100.0,0.2,0.13,2.246790195605585
4845.0,3.25,0.14,10.039914167817969,52.0,0.13,0.03,0.19810344798764845
4842.0,2.86,0.05,29.510053713962296,41.0,0.11,0.03,0.5646235981005994
4840.0,3.11,0.01,14.680133329688053,43.0,0.13,0.03,0.26761058601880894
4830.0,2.53,-0.31,42.65795188015925,100.0,0.2,0.09,0.09811056678494623
4830.0,2.53,-0.5,40.73802778041128,45.0,0.14,0.18,7.624915632152167
4829.0,3.09,0.12,16.39985468914459,102.0,0.325,0.10500000000000001,1.3449540936125368
4826.0,3.19,0.21,11.549947229854663,50.0,0.065,0.1,0.25096305823732656
4823.0,2.99,0.06,13.800029030247268,59.0,0.12,0.06,0.2669897629516358
4820.0,3.51,-0.04,4.168693834703354,20.0,0.06,0.09,1.2174846080369681
4815.0,2.61,-0.1,79.06786279998249,100.0,0.1,0.08,11.22021032844458
4807.0,4.618,-0.18,0.23120647901755947,100.0,0.024,0.1,0.03373371930788854
4806.0,2.85,-0.2,22.3872113856834,45.0,0.18,0.08,6.89904519655858
4803.0,4.644,0.0,0.22600081224453913,55.0,0.028,0.04,0.02165802853297366
4803.0,4.57,0.1,0.26977394324449205,80.0,0.04,0.08,0.0374848697964586
4796.0,2.8,0.28,102.32929922807536,117.0,0.45,0.07,84.13229064197553
4791.0,2.55,-0.36,56.23413251903491,45.0,0.18,0.04,19.080609609317648
4780.0,4.483,0.082,0.3360005590612465,120.0,0.0175,0.079,0.034067955795082205
4780.0,2.94,0.31,46.77351412871981,100.0,0.2,0.18,4.700851290275416
4776.0,2.97,-0.06,16.218100973589298,10.0,0.04,0.06,3.6288468556476303
4769.0,2.37,-0.25,70.79457843841381,15.0,0.06,0.09,25.08575947692629
4766.0,4.579,0.306,0.2753024016145934,53.0,0.0235,0.0765,0.006962655298768272
4766.0,2.5,-0.03,87.98932782169935,43.5,0.085,0.1,5.637139301549716
4757.0,4.49,0.02,0.26999765984012103,89.0,0.05,0.04,0.01930787126168608
4757.0,2.77,-0.14,45.200162900188616,100.0,0.1,0.09,7.570455071313145
4750.0,2.51,-0.4,44.320025337085,51.0,0.05,0.07,3.251242877416484
4738.0,4.56,0.08,0.25999799567092435,100.0,0.04,0.05,0.005932893603529776
4734.0,4.6,0.05,0.2380016675852849,67.0,0.06,0.08,0.013610552748992921
4730.0,4.7,0.11,0.2560000204473399,42.0,0.9,0.09,0.008847478875547543
4725.0,2.76,-0.45,29.512092266663856,10.0,0.04,0.08,5.523763076468956
4723.0,4.614,-0.01,0.21677041048196946,100.0,0.0225,0.1,0.03157640812086582
4700.0,3.244,0.25,7.599937136615268,100.0,0.007,0.1,0.26502188724284315
4687.0,4.62,0.014,0.2219984795437013,65.0,0.1,0.06,0.012639955648939105
4686.0,4.56,0.15,0.26599899758559764,99.0,0.03,0.05,0.013988573466394566
4684.0,4.53,-0.2,0.23700090260495627,99.0,0.08,0.05,0.014554246607852594
4683.0,2.48,-0.22,77.98301105232585,100.0,0.1,0.09,9.431280875519818
4681.53,4.53577,0.0341,0.2581487342714239,139.98000000000002,0.102773,0.0323,0.01202686843871753
4679.0,2.49,-0.38,46.77351412871981,10.0,0.04,0.06,8.754574496663707
4673.0,3.276,0.328,7.360037040573062,94.0,0.081,0.08,0.7329781211038031
4672.0,4.58,-0.04,0.18299954081751735,170.0,0.04,0.07,0.003957502820544148
4664.0,2.71,-0.19,29.499863062460477,53.0,0.04,0.06,1.1226953125558854
4656.1,4.5853,0.099,0.21930069094497961,8.9,0.0021,0.014,0.0020905984871986277
4650.0,4.61,-0.29,0.2098939883623524,60.0,0.01,0.05,0.013957590743040094
4649.0,2.61,-0.22,37.15352290971726,30.0,0.12,0.08,7.641430643053404
4640.0,4.71,0.09,1.5488166189124815,100.0,0.1,0.05,0.03525537047627325
4640.0,4.613,0.003,0.20596811765973644,100.0,0.056499999999999995,0.06,0.00016118499749898096
4635.0,4.579,0.328,0.23900115514847262,52.0,0.0305,0.08449999999999999,0.018654277411200765
4622.0,4.645,-0.02,0.18709836830033227,60.0,0.0215,0.08149999999999999,0.006003950457721383
4610.0,4.64,-0.17,0.17300155231477962,207.0,0.08,0.07,0.003955507020653559
4600.0,4.605,-0.092,0.19499792949034692,105.0,0.026,0.0765,0.024742683887460606
4596.0,4.6,-0.05,0.19199945679542882,64.5,0.025,0.065,0.0049355389563883745
4595.0,4.63,0.35,0.19010782799233,80.0,0.02,0.08,0.01890647382328213
4590.0,4.611,0.18,0.2098988214056818,49.0,0.010499999999999999,0.08,0.007915152212358612
4580.0,4.8,0.12,0.19199945679542882,50.0,0.3,0.02,0.007839518021116099
4551.0,4.629,0.0,0.17298163592151014,100.0,0.020499999999999997,0.1,0.025537699300510447
4550.0,4.642,-0.35,0.15700012565614901,110.0,0.026000000000000002,0.15,0.016973698611404686
4546.0,4.5909,0.186,0.19550145772926666,20.5,0.0039,0.051,0.004155182984077924
4534.0,2.48,-0.13,43.65158322401658,8.0,0.04,0.06,10.53847107575747
4520.0,4.659,-0.003,0.43300209738146994,81.0,0.030000000000000002,0.21,0.3065479096625494
4512.0,4.633,-0.113,0.15990056562406793,19.0,0.011,0.035,0.0030702532918469583
4508.0,4.615,-0.059,0.16629913873131472,43.0,0.013,0.036,0.0060889604815990706
4504.0,2.48,0.03,52.780074633837444,62.0,0.01,0.08,2.059386500924443
4503.0,4.57,0.0,0.1899984246214733,69.0,0.09,0.07,0.009750441263635223
4500.0,4.68,-0.02,0.1673015636398645,100.0,0.1,0.08,0.00501778391296466
4425.0,4.633,0.02,0.1319988051498575,70.0,0.012,0.09,0.0029660371176066652
4414.0,2.24,-0.2,48.97788193684461,15.0,0.06,0.07,26.069205409166887
4413.0,4.629,0.08,0.1540990637107077,76.0,0.028,0.17,0.005113221134813953
4405.0,4.6036,0.208,0.16410053615594372,15.0,0.0077,0.053,0.0025810205551000803
4402.0,4.673,-0.37,0.11694993910198709,100.0,0.0195,0.1,0.017961796435878398
4390.0,4.667,-0.127,0.12540071132481292,50.0,0.012,0.08,0.008611858359278197
4385.0,4.69,-0.08,0.06699925907606577,21.0,0.05,0.02,0.024054937540268627
4375.0,4.42,-0.29,0.13649916666722672,65.0,0.2,0.12,0.005488953470703925
4340.0,4.715,-0.57,0.08892011178579486,177.0,0.035500000000000004,0.18,0.026258060868813993
4324.0,4.74,-0.14,0.09506047936562814,100.0,0.02,0.17,0.00945388984627929
4316.0,4.45,-0.23,0.1319988051498575,70.0,0.15,0.05,0.009646600603373558
4309.0,4.61,0.252,0.1510010614004338,31.0,0.01,0.076,0.003947675810735893
4308.0,1.8,-0.28,239.0011551484727,25.0,0.1,0.33,1.9920665396046786
4300.0,2.0,-0.07,81.2830516164099,50.0,0.2,0.16,27.579871979384635
4300.0,4.58,0.12,0.15199874424986876,60.0,0.06,0.05,0.005885315195102853
4296.0,1.99,-0.46,91.20108393559097,10.0,0.05,0.07,30.945125328155193
4285.0,4.581,-0.12,0.15020002328660653,53.0,0.0345,0.41000000000000003,0.0055960884913252434
4263.0,1.4,-0.31,327.0016921283102,38.0,0.1,0.11,2.9867784549429928
4236.0,4.7,-0.29,0.09900109542601707,12.0,0.05,0.03,0.009040971289060618
4230.0,4.63,0.41,0.1499995651382039,88.0,0.05,0.12,0.01074581635718834
4227.0,4.57,-0.1,0.12900008605085006,85.0,0.05,0.07,0.003939617701852603
4203.0,4.66,-0.05,0.12200004756607695,116.0,0.03,0.09,0.0068098326482074895
4174.0,4.62,-0.58,0.1,38.0,0.025,0.18,0.00954543352612109
4159.0,4.527,0.6,0.14280058941129747,129.0,0.1168,0.09,0.0100469194786372
4157.0,1.7,-0.01,179.61805942264473,10.5,0.05,0.1,10.002169291479518
4153.0,2.1,-0.25,95.9997274392481,83.0,0.1,0.22,0.9950471679806725
4140.0,4.67,0.0,0.09699961265109992,50.0,0.01,0.08,0.003920945098320083
4135.0,5.07,-0.01,0.10098107739687379,36.0,0.27,0.09,0.00012083675618021483
4134.0,4.706,-0.3,0.0790678627999825,154.0,0.0325,0.15,0.019942129599706458
4120.0,4.65,0.24,0.11900083260453191,109.0,0.04,0.1,0.012360175456193986
4115.0,4.64,0.012,0.09699961265109992,43.5,0.0155,0.073,0.007617552266392706
4095.0,1.89,-0.71,501.18723362727246,20.0,0.1,0.09,138.10917885717106
4079.0,4.653,-0.11,0.10099968051211049,70.0,0.051,0.12,0.020031710574163544
4076.0,1.62,-0.91,851.1380382023768,15.0,0.08,0.09,190.4445901947804
4071.0,4.638,0.253,0.10189901829698768,13.0,0.014,0.039,0.0027621874851851413
4065.0,4.65,0.05,0.08766979680949177,51.0,0.04,0.16,0.000627568592587717
4051.0,4.67,0.12,0.13499882857222514,239.0,0.06,0.1,0.001985548759562611
4034.0,4.68,0.05,0.10009906019122791,77.0,0.05,0.13,0.014767635819415828
4026.0,4.45,-0.47,0.08729914695281281,14.0,0.05,0.03,0.0026592651165913
4016.0,4.665,0.322,0.09160095468444289,17.0,0.016,0.057,0.002855717753551812
4014.0,4.68,-0.03,0.07920087871305075,100.0,0.07,0.16,0.0030411954516389172
3997.0,4.64,0.33,0.08829985694994623,51.0,0.04,0.16,0.0002993852564857902
3996.0,4.67,0.14,0.10169977685155847,88.0,0.05,0.12,0.003731581723309542
3990.0,4.61,-0.02,0.09499921136225953,300.0,0.047,0.97,0.025519123087173183
3980.0,4.657,0.25,0.08799945855058901,31.5,0.017,0.1,0.0019773638109376393
3950.0,4.64,0.41,0.0749997818203002,51.0,0.04,0.16,0.0009932585942440467
3940.0,1.1,-0.16,388.2844515320536,40.0,0.2,0.14,0.15196011475603655
3933.0,4.7,-0.03,0.07020046680114565,51.0,0.07,0.16,0.0014841281210720286
3927.0,4.669,0.338,0.08030082367142903,37.0,0.0175,0.069,0.001828768356555703
3926.0,4.7,0.0,0.08999947996372012,100.0,0.2,0.5,0.04107137328649931
3913.0,4.68,0.0,0.08700014971923162,56.0,0.04,0.2,0.0029496929717759413
3913.0,4.68,0.08,0.062230028516915954,51.0,0.07,0.16,0.012456320019022346
3897.0,4.64,-0.06,0.08317637711026708,71.0,0.07,0.09,0.01710703230950751
3896.0,4.73,-0.27,0.056899703064283706,88.0,0.05,0.12,0.002534461998834999
3867.0,4.65,-0.04,0.07585775750291836,69.0,0.06,0.09,0.015601798895482612
3863.0,4.78,-0.19,0.0588802980881764,77.0,0.05,0.04,0.001354187049989835
3860.0,0.9,-0.4,929.0091682480905,100.0,0.1,0.1,40.13516818904117
3844.0,4.704,-0.157,0.05870025663924669,62.0,0.0245,0.0775,0.0018234252277564422
3842.0,4.84,-0.03,0.07230028346168758,32.0,0.08,0.03,0.0017782184089538827
3842.0,4.87,0.05,0.05767664633922506,31.0,0.05,0.1,0.00026500011849232147
3841.0,4.71,-0.18,0.05600025440780012,50.5,0.03,0.1,0.003866209883906919
3837.0,4.71,-0.14,0.060673632958850525,69.0,0.05,0.09,0.012077691524223333
3836.0,4.69,0.05,0.06309573444801933,69.0,0.05,0.04,0.011809596048882848
3816.0,4.72,-0.15,0.05584701947368309,69.0,0.05,0.09,0.010869033984354293
3810.0,4.7,-0.1,0.05300050406396649,17.0,0.1,0.1,0.0019640948904155672
3805.0,4.69,0.13,0.04937987656610564,51.0,0.07,0.16,0.0008917944520142988
3803.0,5.2,-0.43,0.036310313617986784,10.0,0.07,0.04,0.0001797280668030983
3799.0,4.68,-0.01,0.06140023028641631,42.0,0.1,0.28,0.00010029726392617871
3799.0,4.88,-0.02,0.05117996682024609,81.0,0.08,0.05,0.0003388596051189553
3794.0,4.64,0.52,0.0759993713661527,79.0,0.03,0.08,0.003900176583333234
3790.4,4.6831,0.522,0.06359017204776071,5.7,0.0069,0.0395,0.000686644511093154
3790.0,4.68,0.42,0.06929948385767541,59.0,0.04,0.16,0.0023564865792418815
3788.0,4.77,-0.28,0.04120975190973302,54.0,0.069,0.1,0.008201166143016771
