Teff,logg,Meta,L,eTeff,elogg,eMeta,eL
5098.0,4.561,,,100.0,0.15,,
5094.0,4.552,,,100.0,0.15,,
5093.0,4.64592,,0.3192640363609608,122.0,,,
5090.0,,,,101.0,,,
5088.0,4.605,,,100.0,0.15,,
5079.0,4.56,-0.04,,88.0,0.06,,
5078.0,4.553,,,100.0,0.15,,
5075.0,2.58,-0.16,115.52075004729264,,0.055,0.09,17.52095224648894
5058.0,,-0.18,,50.0,,0.08,
5055.0,4.592,,,93.0,0.05,,
5054.0,4.544,,,82.0,0.036,,
5053.0,4.595,0.0,,134.5,1.4549999999999998,,
5052.0,4.49,-0.02,,16.0,0.05,,
5050.28,,,,,,,
5049.84,4.58166,-0.013,0.35442145161619987,27.73,,0.026,
5041.0,3.25,,,,,,
5036.0,4.503,,,200.0,0.3,,
5035.0,,-0.21,,50.0,,0.02,
5030.0,,,,60.0,,,
5027.0,3.29,,,,,,
5026.0,4.42,-0.19,,29.0,0.06,,
5025.0,3.48,0.08,,4.0,0.06,,
5021.0,4.64065,,0.2995297748164666,122.0,,,
5020.0,4.492,,,200.0,0.3,,
5020.0,3.33,,,,,,
5018.0,4.639,,,100.0,0.15,,
5013.0,3.33,,,,,,
5010.0,,-0.34,,50.0,,0.03,
5003.0,3.31,,,,,,
5000.0,4.5,,,150.0,0.5,,
5000.0,4.26,0.05,,21.0,0.03,,
4997.0,4.582,,,100.0,0.15,,
4993.0,4.5539,,2.2696035390779317,124.0,,,0.05273469420949617
4991.0,3.616,,,75.0,0.044,,
4989.0,3.45,-0.11,,10.0,0.03,,
4985.0,4.626,,,200.0,0.3,,
4985.0,3.38,,,,,,
4984.0,4.669,,,100.0,0.15,,
4982.0,3.22,,,,,,
4980.0,2.87,-0.06,43.01995977769538,,0.04,0.1,4.839581506905148
4976.0,4.51,0.03,,18.0,0.05,,
4972.0,3.06,,,,,,
4971.0,3.18,-0.17,13.090010653261054,,0.07500000000000001,0.1,2.5945606568578885
4961.0,3.36,,,,,,
4955.0,4.611,,,100.0,0.15,,
4954.0,4.611,,,100.0,0.15,,
4954.0,4.59451,,0.31037733513142307,122.0,,,
4953.0,3.4,-0.31,,123.0,0.06,,
4949.0,3.65,0.545,4.841946650590344,,,0.03,0.9169486182501565
4947.0,3.18,,,,,,
4946.0,3.23,,,,,,
4945.0,3.28,,,,,,
4943.0,3.24,,,,,,
4942.0,4.441,,,200.0,0.3,,
4941.0,4.227,,1.094006745984548,23.5,0.009000000000000001,,0.04891302529163366
4941.0,3.16,-0.17,13.140140230390378,,0.08,0.09,2.626279391614089
4940.0,3.455,,,100.0,0.24,,
4940.0,3.09,,,,,,
4935.0,4.52,,,,,,
4935.0,4.4,-0.1,,76.0,,0.04,
4934.0,3.21,,,,,,
4929.0,4.57,0.3,,44.0,,0.03,
4925.0,3.36,,,,,,
4922.0,3.65,0.17,,13.0,0.05,,
4919.0,3.23,-0.01,11.399872655699768,,0.07,0.10500000000000001,1.9469165239867259
4918.0,3.24,,,,,,
4917.0,3.6,,,,,,
4916.0,4.502,,,110.0,0.035,,
4916.0,,,,37.0,,,
4915.0,,0.22,6.456542290346556,,,,0.7021429169749869
4914.0,4.583,,,100.0,0.15,,
4914.0,,,,41.5,,,
4913.0,4.51,0.08,0.30999879094111843,,,,
4912.0,3.23,-0.02,10.850006540950037,,0.07500000000000001,0.085,2.105640140603274
4912.0,3.19,,,,,,
4910.0,3.23,,13.199880514985754,25.5,0.025,,0.29660371176066747
4910.0,4.566,,,100.0,0.15,,
4909.0,,0.11,,98.0,,0.04,
4899.0,4.603,,,78.0,0.025,,
4898.0,3.17,-0.01,13.129857117187047,,0.055,0.08,0.7715181314561521
4898.0,3.52,-0.23,,68.0,,0.04,
4895.97,,,,,,,
4895.0,3.2,,,,,,
4892.63,,0.1027,,10.22,,0.0089,
4891.0,2.79,0.07,,46.0,0.11,,
4888.0,2.55,-0.21,69.17035426814304,,0.065,0.1,9.662479077644115
4887.0,2.64,0.1,78.4801817241263,,0.1,0.1,23.538350003625435
4886.0,2.57,-0.16,64.51043939785721,,0.07500000000000001,0.08,6.805064176655097
4881.0,3.44,0.32,,20.0,0.07,,
4881.0,,,,68.0,,,
4880.0,4.679,,,126.0,0.15,,
4880.0,4.604,,,216.0,0.037,,
4879.0,2.5,-0.27,78.94052311366032,,0.065,0.09,4.2298541616408585
4879.0,2.74,0.1,54.68018811604206,,0.08,0.09,7.6685780094865414
4878.0,3.07,,,,,,
4877.0,2.66,0.1,78.1106047095392,,0.04,0.10500000000000001,5.55802853959193
4874.0,2.45,-0.26,95.1108362126332,,0.08,0.1,30.692269130169837
4871.0,3.26,,,,,,
4867.0,3.46,,,,,,
4864.0,4.26,0.17,,101.0,0.29,,
4862.0,3.09,,,,,,
4862.0,2.45,-0.28,61.60982851806452,,0.08,0.08499999999999999,6.098661066525256
4861.0,4.583,,,200.0,0.3,,
4860.0,3.24,0.19,,38.0,0.19,,
4853.0,2.65,0.0,58.589528091091225,,0.08499999999999999,0.1,6.781155401075569
4847.0,2.57,-0.03,,7.0,0.03,,
4846.0,3.18,,,,,,
4842.0,3.22,,,,,,
4841.0,2.61,-0.11,58.53963361969276,,0.08,0.08,8.914071706397358
4840.0,3.2,0.09,10.86000436974161,,0.1,0.085,3.1506474364504005
4840.0,2.48,-0.21,61.63962671510958,,0.09,0.09,5.977278664905388
4836.0,2.46,-0.2,63.10009309748716,,0.09,0.08499999999999999,16.306493635506794
4836.0,4.45,-0.05,,18.0,0.06,,
4835.0,2.18,-0.57,,7.0,0.03,,
4831.0,2.48,-0.2,62.32036668431903,,0.07500000000000001,0.08,5.809348828494279
4830.0,,0.02,0.30999879094111843,50.0,,0.08,0.009844153074598988
4820.0,,,,32.0,,,
4819.0,2.98,0.09,,54.0,0.12,,
4816.0,4.43,-0.06,,114.0,0.22,,
4816.0,2.28,-0.78,75.31994600329986,,0.08,0.1,14.472358794852166
4814.0,,,,125.0,,,
4812.0,4.28,0.1,,28.0,0.03,,
4809.0,2.69,0.1,51.820309200722704,,0.035,0.065,1.9349496808211235
4807.0,3.06,0.04,14.280058941129747,,0.08,0.085,3.213723928536001
4802.0,2.97,,,,,,
4802.0,4.26,0.05,,146.0,0.3,,
4800.0,4.5,0.11,,150.0,0.2,,
4800.0,4.45,0.0,,100.0,0.2,,
4798.0,3.22,,,,,,
4797.0,2.37,-0.32,60.30037319942384,,0.060000000000000005,0.1,9.623794315467602
4792.0,,,,60.0,,,
4790.0,4.552,,0.29580124665515456,75.0,0.013000000000000001,,0.018786690456172872
4790.0,2.58,-0.41,,40.0,0.0,,
4786.0,2.38,-0.21,56.3598722460756,,0.05,0.08,5.356954203563408
4770.0,2.59,-0.06,55.159459254563544,,0.11000000000000001,0.135,2.4351386073814716
4769.0,2.36,-0.27,66.36972222384821,,0.095,0.095,25.42389625117052
4749.0,,,0.6525292741192511,40.0,,,0.009397450483799363
4746.0,4.632,,,96.0,0.06,,
4745.0,2.96,0.05,,71.0,0.16,,
4742.0,2.33,-0.62,58.410375745193946,,0.07500000000000001,0.10500000000000001,5.297110903129216
4738.0,,,,139.0,,,
4738.0,2.42,-0.32,58.86945293535063,,0.065,0.1,10.476339324650176
4734.0,2.41,-0.11,57.57977984102218,,0.065,0.08,6.246860425055342
4730.0,4.46,0.28,,100.0,0.18,,
4726.29,,,,134.99,,,
4724.0,2.37,-0.12,54.18012466723155,,0.03,0.02,1.8445795186934646
4723.0,4.31,-0.1,,71.0,0.18,,
4716.0,,-0.47,,60.0,,0.08,
4713.0,4.612,,,100.0,0.15,,
4710.0,7.915,,,60.0,0.03,,
4710.0,4.624,,,200.0,0.3,,
4710.0,4.631,,,100.0,0.15,,
4706.54,4.6652,0.1267,0.1965305185280773,101.16,,0.014,
4700.0,4.5,0.15,,50.0,0.15,,
4700.0,4.5721,-0.2,,,0.0097,,
4699.0,4.627,,,200.0,0.3,,
4695.0,,0.14,0.22009997843400778,50.0,,0.04,0.008053969058935018
4691.0,4.17,0.08,,166.0,0.37,,
4684.0,,,,86.0,,,
4674.13,,,,135.935,,,
4673.0,2.67,-0.37,,123.0,0.09,,
4668.0,4.65,,,100.0,0.15,,
4661.0,4.647,,,100.0,0.15,,
4648.0,4.718,,,116.0,0.2,,
4648.0,4.627,,,200.0,0.3,,
4639.0,2.36,-0.17,,45.0,0.21,,
4632.11,,-0.046,,44.21,,0.042,
4632.0,4.652,,,100.0,0.15,,
4625.0,4.653,,,100.0,0.15,,
4620.0,4.5,,0.5623413251903491,50.0,,,0.11565773303938592
4613.0,4.659,,,71.0,0.05,,
4605.0,4.65,,,100.0,0.15,,
4599.0,,,,123.0,,,
4591.0,,,,195.0,,,
4573.0,,,0.45814188671453343,10.0,,,0.016571439361220963
4570.0,,,,,,,
4570.0,,0.0,,100.0,,0.06,
4559.0,4.663,,,100.0,0.15,,
4545.0,2.2,-0.08,,71.0,0.2,,
4534.0,,,,128.0,,,
4508.0,4.684,,,100.0,0.15,,
4504.0,4.683,,,100.0,0.15,,
4503.0,4.684,,,100.0,0.15,,
4503.0,4.67,0.13,,73.0,0.05,,
4500.0,,,,,,,
4500.0,4.696,,,116.0,0.2,,
4499.3,,,,74.9,,,
4498.0,4.69,,,200.0,0.3,,
4491.0,,-0.01,0.18499926373938747,100.0,,0.09,0.009742227041215079
4486.0,4.733,,,116.0,0.2,,
4469.51,,,,158.56,,,
4465.0,4.709,,,100.0,0.15,,
4456.0,4.673,,,148.0,0.05,,
4402.71,,,,94.41,,,
4402.0,4.59,,,,,,
4380.0,,,,,,,
4374.0,2.04,-0.27,,31.0,0.03,,
4356.47,,,,184.565,,,
4351.0,4.721,,,100.0,0.15,,
4349.0,4.72,,,50.0,0.1,,
4348.35,,,,86.94,,,
4347.0,4.768,,,200.0,0.3,,
4347.0,,,0.16000000638979356,,,,
4336.0,,,,121.0,,,
4330.0,1.59,-0.51,,15.0,,0.05,
4326.0,4.742,,,128.0,0.05,,
4326.0,3.0,0.18,,148.0,0.12,,
4321.0,4.735,,,100.0,0.15,,
4320.0,,0.15,,51.5,,0.155,
4312.0,1.67,-0.74,,5.0,0.03,,
4303.0,4.55657,,0.15752518560588558,122.0,,,
4290.0,,0.04,0.16800027785329968,70.0,,0.09,0.00971858641455467
4284.0,2.2,-0.02,,9.0,0.06,,
4263.0,4.729,,,100.0,0.15,,
4262.0,4.729,,,100.0,0.15,,
4259.0,4.732,,,200.0,0.3,,
4258.0,4.729,,,100.0,0.15,,
4257.0,4.74,,,200.0,0.3,,
4255.0,4.73,,,100.0,0.15,,
4252.0,4.73,,,100.0,0.15,,
4252.0,4.727,,,100.0,0.15,,
4251.0,,,,175.0,,,
4250.0,,,,50.0,,,
4222.06,,,,86.28,,,
4218.0,1.78,-0.18,,30.0,0.3,,
4213.0,1.93,-0.02,,46.0,0.07,,
4208.0,4.721,,,150.0,0.2,,
4204.0,4.743,,,200.0,0.3,,
4200.0,1.8,,,21.0,0.09,,
4200.0,,,0.3801893963205612,150.0,,,0.06396163030372326
4195.0,4.599,,,124.0,0.107,,
4194.0,,,,130.0,,,
4175.0,4.81,,,97.0,0.11,,
4175.0,1.62,-0.37,,33.0,0.13,,
4146.0,,,,108.5,,,
4141.0,4.677,,,96.0,0.041,,
4132.0,4.52897,,0.1384681851155377,122.0,,,
4127.0,4.786,,,190.0,0.06,,
4127.0,,,,121.5,,,
4103.0,4.824,,,90.0,0.07,,
4099.0,4.59,,,123.0,0.03,,
4096.0,4.732,,,150.0,0.2,,
4080.0,,,0.46600438143122824,95.0,,,0.03934304614769407
4072.0,4.62,,,121.0,0.03,,
4060.0,,,0.42657951880159267,250.0,,,0.12458434676139107
4052.0,1.44,-0.49,,22.0,0.11,,
4045.0,,,,35.0,,,
4021.0,,,,186.0,,,
4017.0,,0.03,,109.0,,0.14,
4014.73,,,,163.845,,,
4008.0,4.5,,0.1004592658411283,130.39,,,0.008038916091654094
4006.0,4.852,,,133.0,0.062,,
3972.0,,,,36.0,,,
3944.0,4.768,,,150.0,0.2,,
3943.0,4.5,,0.08663033623244976,157.0,,,0.017257282091812556
3943.0,2.06,-0.24,,23.0,0.09,,
3926.0,1.67,-0.25,,100.0,0.01,,
3924.0,4.462,,,51.0,0.059,,
3920.0,4.67,,,160.0,0.04,,
3916.0,4.71,0.0,,67.0,0.23,,
3910.0,4.863,,,49.0,0.05,,
3903.0,4.751,,,100.0,0.1,,
3901.0,4.6878,,0.07460020140863086,69.0,0.0091,,0.005124747468225978
3901.0,4.65,-0.14,,175.0,0.09,,
3879.0,,0.06,0.05999982725336436,67.0,,0.09,0.009285805905526086
3875.0,,-0.08,,75.0,,0.09,
3861.0,4.67,,0.0628000515164576,77.0,0.014,,0.0009920070161207155
3851.0,4.701,,,83.0,0.07,,
3850.0,,,,85.0,,,
3844.0,4.62724,,0.0777248692251553,157.0,0.012206,,0.015977917190524934
3840.6,,,,74.15,,,
3834.0,,,,157.0,,,
3810.0,4.744,,,150.0,0.2,,
3802.0,0.541,-0.03,1674.8657438325265,,,,
3800.0,4.5,-0.5,0.045870133066921615,100.0,,,0.0002291489640061893
3799.0,4.758,,,100.0,0.1,,
3789.0,,-0.37,,16.5,,0.035,
3787.0,1.3,-0.25,,110.0,0.5,,
3785.0,,-0.13,0.04900044227932357,185.0,,0.15,0.019326619133243253
3785.0,,0.14,0.08879939359063606,62.0,,0.08,0.012609088955016723
3770.2,,0.022,0.05099997932049955,70.0,,0.09,0.010857319657877996
3767.0,4.779,,,150.0,0.2,,
3752.0,4.743,,,57.0,0.057,,
3750.0,4.753,,,150.0,0.2,,
3746.0,4.691,,0.05369947008092392,72.0,0.038,,0.0012845391328911195
3717.0,,-0.3,0.04499973953258032,49.0,,0.12,0.00652881853110307
3713.0,,-0.16,0.04285485203974394,55.0,,,0.006083703470074399
3710.0,4.63,,,118.0,0.127,,
3702.0,4.75,,,,,,
3691.0,4.965,,,51.0,0.05,,
3688.0,4.78,-0.06,0.03680018483545034,86.0,,0.08,0.003803700979127758
3682.0,4.783,,,150.0,0.2,,
3680.0,,,,255.5,,,
3657.0,0.8,-0.06,502.58555243636965,,,,
3655.0,,,0.03320014649314925,80.0,,,0.0012755711380374318
3654.47,,,,95.945,,,
3622.0,5.0,,,104.0,0.052,,
3600.0,,-0.28,0.01599558028614669,100.0,,,
3591.0,4.785,,,100.0,0.1,,
3580.0,4.5,,0.03474961521671383,124.25,,,0.005341860952533674
3575.0,,0.3,0.030519681706774316,53.0,,0.1,0.0006039238490940374
3568.0,4.777,,,150.0,0.2,,
3550.0,,-0.89,,50.0,,,
3542.0,,,0.025999799567092443,,,,
3540.0,,,0.1499995651382039,70.0,,,0.027499739157807873
3540.0,4.86,,,41.0,0.07,,
3537.0,5.022,,,93.0,0.067,,
3530.0,,0.21,0.04480020486810285,100.0,,0.16,0.0015722104151845058
3530.0,,,0.019054607179632473,50.0,,,0.004263523297950402
3526.0,,-0.09,0.028973435877013228,49.0,,0.09,
3521.0,,,,157.0,,,
3499.0,4.8,,,70.0,0.03,,
3495.0,4.91164,,,,,,
3491.0,,-0.05,0.028699874656140077,58.0,,0.12,0.0009829474742060647
3490.0,,,0.014500066700500922,50.0,,,0.0002969056884751303
3485.0,,0.15,0.024200258220807624,140.0,,0.1,0.002813247657838377
3477.0,4.5,,0.03207967797045354,157.0,,,0.007020633416897555
3466.0,,0.02,0.02199986419835166,49.0,,0.09,0.0035883831365080693
3460.0,,,0.09549925860214359,100.0,,,0.006374164788769038
3459.09,,,,86.33500000000001,,,
3458.0,,0.1,0.019600177303107817,136.5,,0.1,0.0022978308647675205
3457.0,,,,39.0,,,
3444.0,4.81,,0.03260018014965564,88.0,0.05,,0.0008880780287806658
3436.0,4.891,,,3.0,0.002,,
3433.0,4.89676,,,,,,
3430.0,4.84,0.0,0.01939992272390983,54.0,0.03,,0.0015390563303974373
3410.0,,,0.0812830516164099,100.0,,,0.0071520274863181715
3410.0,,-0.11,0.013458603540559484,51.0,,,0.003129237242759972
3403.0,4.88,,0.014000063322395305,100.0,0.05,,0.00029692594963986584
3400.0,4.5,0.0,0.024870241358915877,100.0,,,0.00014958485320126953
3390.0,,-0.25,0.011999965570481158,150.0,,0.2,0.007727236865573565
3387.0,4.885,,,5.0,0.011,,
3385.0,,,,70.0,,,
3383.0,4.89,,,157.0,0.03,,
3382.0,,0.09,0.0087999458550589,49.0,,0.17,0.005185693697595171
3371.0,,,0.01299989965375454,,,,
3370.0,4.83,0.3,0.01599558028614669,100.0,,0.1,0.0018859997376695003
3360.47,,,,86.78999999999999,,,
3359.0,,-0.3,,60.0,,0.12,
3342.0,,-0.09,0.010199995965937202,49.0,,0.09,0.005303585329679445
3340.0,,-0.34,,150.0,,0.09,
3333.0,4.97,,,157.0,0.04,,
3330.0,4.92,,,160.0,0.04,,
3326.0,,,0.02010018247113693,66.0,,,0.00039615481860713793
3300.0,5.0,,,55.0,0.04,,
3296.0,,0.02,,30.0,,0.1,
3287.0,4.84,,,67.0,0.026,,
3287.0,4.86566,,0.01351823525161939,157.0,0.000368,,0.003057277405821239
3272.0,4.82521,,,,,,
3270.0,,,0.00437995854443585,140.0,,,0.00032774824803213183
3216.0,,,0.003460031080840722,83.0,,,0.00020398354356685432
3212.0,5.04,,0.004099963590417645,100.0,0.07,,9.881188654351121e-05
3200.0,,,,170.0,,,
3192.0,,-0.02,0.0036200119151374747,60.0,,0.08,0.00037106662337046395
3191.0,,0.4,,1000.0,,0.1,
3159.0,,-0.27,0.0026999765984012116,49.0,,0.09,0.0022580452475843013
3157.0,,0.27,,60.0,,0.13,
3157.0,4.55,,,7.0,0.036,,
3129.0,4.97,,0.01299989965375454,6.0,,,
3081.0,,-0.07,0.0015700012565614903,51.0,,0.16,1.9882392510783896e-05
3075.0,5.01,0.3,0.004691049330945753,75.0,0.02,,8.132446696837046e-05
3072.0,,,0.0025099784918349785,74.0,,,0.0001646096498466921
3068.0,,-0.33,0.00239883291901949,174.0,,0.12,0.001196568484402077
3064.0,4.59,,0.00588843655355589,76.0,0.06,,0.0007598227136422419
3036.0,5.06,,0.002720006864076945,77.0,0.01,,0.0003743692305200148
3028.0,,,0.002000000019968104,,,,
2953.0,,-0.08,0.001700004222156365,98.0,,0.08,9.721779420255054e-05
2900.0,,,0.001600000063897936,100.0,,,0.0005181782441375199
2861.0,,,0.001899984246214733,77.0,,,0.00013950862025155746
2838.0,,,0.20000000199681048,,,,
2700.0,,,0.011220184543019636,100.0,,,0.0034556554942523107
2566.0,5.2396,,0.0005530061994883787,26.0,0.00645,,1.868171569379437e-05
2375.0,4.25,,0.0016982436524617442,175.0,0.5,,0.00034928076987009106
2320.0,3.845,,0.001412537544622754,40.0,0.0075,,0.00018226877381037274
580.5,4.725,,,24.5,0.275,,
575.0,5.0,,,25.0,0.1,,
415.0,,,,20.0,,,
,4.433,,,,0.008,,
,,,2.7600058336054962,,,,0.23881889585544513
,,-0.95,,,,0.015,
,,,3.3100152905873452,,,,0.26911064707751486
,,,4.860041749236721,,,,0.48581130336312395
,,,4.073802778041127,,,,0.18335132809832144
,4.32,,,,0.20500000000000002,,
,4.44,,,,0.16,,
,4.03,,,,0.15000000000000002,,
,4.02,,,,0.01,,
,2.52,0.12,,,,,
,,-0.26,,,,0.13,
,,-0.44,,,,,
,,-0.1,0.021978598727848252,,,0.2,
,,0.06,,,,,
,,0.25,,,,,
,4.61,,,,0.015,,
,4.51,,,,0.012,,
,,0.1,,,,0.13,
,,-0.63,,,,0.495,
,,,0.012399951885248272,,,,
,4.792,,,,0.0455,,
,,,0.01999861869632744,,,,0.0019057598276335849
,,-0.027,7.079457843841379,,,0.045,0.9135078252265565
,,,0.0025703957827688645,,,,0.0004810996519148238
